optimal_tour,optimal_tour_length,3opt_tour,3opt_tour_length,score,time
"{1, 8, 7, 9, 2, 4, 5, 10, 3, 6, 1}",3.399818,"{1, 8, 7, 9, 2, 4, 5, 10, 3, 6, 1}",3.399818,0.000000,0.002410
"{1, 8, 2, 6, 5, 7, 9, 10, 3, 4, 1}",3.004832,"{1, 8, 2, 6, 5, 7, 9, 10, 3, 4, 1}",3.004832,0.000000,0.002166
"{1, 8, 7, 6, 4, 2, 10, 5, 3, 9, 1}",2.855909,"{1, 9, 3, 5, 10, 2, 4, 6, 7, 8, 1}",2.855909,0.000000,0.006413
"{1, 4, 10, 8, 7, 3, 5, 6, 2, 9, 1}",3.130269,"{1, 4, 10, 8, 7, 3, 5, 6, 2, 9, 1}",3.130269,0.000000,0.002156
"{1, 5, 8, 2, 6, 4, 10, 7, 9, 3, 1}",2.842434,"{1, 3, 9, 7, 10, 4, 6, 2, 8, 5, 1}",2.842434,0.000000,0.004130
"{1, 5, 2, 6, 4, 10, 8, 9, 3, 7, 1}",3.163175,"{1, 5, 2, 6, 4, 10, 8, 9, 3, 7, 1}",3.163175,0.000000,0.002144
"{1, 8, 7, 4, 2, 9, 3, 5, 10, 6, 1}",2.984221,"{1, 6, 10, 5, 3, 9, 2, 4, 7, 8, 1}",2.984221,0.000000,0.002102
"{1, 6, 2, 7, 10, 4, 9, 3, 5, 8, 1}",2.337931,"{1, 6, 2, 7, 10, 4, 9, 3, 5, 8, 1}",2.337931,0.000000,0.002114
"{1, 7, 2, 3, 4, 8, 5, 6, 9, 10, 1}",3.070434,"{1, 7, 2, 3, 4, 8, 5, 6, 9, 10, 1}",3.070434,0.000000,0.002300
"{1, 10, 5, 7, 8, 6, 2, 3, 4, 9, 1}",2.867418,"{1, 9, 4, 3, 2, 6, 8, 7, 5, 10, 1}",2.867418,0.000000,0.002082
"{1, 2, 9, 3, 6, 4, 8, 5, 7, 10, 1}",3.063487,"{1, 2, 9, 3, 6, 4, 8, 5, 7, 10, 1}",3.063487,0.000000,0.002125
"{1, 5, 2, 3, 6, 10, 4, 7, 9, 8, 1}",3.135672,"{1, 8, 9, 7, 4, 10, 6, 3, 2, 5, 1}",3.135672,0.000000,0.002121
"{1, 2, 3, 7, 5, 4, 9, 6, 10, 8, 1}",2.371154,"{1, 8, 10, 6, 9, 4, 5, 7, 3, 2, 1}",2.371154,0.000000,0.002214
"{1, 4, 7, 3, 2, 8, 6, 9, 10, 5, 1}",2.312644,"{1, 4, 7, 3, 2, 8, 6, 9, 10, 5, 1}",2.312644,0.000000,0.002096
"{1, 5, 4, 3, 6, 7, 9, 10, 2, 8, 1}",2.609702,"{1, 8, 2, 10, 9, 7, 6, 3, 4, 5, 1}",2.609702,0.000000,0.002081
"{1, 9, 7, 8, 6, 2, 10, 3, 5, 4, 1}",2.107049,"{1, 9, 7, 8, 6, 2, 10, 3, 5, 4, 1}",2.107049,0.000000,0.002158
"{1, 8, 6, 10, 5, 2, 3, 4, 7, 9, 1}",2.189958,"{1, 9, 7, 4, 3, 2, 5, 10, 6, 8, 1}",2.189958,0.000000,0.002169
"{1, 10, 9, 4, 2, 8, 7, 5, 3, 6, 1}",2.551507,"{1, 6, 3, 5, 7, 8, 2, 4, 9, 10, 1}",2.551507,0.000000,0.002070
"{1, 8, 9, 10, 2, 3, 7, 5, 4, 6, 1}",2.924149,"{1, 8, 9, 10, 2, 3, 7, 5, 4, 6, 1}",2.924149,0.000000,0.002086
"{1, 9, 3, 10, 5, 4, 6, 2, 8, 7, 1}",2.964791,"{1, 9, 3, 10, 5, 4, 6, 2, 8, 7, 1}",2.964791,0.000000,0.002086
"{1, 2, 3, 6, 8, 4, 7, 10, 9, 5, 1}",3.474899,"{1, 5, 9, 10, 7, 4, 8, 6, 3, 2, 1}",3.474899,0.000000,0.002141
"{1, 4, 7, 8, 5, 3, 6, 9, 10, 2, 1}",2.447891,"{1, 2, 10, 9, 6, 3, 5, 8, 7, 4, 1}",2.447891,0.000000,0.002093
"{1, 4, 7, 3, 8, 9, 10, 5, 6, 2, 1}",2.749067,"{1, 4, 7, 3, 8, 9, 10, 5, 6, 2, 1}",2.749067,0.000000,0.002157
"{1, 5, 8, 9, 2, 3, 10, 6, 7, 4, 1}",2.437245,"{1, 5, 8, 9, 2, 3, 10, 6, 7, 4, 1}",2.437245,0.000000,0.002115
"{1, 9, 2, 7, 8, 5, 10, 6, 3, 4, 1}",2.909491,"{1, 9, 2, 7, 8, 5, 10, 6, 3, 4, 1}",2.909491,0.000000,0.002089
"{1, 5, 7, 3, 8, 10, 9, 4, 2, 6, 1}",2.551089,"{1, 6, 2, 4, 9, 10, 8, 3, 7, 5, 1}",2.551089,0.000000,0.002092
"{1, 6, 3, 7, 10, 5, 2, 4, 8, 9, 1}",2.795360,"{1, 9, 8, 4, 2, 5, 10, 7, 3, 6, 1}",2.795360,0.000000,0.002068
"{1, 5, 9, 2, 7, 3, 6, 8, 10, 4, 1}",3.110933,"{1, 4, 10, 8, 6, 3, 7, 2, 9, 5, 1}",3.110933,0.000000,0.002197
"{1, 9, 7, 4, 2, 3, 6, 5, 8, 10, 1}",3.125204,"{1, 9, 7, 4, 2, 3, 6, 5, 8, 10, 1}",3.125204,0.000000,0.002169
"{1, 5, 4, 6, 10, 3, 9, 8, 7, 2, 1}",2.743783,"{1, 5, 4, 6, 10, 3, 9, 8, 7, 2, 1}",2.743783,0.000000,0.002120
"{1, 5, 4, 2, 7, 8, 9, 6, 3, 10, 1}",3.181229,"{1, 10, 3, 8, 7, 2, 5, 4, 9, 6, 1}",3.272878,0.028809,0.002115
"{1, 8, 6, 10, 2, 3, 5, 9, 4, 7, 1}",2.569659,"{1, 8, 6, 10, 2, 3, 5, 9, 4, 7, 1}",2.569659,0.000000,0.002105
"{1, 4, 9, 3, 7, 5, 6, 8, 10, 2, 1}",2.262099,"{1, 4, 9, 3, 7, 5, 6, 8, 10, 2, 1}",2.262099,0.000000,0.002128
"{1, 7, 3, 10, 8, 6, 4, 2, 9, 5, 1}",3.074009,"{1, 5, 9, 2, 4, 6, 8, 10, 3, 7, 1}",3.074008,0.000000,0.002066
"{1, 4, 10, 7, 3, 5, 8, 2, 6, 9, 1}",2.578366,"{1, 9, 6, 2, 8, 5, 3, 7, 10, 4, 1}",2.578366,0.000000,0.002076
"{1, 5, 8, 10, 6, 3, 9, 4, 2, 7, 1}",2.822605,"{1, 5, 8, 10, 6, 3, 9, 4, 2, 7, 1}",2.822605,0.000000,0.002126
"{1, 8, 3, 6, 9, 5, 10, 4, 7, 2, 1}",3.317082,"{1, 7, 2, 8, 3, 6, 9, 10, 4, 5, 1}",3.361359,0.013348,0.006173
"{1, 9, 5, 6, 3, 10, 2, 8, 7, 4, 1}",2.665700,"{1, 4, 7, 8, 2, 10, 3, 6, 5, 9, 1}",2.665701,0.000000,0.002093
"{1, 2, 3, 8, 7, 5, 4, 9, 10, 6, 1}",2.438290,"{1, 6, 10, 9, 4, 5, 7, 8, 3, 2, 1}",2.438290,0.000000,0.002087
"{1, 10, 3, 7, 8, 6, 5, 9, 4, 2, 1}",3.411721,"{1, 10, 3, 7, 8, 6, 5, 9, 4, 2, 1}",3.411721,0.000000,0.002172
"{1, 5, 6, 7, 4, 10, 3, 8, 9, 2, 1}",3.318311,"{1, 5, 6, 7, 4, 10, 3, 8, 9, 2, 1}",3.318311,0.000000,0.002143
"{1, 9, 8, 3, 10, 4, 5, 7, 2, 6, 1}",2.269194,"{1, 9, 8, 3, 10, 4, 5, 7, 2, 6, 1}",2.269194,0.000000,0.004103
"{1, 10, 3, 6, 2, 7, 9, 4, 8, 5, 1}",3.383974,"{1, 10, 3, 6, 2, 7, 9, 4, 8, 5, 1}",3.383974,0.000000,0.002178
"{1, 5, 4, 3, 9, 8, 2, 10, 6, 7, 1}",3.046868,"{1, 5, 4, 3, 9, 8, 2, 10, 6, 7, 1}",3.046868,0.000000,0.006270
"{1, 8, 2, 9, 3, 5, 7, 6, 4, 10, 1}",2.604751,"{1, 8, 9, 2, 10, 4, 6, 7, 5, 3, 1}",2.733164,0.049299,0.002104
"{1, 6, 2, 8, 5, 9, 3, 7, 10, 4, 1}",3.128057,"{1, 7, 10, 4, 8, 5, 3, 9, 2, 6, 1}",3.146332,0.005842,0.004527
"{1, 4, 7, 5, 6, 8, 2, 10, 3, 9, 1}",2.730044,"{1, 4, 7, 5, 6, 8, 2, 10, 3, 9, 1}",2.730044,0.000000,0.002142
"{1, 7, 4, 6, 10, 9, 2, 8, 3, 5, 1}",3.412192,"{1, 5, 3, 2, 9, 6, 4, 7, 10, 8, 1}",3.831934,0.123012,0.002148
"{1, 2, 9, 5, 10, 8, 4, 7, 6, 3, 1}",2.766599,"{1, 3, 6, 7, 4, 8, 10, 5, 9, 2, 1}",2.766599,0.000000,0.002123
"{1, 5, 7, 4, 9, 3, 2, 8, 10, 6, 1}",2.681649,"{1, 6, 10, 8, 2, 3, 9, 4, 7, 5, 1}",2.681649,0.000000,0.002076
"{1, 4, 5, 3, 9, 6, 10, 8, 2, 7, 1}",2.021991,"{1, 7, 2, 8, 10, 6, 9, 3, 5, 4, 1}",2.021991,0.000000,0.002103
"{1, 4, 2, 9, 3, 5, 6, 10, 7, 8, 1}",3.072724,"{1, 4, 2, 5, 6, 10, 7, 8, 3, 9, 1}",3.209225,0.044423,0.002341
"{1, 10, 8, 5, 6, 9, 4, 7, 2, 3, 1}",2.933825,"{1, 3, 2, 7, 4, 9, 6, 5, 8, 10, 1}",2.933825,0.000000,0.004159
"{1, 4, 2, 5, 7, 3, 9, 8, 10, 6, 1}",3.444407,"{1, 10, 6, 2, 5, 7, 3, 9, 4, 8, 1}",3.472937,0.008283,0.002161
"{1, 10, 6, 4, 2, 7, 3, 8, 9, 5, 1}",2.666722,"{1, 5, 9, 8, 3, 7, 2, 4, 6, 10, 1}",2.666722,0.000000,0.002108
"{1, 2, 5, 4, 3, 6, 10, 7, 9, 8, 1}",2.652196,"{1, 2, 5, 4, 3, 6, 10, 7, 9, 8, 1}",2.652196,0.000000,0.002168
"{1, 3, 2, 8, 4, 10, 9, 7, 6, 5, 1}",2.722414,"{1, 5, 8, 3, 2, 4, 10, 9, 7, 6, 1}",2.724625,0.000812,0.002177
"{1, 2, 6, 4, 9, 7, 3, 8, 10, 5, 1}",3.059938,"{1, 5, 10, 8, 3, 7, 9, 4, 6, 2, 1}",3.059938,0.000000,0.002146
"{1, 2, 10, 8, 6, 7, 5, 4, 3, 9, 1}",3.345467,"{1, 9, 3, 4, 5, 7, 6, 8, 10, 2, 1}",3.345467,0.000000,0.002118
"{1, 7, 4, 9, 3, 10, 2, 5, 6, 8, 1}",2.739018,"{1, 7, 4, 9, 3, 10, 2, 5, 6, 8, 1}",2.739018,0.000000,0.002145
"{1, 4, 6, 10, 8, 5, 3, 9, 2, 7, 1}",3.242312,"{1, 7, 2, 9, 3, 5, 8, 10, 6, 4, 1}",3.242313,0.000000,0.002126
"{1, 6, 8, 4, 2, 10, 5, 7, 9, 3, 1}",2.525624,"{1, 3, 9, 7, 2, 4, 6, 8, 10, 5, 1}",2.651067,0.049668,0.002091
"{1, 2, 10, 5, 8, 6, 7, 4, 9, 3, 1}",3.278572,"{1, 3, 9, 4, 7, 6, 8, 5, 10, 2, 1}",3.278572,0.000000,0.002186
"{1, 5, 7, 4, 3, 10, 9, 6, 2, 8, 1}",2.785559,"{1, 5, 7, 4, 3, 10, 9, 6, 2, 8, 1}",2.785559,0.000000,0.002093
"{1, 9, 6, 2, 5, 4, 10, 7, 8, 3, 1}",3.375247,"{1, 3, 8, 7, 10, 4, 5, 2, 6, 9, 1}",3.375247,0.000000,0.004168
"{1, 7, 3, 8, 2, 6, 9, 4, 10, 5, 1}",2.926255,"{1, 5, 10, 4, 9, 6, 2, 8, 3, 7, 1}",2.926255,0.000000,0.002181
"{1, 5, 6, 7, 10, 4, 3, 9, 2, 8, 1}",2.222723,"{1, 8, 2, 9, 3, 4, 10, 7, 6, 5, 1}",2.222723,0.000000,0.004255
"{1, 8, 3, 2, 7, 9, 5, 10, 4, 6, 1}",3.345397,"{1, 6, 4, 5, 9, 7, 2, 3, 8, 10, 1}",3.505566,0.047878,0.002151
"{1, 9, 8, 3, 10, 4, 7, 2, 5, 6, 1}",2.142170,"{1, 6, 5, 2, 7, 4, 10, 3, 8, 9, 1}",2.142170,0.000000,0.002131
"{1, 3, 6, 5, 9, 2, 7, 4, 8, 10, 1}",2.643651,"{1, 10, 8, 4, 7, 2, 9, 5, 6, 3, 1}",2.643651,0.000000,0.002119
"{1, 3, 2, 5, 9, 6, 10, 7, 8, 4, 1}",2.701865,"{1, 4, 8, 7, 10, 6, 9, 5, 2, 3, 1}",2.701865,0.000000,0.002220
"{1, 6, 3, 2, 8, 10, 5, 7, 4, 9, 1}",2.983026,"{1, 9, 6, 3, 2, 8, 10, 5, 7, 4, 1}",2.982038,-0.000331,0.002177
"{1, 2, 6, 9, 3, 5, 7, 10, 4, 8, 1}",2.611414,"{1, 2, 6, 9, 3, 5, 7, 10, 4, 8, 1}",2.611414,0.000000,0.002093
"{1, 8, 10, 7, 6, 9, 4, 5, 3, 2, 1}",3.012535,"{1, 8, 10, 7, 6, 9, 4, 5, 3, 2, 1}",3.012535,0.000000,0.002128
"{1, 10, 7, 8, 6, 2, 9, 4, 5, 3, 1}",3.083253,"{1, 3, 5, 4, 9, 2, 6, 7, 10, 8, 1}",3.105047,0.007068,0.002094
"{1, 2, 6, 8, 10, 9, 3, 4, 5, 7, 1}",2.739591,"{1, 2, 6, 8, 10, 9, 3, 4, 5, 7, 1}",2.739591,0.000000,0.002088
"{1, 7, 10, 6, 9, 8, 2, 3, 5, 4, 1}",2.833074,"{1, 7, 10, 6, 9, 8, 2, 3, 5, 4, 1}",2.833074,0.000000,0.002084
"{1, 9, 6, 10, 5, 3, 2, 8, 4, 7, 1}",2.627250,"{1, 7, 4, 8, 2, 3, 5, 10, 6, 9, 1}",2.627250,0.000000,0.004155
"{1, 10, 6, 7, 8, 4, 2, 3, 5, 9, 1}",2.850221,"{1, 10, 6, 7, 8, 4, 2, 3, 5, 9, 1}",2.850221,0.000000,0.002084
"{1, 10, 9, 4, 5, 6, 7, 2, 8, 3, 1}",2.804461,"{1, 3, 8, 2, 7, 6, 5, 4, 9, 10, 1}",2.804461,0.000000,0.002145
"{1, 8, 7, 2, 10, 9, 6, 5, 3, 4, 1}",2.777140,"{1, 4, 3, 5, 6, 9, 10, 2, 7, 8, 1}",2.777140,0.000000,0.002139
"{1, 10, 7, 3, 4, 5, 6, 8, 9, 2, 1}",2.987642,"{1, 10, 7, 3, 4, 5, 6, 8, 9, 2, 1}",2.987642,0.000000,0.004083
"{1, 4, 9, 3, 10, 7, 6, 8, 2, 5, 1}",3.237489,"{1, 5, 2, 8, 6, 7, 10, 3, 9, 4, 1}",3.237489,0.000000,0.002087
"{1, 5, 10, 9, 4, 3, 6, 8, 7, 2, 1}",3.305685,"{1, 8, 6, 3, 4, 9, 10, 5, 2, 7, 1}",3.605929,0.090827,0.004188
"{1, 6, 3, 5, 10, 2, 4, 7, 8, 9, 1}",2.608170,"{1, 9, 8, 7, 4, 2, 10, 5, 3, 6, 1}",2.608170,0.000000,0.002089
"{1, 2, 4, 5, 10, 9, 7, 6, 3, 8, 1}",2.695043,"{1, 8, 3, 6, 7, 9, 10, 5, 4, 2, 1}",2.695043,0.000000,0.002132
"{1, 2, 3, 5, 9, 4, 7, 6, 10, 8, 1}",2.818594,"{1, 2, 3, 5, 9, 4, 7, 6, 10, 8, 1}",2.818594,0.000000,0.002085
"{1, 4, 2, 6, 7, 8, 3, 10, 9, 5, 1}",3.240191,"{1, 5, 9, 10, 3, 8, 7, 6, 2, 4, 1}",3.240191,0.000000,0.002082
"{1, 7, 10, 8, 9, 6, 4, 3, 5, 2, 1}",3.106843,"{1, 2, 5, 3, 6, 4, 9, 8, 10, 7, 1}",3.106497,-0.000112,0.002105
"{1, 10, 8, 5, 7, 6, 9, 4, 3, 2, 1}",3.069676,"{1, 10, 8, 5, 7, 6, 9, 4, 3, 2, 1}",3.069676,0.000000,0.002138
"{1, 3, 7, 10, 9, 2, 6, 4, 5, 8, 1}",2.616890,"{1, 8, 5, 4, 6, 2, 9, 10, 7, 3, 1}",2.616890,0.000000,0.002291
"{1, 2, 10, 8, 9, 4, 7, 5, 3, 6, 1}",2.417227,"{1, 6, 3, 5, 7, 4, 8, 10, 2, 9, 1}",2.435859,0.007708,0.004133
"{1, 4, 6, 8, 3, 5, 10, 7, 9, 2, 1}",2.561492,"{1, 4, 6, 8, 3, 5, 10, 7, 9, 2, 1}",2.561492,0.000000,0.002112
"{1, 8, 6, 2, 5, 3, 7, 9, 4, 10, 1}",3.076580,"{1, 8, 6, 2, 5, 3, 7, 9, 4, 10, 1}",3.076580,0.000000,0.004585
"{1, 2, 5, 9, 7, 8, 6, 3, 4, 10, 1}",3.265011,"{1, 9, 2, 5, 7, 8, 6, 3, 4, 10, 1}",3.262859,-0.000659,0.004452
"{1, 7, 8, 6, 9, 5, 3, 10, 2, 4, 1}",3.006248,"{1, 4, 2, 10, 3, 5, 9, 6, 8, 7, 1}",3.006248,0.000000,0.002121
"{1, 6, 5, 4, 9, 2, 3, 8, 7, 10, 1}",3.254087,"{1, 10, 7, 8, 3, 2, 9, 4, 5, 6, 1}",3.254087,0.000000,0.006496
"{1, 3, 9, 8, 10, 5, 7, 4, 2, 6, 1}",2.363853,"{1, 3, 6, 9, 8, 10, 5, 7, 4, 2, 1}",2.392832,0.012259,0.002176
"{1, 3, 2, 6, 4, 5, 10, 7, 8, 9, 1}",2.559119,"{1, 10, 7, 8, 9, 3, 2, 6, 4, 5, 1}",2.601469,0.016548,0.002097
"{1, 8, 5, 3, 7, 9, 4, 2, 6, 10, 1}",3.231753,"{1, 10, 6, 2, 4, 9, 7, 3, 5, 8, 1}",3.231753,0.000000,0.002098
"{1, 6, 5, 2, 8, 3, 4, 10, 7, 9, 1}",1.997993,"{1, 6, 5, 2, 8, 3, 4, 10, 7, 9, 1}",1.997993,0.000000,0.004412
"{1, 2, 3, 5, 7, 10, 8, 6, 9, 4, 1}",2.801952,"{1, 4, 9, 6, 8, 10, 7, 5, 3, 2, 1}",2.801952,0.000000,0.004379
"{1, 10, 6, 5, 4, 9, 8, 3, 7, 2, 1}",3.468666,"{1, 2, 7, 3, 8, 9, 4, 5, 6, 10, 1}",3.468666,0.000000,0.002136
"{1, 6, 3, 7, 5, 10, 9, 8, 2, 4, 1}",3.273462,"{1, 6, 3, 5, 10, 9, 8, 2, 4, 7, 1}",3.300983,0.008407,0.002097
"{1, 5, 2, 7, 4, 8, 3, 9, 10, 6, 1}",3.143140,"{1, 6, 10, 9, 3, 8, 4, 7, 2, 5, 1}",3.143140,0.000000,0.002082
"{1, 2, 10, 3, 5, 7, 9, 4, 8, 6, 1}",3.561489,"{1, 6, 8, 4, 9, 7, 5, 3, 10, 2, 1}",3.561490,0.000000,0.002415
"{1, 7, 4, 9, 6, 3, 2, 5, 10, 8, 1}",2.419099,"{1, 8, 10, 5, 2, 3, 6, 9, 4, 7, 1}",2.419099,0.000000,0.004098
"{1, 10, 8, 9, 6, 7, 5, 3, 4, 2, 1}",2.841862,"{1, 2, 4, 3, 5, 7, 6, 9, 8, 10, 1}",2.841862,0.000000,0.002224
"{1, 2, 6, 5, 4, 3, 7, 8, 10, 9, 1}",2.570628,"{1, 2, 6, 5, 4, 3, 7, 8, 10, 9, 1}",2.570628,0.000000,0.002109
"{1, 10, 6, 4, 7, 8, 5, 2, 9, 3, 1}",2.450197,"{1, 3, 9, 2, 5, 8, 4, 6, 10, 7, 1}",2.522794,0.029629,0.002147
"{1, 8, 5, 10, 4, 3, 9, 6, 2, 7, 1}",2.675742,"{1, 7, 2, 6, 9, 3, 4, 10, 5, 8, 1}",2.675742,0.000000,0.002076
"{1, 7, 5, 10, 9, 4, 2, 6, 8, 3, 1}",2.973059,"{1, 3, 8, 6, 2, 4, 9, 10, 5, 7, 1}",2.973060,0.000000,0.002336
"{1, 9, 6, 5, 3, 8, 2, 4, 7, 10, 1}",3.417289,"{1, 10, 7, 4, 2, 8, 3, 5, 9, 6, 1}",3.632700,0.063036,0.006534
"{1, 10, 8, 4, 9, 6, 5, 7, 2, 3, 1}",2.711414,"{1, 10, 8, 4, 9, 6, 5, 7, 2, 3, 1}",2.711414,0.000000,0.006615
"{1, 4, 2, 9, 3, 10, 5, 7, 8, 6, 1}",2.776019,"{1, 6, 8, 7, 5, 10, 3, 9, 2, 4, 1}",2.776019,0.000000,0.002097
"{1, 4, 10, 9, 7, 5, 3, 2, 6, 8, 1}",2.514954,"{1, 4, 10, 9, 7, 5, 3, 2, 6, 8, 1}",2.514954,0.000000,0.004396
"{1, 2, 10, 7, 9, 6, 8, 5, 3, 4, 1}",2.861222,"{1, 2, 10, 7, 9, 6, 8, 5, 3, 4, 1}",2.861222,0.000000,0.002216
"{1, 5, 8, 9, 6, 4, 3, 2, 10, 7, 1}",3.187968,"{1, 5, 8, 9, 6, 4, 3, 2, 10, 7, 1}",3.187968,0.000000,0.002394
"{1, 2, 8, 6, 10, 3, 7, 5, 4, 9, 1}",3.489522,"{1, 9, 4, 5, 7, 3, 10, 6, 8, 2, 1}",3.489522,0.000000,0.002103
"{1, 5, 9, 3, 6, 10, 2, 8, 7, 4, 1}",2.464479,"{1, 5, 9, 3, 6, 10, 2, 8, 7, 4, 1}",2.464479,0.000000,0.002079
"{1, 2, 7, 4, 3, 10, 5, 8, 6, 9, 1}",3.011308,"{1, 2, 4, 3, 10, 5, 8, 6, 9, 7, 1}",3.014939,0.001206,0.002152
"{1, 4, 10, 8, 9, 3, 2, 6, 5, 7, 1}",3.208608,"{1, 4, 10, 8, 9, 3, 2, 6, 5, 7, 1}",3.208608,0.000000,0.002420
"{1, 3, 5, 4, 9, 8, 2, 7, 10, 6, 1}",2.740019,"{1, 6, 3, 5, 10, 7, 2, 8, 9, 4, 1}",2.763591,0.008603,0.002164
"{1, 10, 2, 8, 6, 9, 5, 4, 7, 3, 1}",3.032339,"{1, 10, 3, 7, 4, 9, 5, 6, 8, 2, 1}",3.023660,-0.002862,0.002210
"{1, 6, 3, 5, 2, 7, 4, 10, 8, 9, 1}",3.950726,"{1, 9, 8, 10, 4, 7, 2, 5, 3, 6, 1}",3.950727,0.000000,0.002130
"{1, 8, 5, 3, 6, 9, 4, 10, 7, 2, 1}",3.608539,"{1, 2, 7, 3, 5, 6, 9, 8, 4, 10, 1}",3.712183,0.028722,0.002453
"{1, 5, 7, 10, 3, 6, 8, 2, 9, 4, 1}",3.058490,"{1, 5, 7, 10, 3, 6, 8, 2, 9, 4, 1}",3.058490,0.000000,0.002130
"{1, 7, 5, 10, 4, 3, 9, 2, 6, 8, 1}",3.285875,"{1, 8, 6, 2, 9, 3, 4, 10, 5, 7, 1}",3.285875,0.000000,0.002204
"{1, 7, 6, 3, 8, 2, 5, 4, 10, 9, 1}",2.066535,"{1, 9, 4, 5, 2, 8, 3, 6, 7, 10, 1}",2.069958,0.001657,0.002424
"{1, 3, 5, 6, 10, 4, 9, 2, 8, 7, 1}",3.609540,"{1, 3, 5, 10, 4, 9, 2, 8, 7, 6, 1}",3.645754,0.010033,0.002123
"{1, 8, 10, 5, 3, 2, 6, 7, 9, 4, 1}",2.994743,"{1, 4, 9, 7, 6, 2, 3, 5, 10, 8, 1}",2.994742,0.000000,0.002072
"{1, 9, 4, 10, 3, 5, 7, 6, 2, 8, 1}",2.604886,"{1, 8, 2, 6, 7, 5, 3, 10, 4, 9, 1}",2.604886,0.000000,0.002188
"{1, 2, 7, 4, 5, 10, 8, 3, 9, 6, 1}",3.076617,"{1, 6, 9, 3, 8, 10, 5, 4, 7, 2, 1}",3.076618,0.000000,0.002122
"{1, 10, 7, 3, 2, 9, 5, 4, 8, 6, 1}",2.997666,"{1, 6, 8, 4, 5, 9, 3, 7, 10, 2, 1}",3.163566,0.055343,0.002117
"{1, 8, 7, 6, 10, 9, 5, 4, 2, 3, 1}",2.847938,"{1, 8, 7, 6, 10, 9, 5, 4, 2, 3, 1}",2.847938,0.000000,0.002142
"{1, 9, 8, 3, 4, 5, 10, 6, 2, 7, 1}",2.815430,"{1, 9, 8, 3, 4, 5, 10, 6, 2, 7, 1}",2.815430,0.000000,0.002167
"{1, 9, 3, 7, 10, 8, 6, 5, 4, 2, 1}",2.772441,"{1, 2, 4, 5, 6, 8, 10, 7, 3, 9, 1}",2.772441,0.000000,0.002113
"{1, 6, 2, 4, 9, 5, 3, 10, 7, 8, 1}",3.065511,"{1, 6, 2, 4, 9, 5, 3, 10, 7, 8, 1}",3.065511,0.000000,0.002164
"{1, 3, 9, 2, 10, 5, 7, 4, 6, 8, 1}",2.726439,"{1, 8, 6, 4, 7, 5, 10, 2, 9, 3, 1}",2.726439,0.000000,0.002173
"{1, 2, 5, 4, 8, 6, 7, 10, 3, 9, 1}",2.867767,"{1, 9, 3, 10, 7, 6, 8, 4, 5, 2, 1}",2.867767,0.000000,0.002108
"{1, 3, 10, 4, 8, 6, 9, 7, 2, 5, 1}",2.855180,"{1, 5, 2, 7, 9, 6, 8, 4, 10, 3, 1}",2.855180,0.000000,0.002078
"{1, 8, 3, 4, 6, 2, 10, 5, 9, 7, 1}",2.433941,"{1, 7, 9, 5, 10, 2, 6, 4, 3, 8, 1}",2.433941,0.000000,0.002141
"{1, 9, 6, 8, 10, 7, 2, 5, 4, 3, 1}",2.326762,"{1, 9, 6, 8, 10, 7, 2, 5, 4, 3, 1}",2.326762,0.000000,0.002260
"{1, 7, 2, 9, 6, 3, 5, 8, 4, 10, 1}",3.111257,"{1, 7, 2, 9, 6, 3, 5, 8, 4, 10, 1}",3.111257,0.000000,0.002072
"{1, 4, 6, 3, 5, 7, 2, 9, 8, 10, 1}",2.443262,"{1, 10, 8, 9, 2, 7, 5, 3, 6, 4, 1}",2.443262,0.000000,0.002068
"{1, 10, 7, 8, 2, 6, 9, 5, 4, 3, 1}",2.542225,"{1, 10, 7, 8, 2, 6, 9, 5, 4, 3, 1}",2.542225,0.000000,0.002125
"{1, 8, 9, 2, 6, 7, 10, 4, 3, 5, 1}",2.527942,"{1, 5, 3, 4, 10, 7, 6, 2, 9, 8, 1}",2.527943,0.000000,0.002519
"{1, 10, 9, 2, 3, 7, 8, 4, 6, 5, 1}",3.258855,"{1, 10, 9, 2, 3, 7, 4, 6, 5, 8, 1}",3.356401,0.029933,0.002147
"{1, 3, 10, 9, 5, 4, 7, 8, 6, 2, 1}",2.669853,"{1, 2, 6, 8, 7, 4, 5, 9, 10, 3, 1}",2.669853,0.000000,0.002125
"{1, 9, 2, 7, 6, 10, 5, 4, 3, 8, 1}",3.276862,"{1, 9, 2, 7, 6, 10, 5, 4, 3, 8, 1}",3.276862,0.000000,0.002203
"{1, 2, 9, 5, 6, 8, 3, 7, 4, 10, 1}",2.861141,"{1, 10, 3, 8, 2, 9, 5, 6, 7, 4, 1}",2.879248,0.006328,0.002069
"{1, 5, 9, 3, 4, 7, 2, 6, 8, 10, 1}",2.787443,"{1, 5, 9, 3, 4, 7, 2, 6, 8, 10, 1}",2.787443,0.000000,0.002073
"{1, 6, 5, 8, 9, 4, 7, 3, 2, 10, 1}",2.806056,"{1, 6, 10, 5, 8, 9, 4, 2, 7, 3, 1}",2.869659,0.022666,0.004166
"{1, 9, 8, 7, 2, 4, 6, 3, 10, 5, 1}",2.732454,"{1, 9, 8, 7, 2, 4, 6, 3, 10, 5, 1}",2.732454,0.000000,0.002111
"{1, 4, 7, 2, 3, 5, 10, 6, 9, 8, 1}",3.385806,"{1, 8, 9, 6, 10, 5, 3, 2, 7, 4, 1}",3.385806,0.000000,0.002168
