optimal_tour,optimal_tour_length,greedy_tour,greedy_tour_length,score,time
"{1, 9, 11, 12, 8, 3, 10, 5, 16, 7, 13, 15, 2, 14, 6, 4, 17, 20, 18, 19, 1}",4.256831,"{1, 11, 9, 12, 8, 3, 10, 5, 16, 7, 13, 15, 2, 17, 4, 6, 14, 20, 18, 19, 1}",4.632213,0.088184,0.000121
"{1, 16, 6, 15, 5, 13, 11, 17, 2, 20, 8, 14, 10, 18, 9, 12, 3, 7, 4, 19, 1}",4.139652,"{1, 4, 16, 6, 15, 7, 3, 12, 14, 10, 18, 9, 8, 20, 17, 2, 5, 13, 11, 19, 1}",4.565621,0.102900,0.000120
"{1, 16, 5, 8, 17, 10, 20, 12, 3, 4, 18, 13, 2, 6, 11, 7, 14, 19, 9, 15, 1}",3.864021,"{1, 14, 19, 9, 15, 7, 11, 6, 2, 13, 18, 17, 10, 4, 3, 20, 12, 8, 16, 5, 1}",4.295244,0.111600,0.000122
"{1, 12, 18, 10, 8, 9, 11, 2, 14, 13, 7, 6, 16, 3, 15, 17, 5, 4, 20, 19, 1}",4.073761,"{1, 12, 18, 2, 14, 11, 9, 8, 10, 6, 7, 13, 15, 3, 16, 4, 5, 17, 20, 19, 1}",4.734489,0.162191,0.000122
"{1, 10, 13, 12, 14, 4, 9, 19, 20, 15, 2, 3, 18, 17, 6, 11, 5, 16, 7, 8, 1}",4.368533,"{1, 10, 13, 12, 14, 4, 17, 5, 11, 6, 8, 16, 7, 18, 3, 2, 15, 9, 20, 19, 1}",4.763239,0.090352,0.000142
"{1, 15, 6, 2, 10, 7, 11, 13, 4, 18, 5, 8, 14, 12, 19, 20, 3, 9, 17, 16, 1}",3.757642,"{1, 15, 6, 2, 10, 7, 11, 5, 8, 13, 4, 18, 14, 12, 19, 9, 3, 20, 17, 16, 1}",4.109016,0.093509,0.000145
"{1, 8, 16, 7, 4, 17, 20, 2, 9, 11, 19, 10, 6, 5, 18, 3, 13, 12, 15, 14, 1}",3.879766,"{1, 14, 7, 4, 19, 10, 6, 11, 9, 2, 20, 17, 18, 5, 3, 13, 12, 15, 8, 16, 1}",4.788123,0.234127,0.000143
"{1, 7, 20, 14, 18, 6, 4, 5, 13, 12, 17, 3, 10, 2, 19, 11, 9, 8, 15, 16, 1}",3.407218,"{1, 16, 19, 2, 10, 3, 17, 7, 20, 14, 18, 6, 4, 5, 12, 13, 9, 11, 8, 15, 1}",3.757831,0.102903,0.000123
"{1, 12, 4, 18, 6, 14, 10, 20, 7, 19, 16, 8, 5, 17, 3, 2, 9, 15, 11, 13, 1}",4.017422,"{1, 12, 4, 11, 9, 15, 18, 6, 14, 10, 20, 7, 19, 16, 8, 5, 17, 3, 2, 13, 1}",4.404268,0.096292,0.000145
"{1, 16, 9, 20, 8, 2, 6, 18, 4, 10, 7, 13, 12, 19, 17, 11, 14, 15, 5, 3, 1}",3.613674,"{1, 3, 5, 15, 14, 17, 11, 4, 10, 7, 13, 12, 19, 18, 6, 2, 8, 20, 9, 16, 1}",4.032656,0.115944,0.000121
"{1, 7, 19, 11, 13, 3, 20, 2, 4, 10, 5, 16, 18, 6, 9, 17, 14, 15, 8, 12, 1}",4.130847,"{1, 7, 19, 11, 13, 15, 14, 17, 9, 5, 16, 6, 18, 3, 20, 2, 4, 10, 8, 12, 1}",4.696437,0.136918,0.000183
"{1, 4, 3, 11, 5, 7, 16, 18, 14, 6, 17, 15, 20, 8, 13, 2, 10, 9, 19, 12, 1}",4.114660,"{1, 3, 4, 12, 19, 9, 10, 8, 13, 2, 20, 15, 17, 6, 14, 11, 16, 18, 7, 5, 1}",4.672872,0.135664,0.000124
"{1, 2, 5, 18, 16, 8, 13, 3, 9, 6, 4, 20, 17, 19, 12, 7, 14, 15, 11, 10, 1}",3.812227,"{1, 2, 13, 8, 3, 9, 4, 6, 16, 18, 5, 20, 17, 19, 12, 7, 14, 15, 11, 10, 1}",4.318258,0.132739,0.000179
"{1, 12, 3, 4, 11, 15, 17, 2, 19, 8, 5, 14, 18, 6, 7, 16, 13, 20, 10, 9, 1}",4.358331,"{1, 12, 3, 4, 13, 16, 18, 6, 7, 14, 5, 15, 8, 19, 2, 17, 11, 10, 20, 9, 1}",5.175553,0.187508,0.000160
"{1, 4, 3, 9, 16, 13, 19, 15, 11, 17, 5, 6, 20, 7, 2, 14, 18, 10, 12, 8, 1}",3.784723,"{1, 8, 12, 10, 19, 13, 4, 3, 9, 16, 11, 15, 17, 5, 6, 20, 14, 18, 2, 7, 1}",4.059097,0.072495,0.000122
"{1, 4, 7, 2, 16, 20, 12, 17, 15, 18, 9, 8, 13, 3, 19, 14, 10, 6, 11, 5, 1}",3.726530,"{1, 5, 11, 8, 13, 3, 19, 14, 6, 10, 9, 18, 15, 17, 12, 20, 16, 2, 7, 4, 1}",4.022245,0.079354,0.000123
"{1, 2, 6, 4, 11, 13, 14, 9, 5, 20, 3, 17, 10, 8, 15, 19, 18, 16, 12, 7, 1}",4.293644,"{1, 6, 4, 7, 19, 18, 16, 12, 9, 14, 5, 20, 3, 17, 8, 10, 15, 11, 13, 2, 1}",4.976744,0.159095,0.000169
"{1, 5, 18, 8, 10, 20, 14, 12, 11, 13, 3, 6, 4, 7, 9, 17, 15, 2, 16, 19, 1}",3.796336,"{1, 5, 8, 18, 10, 20, 14, 12, 11, 13, 3, 6, 4, 7, 9, 17, 15, 2, 19, 16, 1}",3.826360,0.007909,0.000121
"{1, 7, 10, 19, 15, 11, 9, 5, 17, 2, 13, 18, 3, 4, 12, 8, 20, 6, 14, 16, 1}",4.051683,"{1, 7, 14, 6, 16, 20, 8, 12, 18, 13, 4, 3, 2, 17, 9, 5, 11, 15, 19, 10, 1}",4.414467,0.089539,0.000138
"{1, 19, 5, 4, 6, 18, 20, 3, 7, 11, 16, 8, 13, 17, 9, 14, 15, 2, 12, 10, 1}",3.446738,"{1, 10, 12, 6, 4, 5, 13, 17, 9, 14, 15, 2, 18, 20, 3, 7, 11, 16, 8, 19, 1}",4.564949,0.324426,0.000145
"{1, 4, 9, 10, 7, 2, 19, 6, 20, 14, 12, 17, 18, 11, 16, 8, 13, 3, 15, 5, 1}",4.095021,"{1, 4, 6, 19, 2, 10, 7, 12, 14, 20, 17, 11, 18, 16, 8, 3, 13, 15, 5, 9, 1}",4.877795,0.191153,0.000125
"{1, 7, 8, 10, 14, 4, 5, 3, 12, 2, 9, 17, 13, 11, 20, 19, 15, 18, 16, 6, 1}",3.693325,"{1, 7, 10, 14, 8, 4, 5, 3, 12, 9, 2, 17, 13, 11, 20, 19, 15, 18, 16, 6, 1}",3.699889,0.001777,0.000118
"{1, 10, 15, 9, 18, 6, 12, 19, 13, 4, 14, 20, 3, 11, 2, 7, 8, 17, 5, 16, 1}",4.099536,"{1, 16, 5, 17, 15, 11, 2, 7, 8, 20, 3, 14, 4, 13, 19, 12, 6, 18, 9, 10, 1}",4.960105,0.209919,0.000122
"{1, 4, 10, 12, 20, 8, 6, 2, 9, 17, 3, 18, 16, 5, 11, 13, 7, 15, 19, 14, 1}",3.463034,"{1, 4, 8, 20, 12, 10, 6, 2, 9, 17, 3, 18, 16, 5, 7, 13, 11, 15, 19, 14, 1}",3.815742,0.101849,0.000122
"{1, 19, 2, 17, 5, 11, 7, 10, 4, 14, 9, 6, 13, 3, 12, 16, 15, 8, 18, 20, 1}",3.761229,"{1, 20, 18, 8, 15, 16, 12, 3, 13, 9, 6, 14, 4, 10, 5, 17, 11, 7, 2, 19, 1}",4.085427,0.086195,0.000122
"{1, 16, 13, 15, 6, 10, 3, 5, 8, 20, 4, 11, 12, 2, 14, 18, 7, 9, 19, 17, 1}",3.468795,"{1, 17, 19, 9, 18, 7, 14, 2, 12, 11, 4, 3, 5, 8, 20, 15, 6, 10, 13, 16, 1}",3.838822,0.106673,0.000124
"{1, 9, 18, 4, 14, 10, 17, 2, 3, 20, 15, 19, 13, 6, 5, 16, 11, 8, 12, 7, 1}",3.809412,"{1, 7, 10, 17, 2, 3, 20, 15, 19, 13, 6, 5, 16, 11, 8, 12, 4, 14, 18, 9, 1}",4.110384,0.079007,0.000183
"{1, 15, 4, 14, 16, 20, 5, 18, 13, 3, 12, 2, 17, 10, 11, 6, 9, 8, 19, 7, 1}",3.615522,"{1, 15, 7, 19, 8, 9, 6, 10, 17, 2, 12, 11, 3, 13, 18, 5, 20, 16, 14, 4, 1}",3.729780,0.031602,0.000119
"{1, 2, 11, 6, 7, 8, 15, 13, 16, 4, 5, 18, 12, 19, 3, 20, 14, 9, 10, 17, 1}",3.748586,"{1, 2, 11, 6, 7, 8, 15, 16, 13, 4, 18, 5, 12, 3, 19, 20, 14, 9, 10, 17, 1}",3.796180,0.012696,0.000121
"{1, 17, 16, 8, 19, 13, 2, 4, 14, 12, 20, 7, 10, 9, 18, 15, 6, 11, 3, 5, 1}",3.771467,"{1, 11, 3, 5, 9, 18, 15, 6, 10, 20, 7, 12, 14, 4, 2, 13, 19, 8, 17, 16, 1}",4.088792,0.084138,0.000122
"{1, 18, 14, 4, 13, 6, 17, 15, 12, 8, 11, 5, 10, 16, 7, 2, 20, 9, 3, 19, 1}",3.545157,"{1, 18, 14, 4, 13, 15, 17, 6, 3, 9, 20, 2, 7, 16, 10, 5, 11, 8, 12, 19, 1}",3.784521,0.067519,0.000123
"{1, 4, 18, 9, 19, 2, 11, 6, 3, 15, 7, 14, 16, 8, 20, 13, 17, 12, 5, 10, 1}",4.161923,"{1, 10, 19, 2, 11, 3, 6, 15, 7, 14, 16, 8, 20, 5, 12, 17, 13, 9, 18, 4, 1}",4.778960,0.148258,0.000124
"{1, 15, 17, 5, 9, 2, 20, 7, 12, 16, 8, 18, 14, 11, 3, 10, 13, 19, 4, 6, 1}",4.125598,"{1, 6, 4, 19, 13, 10, 7, 12, 16, 8, 18, 14, 11, 3, 20, 2, 9, 5, 17, 15, 1}",4.294267,0.040884,0.000120
"{1, 14, 11, 20, 2, 18, 17, 8, 9, 10, 7, 4, 13, 3, 19, 15, 12, 6, 5, 16, 1}",3.507539,"{1, 14, 11, 16, 5, 6, 12, 15, 19, 3, 13, 4, 7, 9, 10, 8, 17, 18, 2, 20, 1}",3.630804,0.035143,0.000119
"{1, 13, 2, 17, 14, 10, 12, 15, 18, 4, 5, 16, 20, 19, 7, 6, 9, 8, 3, 11, 1}",3.589864,"{1, 11, 3, 8, 9, 6, 7, 18, 15, 4, 5, 20, 19, 16, 12, 10, 14, 13, 17, 2, 1}",4.312709,0.201357,0.000125
"{1, 20, 13, 3, 17, 16, 7, 14, 6, 8, 4, 5, 2, 18, 10, 15, 11, 9, 19, 12, 1}",3.741724,"{1, 12, 11, 9, 19, 15, 10, 18, 2, 5, 4, 20, 13, 3, 17, 16, 7, 14, 8, 6, 1}",4.054158,0.083500,0.000124
"{1, 11, 2, 3, 15, 17, 4, 12, 6, 9, 5, 13, 7, 10, 19, 16, 20, 14, 8, 18, 1}",4.031160,"{1, 11, 2, 10, 7, 3, 17, 15, 4, 12, 6, 9, 5, 13, 19, 16, 20, 14, 18, 8, 1}",4.819896,0.195660,0.000124
"{1, 20, 14, 5, 3, 13, 11, 10, 16, 15, 9, 2, 8, 7, 12, 19, 4, 18, 17, 6, 1}",3.974468,"{1, 6, 5, 3, 11, 13, 14, 10, 16, 15, 9, 2, 8, 7, 12, 19, 4, 18, 17, 20, 1}",4.154180,0.045216,0.000120
"{1, 2, 11, 12, 7, 19, 4, 20, 5, 13, 16, 17, 6, 14, 18, 15, 9, 10, 8, 3, 1}",3.799524,"{1, 3, 8, 15, 10, 9, 18, 14, 13, 16, 5, 17, 6, 20, 4, 19, 7, 12, 11, 2, 1}",4.248125,0.118067,0.000121
"{1, 16, 11, 7, 17, 20, 6, 12, 15, 8, 13, 10, 9, 19, 5, 18, 2, 4, 3, 14, 1}",3.954661,"{1, 14, 16, 7, 11, 17, 20, 12, 6, 3, 4, 2, 18, 5, 19, 9, 10, 13, 8, 15, 1}",4.568575,0.155238,0.000124
"{1, 19, 11, 14, 17, 20, 12, 3, 6, 7, 16, 13, 9, 15, 5, 2, 8, 4, 10, 18, 1}",4.160162,"{1, 18, 19, 11, 3, 6, 7, 9, 13, 16, 12, 20, 14, 17, 15, 5, 2, 8, 4, 10, 1}",5.003727,0.202772,0.000124
"{1, 17, 10, 9, 14, 3, 12, 7, 19, 6, 18, 5, 4, 13, 15, 8, 2, 20, 11, 16, 1}",4.055773,"{1, 17, 10, 9, 19, 7, 14, 3, 12, 6, 18, 5, 13, 4, 15, 8, 2, 20, 11, 16, 1}",4.287381,0.057106,0.000121
"{1, 13, 12, 14, 11, 7, 5, 4, 18, 3, 6, 19, 15, 16, 8, 20, 9, 17, 2, 10, 1}",3.432139,"{1, 13, 12, 14, 11, 5, 4, 18, 3, 6, 19, 7, 15, 16, 8, 20, 9, 17, 2, 10, 1}",3.919382,0.141965,0.000119
"{1, 7, 12, 15, 5, 18, 13, 4, 3, 9, 19, 10, 14, 2, 16, 8, 6, 20, 11, 17, 1}",3.906405,"{1, 11, 8, 20, 6, 16, 2, 19, 10, 14, 9, 3, 4, 5, 13, 18, 7, 12, 15, 17, 1}",4.360070,0.116134,0.000121
"{1, 11, 5, 15, 4, 10, 17, 9, 20, 2, 12, 19, 7, 18, 3, 13, 6, 16, 14, 8, 1}",3.831028,"{1, 11, 5, 15, 6, 4, 10, 9, 17, 20, 2, 12, 18, 7, 19, 3, 13, 16, 14, 8, 1}",4.969583,0.297193,0.000125
"{1, 13, 16, 11, 18, 8, 4, 5, 10, 20, 3, 9, 7, 14, 19, 2, 12, 6, 15, 17, 1}",4.265521,"{1, 11, 18, 17, 15, 6, 12, 2, 19, 14, 7, 8, 4, 5, 10, 20, 9, 3, 16, 13, 1}",4.452131,0.043748,0.000120
"{1, 7, 20, 9, 3, 13, 8, 17, 2, 6, 5, 19, 11, 4, 14, 12, 10, 15, 16, 18, 1}",3.856632,"{1, 16, 15, 12, 10, 14, 4, 11, 19, 5, 6, 2, 17, 8, 13, 3, 9, 20, 7, 18, 1}",4.063573,0.053659,0.000120
"{1, 19, 2, 3, 5, 8, 14, 11, 15, 17, 12, 18, 16, 20, 7, 10, 9, 6, 4, 13, 1}",3.982501,"{1, 19, 2, 3, 5, 16, 18, 12, 17, 15, 11, 8, 14, 7, 10, 20, 9, 6, 4, 13, 1}",4.382880,0.100535,0.000123
"{1, 8, 12, 20, 4, 19, 16, 10, 7, 3, 18, 15, 13, 11, 17, 9, 2, 14, 6, 5, 1}",3.631935,"{1, 8, 4, 12, 20, 10, 7, 3, 18, 15, 13, 11, 17, 9, 2, 14, 16, 19, 6, 5, 1}",3.833986,0.055632,0.000118
"{1, 5, 12, 18, 2, 15, 20, 14, 8, 11, 4, 17, 16, 6, 13, 10, 9, 19, 7, 3, 1}",3.903343,"{1, 5, 12, 18, 15, 2, 20, 14, 8, 4, 11, 17, 16, 6, 13, 10, 9, 19, 7, 3, 1}",4.193650,0.074374,0.000127
"{1, 3, 2, 16, 18, 5, 6, 15, 4, 14, 13, 12, 20, 11, 10, 7, 19, 8, 9, 17, 1}",3.769454,"{1, 3, 8, 9, 17, 19, 7, 10, 11, 20, 12, 13, 14, 5, 4, 15, 6, 18, 16, 2, 1}",4.059597,0.076972,0.000150
"{1, 7, 2, 16, 6, 9, 5, 14, 8, 10, 19, 4, 12, 3, 13, 20, 18, 11, 15, 17, 1}",3.910128,"{1, 17, 11, 15, 18, 20, 4, 8, 16, 13, 3, 12, 10, 19, 14, 5, 9, 6, 2, 7, 1}",5.269776,0.347725,0.000125
"{1, 14, 7, 10, 17, 18, 12, 9, 20, 2, 6, 5, 11, 8, 19, 15, 4, 13, 16, 3, 1}",3.333982,"{1, 3, 6, 5, 11, 15, 19, 8, 2, 4, 13, 16, 9, 20, 12, 7, 10, 17, 18, 14, 1}",3.974229,0.192037,0.000124
"{1, 8, 13, 10, 12, 2, 18, 4, 7, 6, 20, 17, 16, 5, 15, 3, 11, 14, 9, 19, 1}",3.160058,"{1, 19, 9, 14, 11, 3, 15, 5, 16, 20, 17, 2, 4, 18, 7, 6, 12, 10, 13, 8, 1}",3.485670,0.103040,0.000122
"{1, 3, 14, 10, 8, 13, 18, 2, 12, 15, 17, 9, 16, 5, 11, 4, 19, 20, 6, 7, 1}",3.534611,"{1, 7, 6, 14, 3, 10, 8, 13, 18, 12, 2, 15, 17, 9, 16, 5, 11, 4, 19, 20, 1}",3.810004,0.077913,0.000122
"{1, 7, 14, 20, 15, 17, 5, 3, 13, 18, 10, 16, 19, 8, 4, 9, 12, 2, 11, 6, 1}",3.923087,"{1, 7, 14, 20, 15, 17, 5, 13, 18, 10, 16, 3, 19, 8, 4, 9, 12, 2, 6, 11, 1}",4.286642,0.092671,0.000122
"{1, 13, 7, 19, 3, 2, 12, 8, 20, 16, 14, 18, 15, 6, 4, 11, 17, 5, 10, 9, 1}",3.503181,"{1, 13, 12, 8, 20, 16, 10, 9, 5, 17, 11, 4, 6, 15, 18, 14, 2, 3, 19, 7, 1}",4.379096,0.250034,0.000124
"{1, 19, 5, 18, 4, 10, 2, 15, 11, 8, 13, 16, 9, 6, 12, 3, 20, 17, 14, 7, 1}",4.116168,"{1, 7, 14, 3, 20, 17, 12, 6, 13, 9, 16, 2, 10, 4, 18, 15, 8, 11, 5, 19, 1}",4.451686,0.081512,0.000164
"{1, 8, 19, 15, 6, 12, 4, 10, 3, 9, 20, 11, 2, 13, 7, 17, 18, 16, 5, 14, 1}",4.174602,"{1, 14, 5, 16, 17, 18, 7, 13, 2, 11, 20, 9, 3, 10, 6, 4, 12, 15, 19, 8, 1}",4.329923,0.037206,0.000119
"{1, 16, 8, 18, 9, 14, 12, 19, 10, 13, 6, 3, 7, 4, 17, 15, 5, 2, 20, 11, 1}",4.188750,"{1, 16, 8, 14, 9, 18, 13, 10, 19, 12, 3, 6, 7, 4, 17, 15, 5, 2, 20, 11, 1}",4.616849,0.102202,0.000176
"{1, 8, 4, 12, 9, 10, 5, 17, 7, 14, 13, 20, 15, 11, 3, 6, 18, 16, 2, 19, 1}",3.397343,"{1, 8, 4, 12, 10, 5, 17, 7, 14, 13, 20, 15, 11, 3, 6, 18, 16, 9, 2, 19, 1}",4.626749,0.361873,0.000123
"{1, 17, 15, 11, 4, 13, 8, 10, 6, 3, 7, 5, 14, 9, 20, 2, 19, 16, 18, 12, 1}",4.394018,"{1, 17, 13, 8, 4, 11, 15, 10, 6, 3, 7, 14, 5, 2, 20, 19, 9, 16, 18, 12, 1}",5.039911,0.146994,0.000141
"{1, 3, 11, 13, 18, 15, 14, 17, 16, 8, 20, 7, 10, 2, 4, 5, 19, 12, 9, 6, 1}",4.160574,"{1, 6, 3, 11, 13, 18, 14, 17, 16, 2, 15, 12, 9, 19, 5, 4, 10, 7, 20, 8, 1}",5.596030,0.345014,0.000124
"{1, 8, 16, 19, 11, 3, 14, 5, 18, 6, 17, 13, 10, 2, 4, 20, 9, 15, 7, 12, 1}",3.559063,"{1, 8, 16, 9, 15, 20, 4, 2, 7, 11, 3, 14, 13, 10, 17, 5, 18, 6, 19, 12, 1}",4.595865,0.291313,0.000155
"{1, 17, 18, 15, 20, 4, 9, 6, 8, 10, 11, 2, 16, 13, 3, 19, 7, 5, 12, 14, 1}",3.709253,"{1, 17, 12, 5, 19, 7, 13, 3, 16, 2, 11, 10, 8, 18, 15, 6, 9, 4, 20, 14, 1}",4.456402,0.201428,0.000125
"{1, 20, 4, 5, 6, 2, 9, 19, 15, 7, 10, 13, 18, 16, 8, 11, 17, 14, 3, 12, 1}",3.848533,"{1, 12, 3, 14, 17, 11, 8, 16, 18, 13, 10, 7, 15, 19, 9, 2, 20, 4, 5, 6, 1}",4.121793,0.071004,0.000123
"{1, 17, 4, 9, 8, 15, 20, 18, 11, 19, 3, 5, 10, 16, 14, 7, 13, 2, 6, 12, 1}",4.296340,"{1, 12, 17, 4, 6, 2, 13, 14, 10, 5, 3, 11, 18, 19, 16, 7, 9, 8, 15, 20, 1}",4.757123,0.107250,0.000147
"{1, 6, 13, 3, 5, 19, 17, 7, 8, 9, 18, 12, 20, 2, 15, 16, 11, 14, 10, 4, 1}",3.550720,"{1, 4, 10, 14, 2, 5, 19, 17, 7, 8, 9, 18, 12, 20, 15, 16, 11, 3, 13, 6, 1}",3.924649,0.105311,0.000122
"{1, 2, 20, 6, 18, 8, 19, 11, 14, 17, 7, 13, 10, 15, 9, 3, 16, 12, 4, 5, 1}",3.704216,"{1, 5, 20, 6, 4, 12, 9, 10, 13, 7, 17, 14, 11, 19, 8, 18, 15, 3, 16, 2, 1}",4.474629,0.207983,0.000159
"{1, 14, 12, 20, 2, 17, 19, 11, 4, 18, 10, 3, 7, 15, 6, 9, 8, 16, 5, 13, 1}",3.697316,"{1, 13, 5, 8, 16, 9, 6, 15, 7, 3, 10, 18, 4, 11, 19, 17, 2, 20, 12, 14, 1}",3.767068,0.018866,0.000134
"{1, 8, 4, 10, 19, 7, 13, 16, 12, 6, 17, 9, 15, 18, 3, 11, 20, 14, 5, 2, 1}",3.433044,"{1, 8, 4, 10, 19, 7, 13, 17, 9, 6, 12, 16, 15, 18, 3, 11, 14, 20, 5, 2, 1}",3.823693,0.113791,0.000141
"{1, 19, 4, 15, 7, 10, 3, 11, 18, 8, 9, 13, 14, 16, 12, 2, 6, 17, 20, 5, 1}",3.922436,"{1, 5, 20, 17, 4, 15, 7, 10, 3, 11, 14, 18, 8, 13, 9, 6, 2, 12, 16, 19, 1}",4.264090,0.087102,0.000124
"{1, 18, 8, 5, 7, 2, 10, 9, 20, 16, 19, 3, 11, 4, 6, 13, 12, 14, 15, 17, 1}",3.822402,"{1, 17, 15, 6, 8, 14, 12, 13, 4, 11, 3, 19, 16, 20, 9, 10, 2, 5, 7, 18, 1}",4.342324,0.136020,0.000121
"{1, 16, 18, 6, 3, 7, 10, 4, 5, 17, 11, 2, 14, 8, 13, 9, 20, 12, 19, 15, 1}",3.850382,"{1, 16, 18, 6, 3, 10, 4, 5, 17, 14, 11, 2, 7, 8, 13, 9, 20, 12, 19, 15, 1}",4.609916,0.197262,0.000162
"{1, 14, 19, 15, 9, 3, 12, 2, 5, 16, 8, 20, 18, 4, 7, 6, 11, 13, 17, 10, 1}",3.878105,"{1, 10, 11, 13, 17, 9, 15, 3, 12, 20, 2, 5, 8, 16, 18, 6, 7, 4, 19, 14, 1}",4.670055,0.204211,0.000124
"{1, 19, 4, 7, 16, 15, 2, 18, 11, 12, 3, 9, 5, 17, 10, 8, 13, 20, 6, 14, 1}",3.906680,"{1, 19, 4, 14, 6, 5, 17, 10, 8, 13, 20, 12, 3, 9, 11, 18, 2, 15, 7, 16, 1}",4.183526,0.070865,0.000121
"{1, 16, 4, 8, 15, 2, 14, 19, 10, 7, 20, 9, 6, 3, 5, 18, 12, 13, 17, 11, 1}",3.760803,"{1, 11, 17, 13, 12, 18, 5, 20, 9, 6, 3, 7, 10, 19, 14, 15, 8, 4, 16, 2, 1}",4.157048,0.105362,0.000122
"{1, 9, 11, 4, 7, 13, 6, 20, 5, 2, 8, 10, 17, 3, 14, 15, 18, 16, 12, 19, 1}",3.493816,"{1, 16, 18, 15, 14, 3, 10, 17, 8, 2, 5, 20, 6, 13, 7, 4, 11, 9, 12, 19, 1}",3.633186,0.039890,0.000119
"{1, 18, 19, 7, 4, 10, 2, 15, 9, 8, 20, 5, 17, 6, 16, 14, 3, 11, 12, 13, 1}",3.735011,"{1, 18, 19, 7, 2, 10, 4, 13, 12, 11, 16, 6, 5, 20, 17, 8, 15, 9, 3, 14, 1}",4.631102,0.239917,0.000124
"{1, 7, 17, 16, 18, 19, 20, 2, 3, 14, 5, 6, 15, 13, 10, 9, 11, 12, 8, 4, 1}",4.086558,"{1, 7, 17, 16, 3, 2, 18, 19, 20, 14, 5, 6, 15, 13, 10, 9, 11, 12, 8, 4, 1}",4.283436,0.048177,0.000119
"{1, 19, 16, 14, 20, 6, 4, 5, 12, 18, 7, 11, 13, 15, 3, 10, 17, 2, 9, 8, 1}",4.165972,"{1, 19, 6, 20, 14, 16, 7, 18, 12, 5, 4, 3, 15, 11, 13, 10, 17, 2, 9, 8, 1}",4.657212,0.117917,0.000124
"{1, 10, 6, 8, 12, 15, 14, 11, 2, 18, 16, 4, 9, 17, 20, 13, 7, 3, 5, 19, 1}",3.612566,"{1, 3, 13, 7, 20, 17, 9, 4, 5, 19, 10, 6, 8, 12, 14, 15, 11, 2, 18, 16, 1}",4.192000,0.160394,0.000123
"{1, 9, 20, 7, 4, 15, 2, 10, 11, 14, 3, 5, 12, 16, 6, 8, 13, 18, 17, 19, 1}",3.662454,"{1, 9, 20, 7, 15, 10, 2, 11, 3, 5, 12, 8, 13, 19, 17, 18, 6, 16, 14, 4, 1}",4.401763,0.201862,0.000123
"{1, 8, 10, 12, 14, 11, 6, 3, 2, 9, 7, 13, 20, 16, 17, 19, 5, 15, 4, 18, 1}",4.441390,"{1, 8, 10, 11, 14, 12, 18, 4, 15, 5, 19, 17, 16, 20, 13, 9, 7, 2, 3, 6, 1}",4.811844,0.083410,0.000121
"{1, 20, 11, 12, 8, 15, 18, 14, 2, 13, 16, 10, 4, 5, 19, 7, 3, 9, 6, 17, 1}",4.224975,"{1, 20, 11, 12, 8, 15, 18, 2, 13, 16, 14, 10, 5, 4, 19, 7, 6, 17, 9, 3, 1}",4.695231,0.111304,0.000120
"{1, 11, 14, 12, 20, 5, 10, 6, 7, 15, 3, 4, 8, 13, 2, 19, 16, 18, 17, 9, 1}",3.789707,"{1, 11, 3, 2, 19, 13, 8, 4, 15, 7, 6, 10, 5, 20, 12, 14, 9, 17, 18, 16, 1}",4.660274,0.229719,0.000124
"{1, 14, 8, 4, 12, 11, 2, 7, 17, 16, 15, 19, 6, 5, 13, 10, 3, 20, 9, 18, 1}",3.637289,"{1, 14, 2, 7, 19, 10, 13, 5, 6, 15, 16, 17, 11, 12, 4, 8, 18, 20, 9, 3, 1}",4.421910,0.215716,0.000123
"{1, 18, 15, 19, 4, 17, 10, 6, 16, 20, 12, 5, 9, 2, 14, 8, 3, 11, 7, 13, 1}",3.622217,"{1, 13, 7, 11, 3, 8, 14, 2, 9, 5, 12, 20, 16, 10, 6, 17, 4, 19, 15, 18, 1}",3.694397,0.019927,0.000126
"{1, 19, 10, 8, 15, 6, 4, 2, 5, 3, 20, 18, 13, 11, 12, 7, 16, 9, 14, 17, 1}",4.110484,"{1, 17, 19, 10, 14, 9, 16, 7, 12, 11, 13, 3, 20, 18, 5, 2, 4, 8, 15, 6, 1}",4.409647,0.072780,0.000122
"{1, 6, 9, 13, 15, 17, 14, 20, 11, 2, 3, 8, 7, 4, 18, 5, 12, 10, 16, 19, 1}",3.742110,"{1, 16, 19, 9, 13, 20, 14, 11, 2, 3, 8, 7, 4, 18, 12, 5, 10, 15, 17, 6, 1}",3.933788,0.051222,0.000120
"{1, 15, 2, 11, 6, 7, 20, 9, 16, 19, 17, 13, 12, 8, 3, 14, 4, 10, 18, 5, 1}",3.636727,"{1, 5, 9, 16, 19, 17, 13, 8, 3, 12, 10, 18, 14, 4, 20, 7, 6, 11, 15, 2, 1}",4.244718,0.167181,0.000128
"{1, 20, 12, 7, 17, 2, 16, 10, 15, 11, 9, 3, 18, 6, 14, 19, 8, 5, 4, 13, 1}",4.080815,"{1, 13, 20, 12, 9, 11, 3, 18, 6, 14, 19, 8, 5, 4, 15, 10, 16, 2, 17, 7, 1}",4.583021,0.123065,0.000125
"{1, 17, 16, 13, 20, 9, 7, 14, 5, 15, 2, 12, 4, 11, 6, 10, 18, 19, 8, 3, 1}",4.188497,"{1, 3, 8, 15, 2, 12, 4, 11, 6, 19, 18, 10, 16, 13, 9, 7, 14, 5, 20, 17, 1}",4.960106,0.184221,0.000124
