optimal_tour,optimal_tour_length,threshold_accepting_tour,threshold_accepting_tour_length,score,time
"{1, 9, 5, 8, 4, 10, 3, 7, 6, 2, 1}",3.361933,"{1, 9, 5, 8, 4, 10, 3, 7, 6, 2, 1}",3.361933,0.000000,0.032369
"{1, 4, 10, 9, 6, 5, 7, 3, 8, 2, 1}",2.419993,"{1, 4, 10, 9, 6, 5, 7, 3, 8, 2, 1}",2.419993,0.000000,0.031889
"{1, 7, 10, 5, 9, 2, 8, 4, 6, 3, 1}",3.072258,"{1, 7, 10, 5, 9, 2, 8, 4, 6, 3, 1}",3.072258,0.000000,0.031987
"{1, 10, 4, 6, 2, 8, 3, 9, 5, 7, 1}",2.320500,"{1, 10, 4, 6, 2, 8, 3, 9, 5, 7, 1}",2.320500,0.000000,0.032022
"{1, 5, 3, 4, 2, 10, 7, 6, 9, 8, 1}",2.729501,"{1, 8, 9, 6, 7, 10, 2, 4, 3, 5, 1}",2.729501,0.000000,0.032163
"{1, 6, 8, 2, 10, 3, 7, 5, 4, 9, 1}",3.042439,"{1, 6, 8, 2, 10, 3, 7, 5, 4, 9, 1}",3.042439,0.000000,0.032005
"{1, 7, 6, 4, 9, 8, 10, 5, 3, 2, 1}",3.357696,"{1, 7, 6, 4, 9, 8, 10, 5, 3, 2, 1}",3.357696,0.000000,0.032223
"{1, 2, 3, 9, 6, 8, 10, 4, 7, 5, 1}",2.758557,"{1, 5, 7, 4, 10, 8, 6, 9, 3, 2, 1}",2.758557,0.000000,0.032402
"{1, 9, 7, 6, 10, 8, 3, 2, 5, 4, 1}",2.678516,"{1, 9, 5, 7, 6, 10, 8, 3, 2, 4, 1}",2.687715,0.003434,0.032220
"{1, 3, 4, 9, 2, 8, 10, 7, 5, 6, 1}",2.575537,"{1, 3, 6, 5, 7, 10, 8, 2, 9, 4, 1}",2.572952,-0.001004,0.032063
"{1, 8, 10, 6, 2, 9, 3, 7, 4, 5, 1}",3.776291,"{1, 7, 8, 10, 6, 2, 9, 3, 4, 5, 1}",3.921738,0.038516,0.032415
"{1, 10, 2, 8, 3, 6, 7, 9, 5, 4, 1}",3.200775,"{1, 4, 5, 9, 7, 6, 3, 8, 2, 10, 1}",3.200775,0.000000,0.032210
"{1, 8, 5, 7, 4, 9, 3, 10, 6, 2, 1}",3.262721,"{1, 2, 6, 10, 3, 9, 4, 7, 5, 8, 1}",3.262720,0.000000,0.032257
"{1, 9, 10, 8, 7, 6, 4, 2, 5, 3, 1}",3.471535,"{1, 3, 5, 2, 4, 6, 7, 8, 10, 9, 1}",3.471535,0.000000,0.031893
"{1, 3, 5, 8, 9, 2, 10, 4, 6, 7, 1}",3.510832,"{1, 7, 6, 4, 10, 2, 9, 8, 5, 3, 1}",3.510832,0.000000,0.031908
"{1, 10, 8, 4, 9, 5, 7, 3, 6, 2, 1}",2.791101,"{1, 2, 6, 3, 7, 5, 9, 4, 8, 10, 1}",2.791101,0.000000,0.032256
"{1, 7, 2, 3, 5, 4, 10, 6, 8, 9, 1}",3.010779,"{1, 6, 10, 2, 7, 3, 5, 4, 8, 9, 1}",3.045721,0.011606,0.032159
"{1, 3, 5, 2, 6, 7, 4, 9, 10, 8, 1}",2.903805,"{1, 8, 10, 9, 4, 7, 6, 2, 5, 3, 1}",2.903805,0.000000,0.031910
"{1, 4, 7, 8, 6, 5, 3, 2, 9, 10, 1}",2.850931,"{1, 4, 7, 8, 6, 5, 3, 2, 9, 10, 1}",2.850931,0.000000,0.031831
"{1, 3, 8, 9, 4, 10, 7, 2, 6, 5, 1}",3.085677,"{1, 3, 8, 9, 4, 10, 7, 2, 6, 5, 1}",3.085677,0.000000,0.032149
"{1, 3, 6, 8, 2, 5, 9, 4, 7, 10, 1}",3.102293,"{1, 10, 7, 4, 9, 5, 2, 8, 6, 3, 1}",3.102293,0.000000,0.031949
"{1, 7, 6, 4, 8, 3, 9, 2, 5, 10, 1}",3.394747,"{1, 7, 6, 4, 8, 3, 9, 2, 5, 10, 1}",3.394747,0.000000,0.031900
"{1, 8, 4, 6, 3, 9, 7, 5, 10, 2, 1}",2.836828,"{1, 2, 10, 9, 5, 7, 4, 8, 6, 3, 1}",2.854819,0.006342,0.031912
"{1, 8, 9, 5, 3, 2, 10, 4, 6, 7, 1}",3.214274,"{1, 7, 6, 4, 10, 2, 3, 5, 9, 8, 1}",3.214274,0.000000,0.031987
"{1, 2, 3, 5, 10, 4, 7, 8, 9, 6, 1}",2.998926,"{1, 2, 3, 5, 10, 4, 7, 8, 9, 6, 1}",2.998926,0.000000,0.031978
"{1, 8, 3, 7, 6, 5, 2, 4, 9, 10, 1}",2.902256,"{1, 8, 3, 7, 6, 5, 2, 4, 9, 10, 1}",2.902256,0.000000,0.032444
"{1, 10, 9, 3, 4, 7, 8, 2, 5, 6, 1}",2.860851,"{1, 6, 5, 2, 8, 7, 4, 3, 9, 10, 1}",2.860851,0.000000,0.032296
"{1, 4, 2, 7, 10, 6, 3, 5, 8, 9, 1}",3.176116,"{1, 9, 8, 5, 3, 6, 10, 7, 2, 4, 1}",3.176116,0.000000,0.031964
"{1, 2, 10, 3, 6, 4, 5, 9, 8, 7, 1}",2.558554,"{1, 7, 8, 9, 5, 4, 6, 3, 10, 2, 1}",2.558553,0.000000,0.031914
"{1, 7, 4, 9, 3, 2, 8, 10, 5, 6, 1}",2.465111,"{1, 7, 4, 9, 3, 2, 8, 10, 5, 6, 1}",2.465111,0.000000,0.031996
"{1, 2, 10, 3, 5, 8, 4, 9, 6, 7, 1}",3.093693,"{1, 7, 6, 9, 4, 8, 5, 3, 10, 2, 1}",3.093693,0.000000,0.031901
"{1, 5, 6, 8, 2, 10, 7, 9, 4, 3, 1}",2.547091,"{1, 5, 6, 8, 2, 10, 7, 9, 4, 3, 1}",2.547091,0.000000,0.032157
"{1, 10, 9, 4, 8, 2, 7, 6, 3, 5, 1}",2.695640,"{1, 5, 3, 6, 7, 2, 8, 4, 9, 10, 1}",2.695640,0.000000,0.031973
"{1, 7, 9, 8, 3, 4, 2, 5, 6, 10, 1}",2.870764,"{1, 7, 9, 8, 3, 4, 2, 5, 6, 10, 1}",2.870764,0.000000,0.031902
"{1, 8, 9, 2, 7, 10, 5, 6, 4, 3, 1}",2.907219,"{1, 8, 9, 2, 7, 10, 5, 6, 4, 3, 1}",2.907219,0.000000,0.031777
"{1, 9, 6, 3, 2, 4, 5, 7, 8, 10, 1}",2.433763,"{1, 10, 8, 7, 5, 4, 2, 3, 6, 9, 1}",2.433763,0.000000,0.032095
"{1, 2, 4, 7, 3, 5, 6, 9, 8, 10, 1}",2.973349,"{1, 2, 4, 7, 3, 5, 6, 9, 8, 10, 1}",2.973349,0.000000,0.032101
"{1, 7, 8, 2, 5, 3, 4, 9, 6, 10, 1}",2.804601,"{1, 7, 8, 2, 5, 3, 4, 9, 6, 10, 1}",2.804601,0.000000,0.032023
"{1, 7, 5, 6, 10, 3, 4, 2, 9, 8, 1}",3.268091,"{1, 8, 9, 2, 4, 3, 10, 6, 5, 7, 1}",3.268090,0.000000,0.031966
"{1, 10, 3, 4, 9, 6, 7, 8, 5, 2, 1}",2.891531,"{1, 10, 3, 4, 9, 6, 7, 8, 5, 2, 1}",2.891531,0.000000,0.031865
"{1, 5, 8, 9, 6, 2, 10, 7, 3, 4, 1}",3.434688,"{1, 4, 3, 7, 10, 2, 6, 9, 8, 5, 1}",3.434689,0.000000,0.032020
"{1, 7, 3, 8, 2, 6, 5, 10, 4, 9, 1}",2.901014,"{1, 9, 4, 10, 5, 6, 2, 8, 3, 7, 1}",2.901014,0.000000,0.032067
"{1, 6, 3, 4, 5, 7, 9, 8, 10, 2, 1}",2.879089,"{1, 2, 10, 8, 9, 7, 5, 4, 3, 6, 1}",2.879089,0.000000,0.032000
"{1, 8, 4, 3, 10, 6, 5, 2, 7, 9, 1}",2.280709,"{1, 8, 4, 3, 10, 6, 5, 2, 7, 9, 1}",2.280709,0.000000,0.031920
"{1, 2, 5, 6, 8, 9, 7, 3, 10, 4, 1}",2.627196,"{1, 4, 10, 3, 7, 9, 8, 6, 5, 2, 1}",2.627196,0.000000,0.032661
"{1, 2, 5, 10, 4, 6, 7, 3, 8, 9, 1}",3.107646,"{1, 9, 8, 3, 7, 6, 4, 10, 5, 2, 1}",3.107646,0.000000,0.032027
"{1, 6, 7, 10, 9, 2, 5, 4, 3, 8, 1}",2.784152,"{1, 8, 3, 4, 5, 2, 9, 10, 7, 6, 1}",2.784151,0.000000,0.032111
"{1, 6, 2, 8, 10, 3, 5, 4, 7, 9, 1}",2.962516,"{1, 9, 7, 4, 5, 3, 10, 8, 2, 6, 1}",2.962516,0.000000,0.032367
"{1, 7, 4, 8, 9, 6, 2, 10, 5, 3, 1}",2.948305,"{1, 7, 4, 8, 9, 6, 2, 10, 5, 3, 1}",2.948305,0.000000,0.031926
"{1, 7, 8, 4, 10, 5, 9, 2, 3, 6, 1}",2.797055,"{1, 6, 3, 2, 9, 5, 10, 4, 8, 7, 1}",2.797055,0.000000,0.032035
"{1, 9, 10, 4, 8, 5, 3, 2, 7, 6, 1}",2.069305,"{1, 6, 7, 2, 3, 5, 8, 4, 10, 9, 1}",2.069305,0.000000,0.031948
"{1, 6, 9, 7, 10, 3, 2, 8, 5, 4, 1}",3.144453,"{1, 6, 9, 10, 3, 2, 8, 5, 7, 4, 1}",3.230856,0.027478,0.032187
"{1, 2, 6, 4, 5, 3, 10, 9, 7, 8, 1}",2.647444,"{1, 8, 7, 9, 10, 3, 5, 4, 6, 2, 1}",2.647444,0.000000,0.032095
"{1, 5, 2, 7, 6, 10, 9, 4, 8, 3, 1}",2.706571,"{1, 5, 2, 7, 6, 10, 9, 4, 8, 3, 1}",2.706571,0.000000,0.032171
"{1, 7, 4, 5, 10, 3, 6, 2, 9, 8, 1}",3.188545,"{1, 7, 4, 5, 10, 3, 6, 2, 9, 8, 1}",3.188545,0.000000,0.032429
"{1, 10, 8, 2, 3, 5, 9, 4, 6, 7, 1}",3.228380,"{1, 10, 8, 2, 3, 5, 9, 4, 6, 7, 1}",3.228380,0.000000,0.032217
"{1, 10, 5, 8, 4, 2, 3, 9, 7, 6, 1}",2.853762,"{1, 10, 5, 8, 4, 2, 3, 9, 7, 6, 1}",2.853762,0.000000,0.031987
"{1, 8, 6, 3, 5, 7, 4, 9, 2, 10, 1}",2.939968,"{1, 10, 2, 9, 4, 7, 5, 3, 6, 8, 1}",2.939968,0.000000,0.032082
"{1, 10, 5, 2, 6, 8, 9, 7, 4, 3, 1}",2.541743,"{1, 10, 5, 2, 6, 8, 9, 7, 4, 3, 1}",2.541743,0.000000,0.031996
"{1, 3, 5, 10, 6, 9, 7, 2, 8, 4, 1}",2.838414,"{1, 4, 8, 2, 7, 9, 6, 10, 5, 3, 1}",2.838414,0.000000,0.031876
"{1, 4, 8, 7, 2, 10, 5, 9, 6, 3, 1}",2.693936,"{1, 4, 8, 7, 2, 10, 5, 9, 6, 3, 1}",2.693936,0.000000,0.031988
"{1, 9, 7, 10, 2, 6, 3, 4, 8, 5, 1}",2.648404,"{1, 5, 8, 4, 3, 6, 2, 10, 7, 9, 1}",2.648404,0.000000,0.032168
"{1, 9, 6, 3, 4, 2, 8, 10, 7, 5, 1}",2.407220,"{1, 9, 6, 3, 4, 2, 8, 10, 7, 5, 1}",2.407220,0.000000,0.032445
"{1, 2, 4, 9, 10, 3, 7, 5, 6, 8, 1}",2.601171,"{1, 8, 6, 5, 7, 3, 10, 9, 4, 2, 1}",2.601171,0.000000,0.032385
"{1, 3, 10, 2, 6, 9, 7, 4, 8, 5, 1}",2.615565,"{1, 3, 10, 2, 6, 9, 7, 4, 8, 5, 1}",2.615565,0.000000,0.031959
"{1, 2, 7, 5, 4, 9, 8, 6, 10, 3, 1}",2.980399,"{1, 3, 10, 6, 8, 9, 4, 5, 7, 2, 1}",2.980399,0.000000,0.031790
"{1, 8, 4, 9, 7, 6, 2, 3, 10, 5, 1}",2.678716,"{1, 5, 10, 3, 2, 6, 7, 9, 4, 8, 1}",2.678716,0.000000,0.031977
"{1, 9, 5, 4, 7, 10, 2, 8, 3, 6, 1}",3.017380,"{1, 6, 3, 8, 2, 10, 7, 4, 5, 9, 1}",3.017380,0.000000,0.032017
"{1, 2, 10, 5, 8, 7, 9, 3, 4, 6, 1}",3.310901,"{1, 2, 10, 5, 8, 7, 9, 3, 4, 6, 1}",3.310901,0.000000,0.032043
"{1, 8, 3, 4, 7, 5, 9, 2, 6, 10, 1}",2.554451,"{1, 8, 3, 4, 7, 5, 9, 2, 6, 10, 1}",2.554451,0.000000,0.031963
"{1, 6, 9, 8, 10, 2, 4, 3, 5, 7, 1}",2.558155,"{1, 7, 5, 3, 4, 2, 10, 8, 9, 6, 1}",2.558154,0.000000,0.032013
"{1, 6, 9, 10, 3, 4, 2, 7, 5, 8, 1}",2.141468,"{1, 8, 5, 7, 2, 4, 3, 10, 9, 6, 1}",2.141468,0.000000,0.032312
"{1, 10, 9, 8, 3, 7, 2, 4, 5, 6, 1}",3.116913,"{1, 6, 5, 4, 2, 7, 3, 8, 9, 10, 1}",3.116913,0.000000,0.032201
"{1, 8, 7, 2, 10, 4, 6, 5, 9, 3, 1}",3.089829,"{1, 8, 7, 2, 10, 4, 6, 5, 9, 3, 1}",3.089829,0.000000,0.032145
"{1, 2, 10, 9, 5, 6, 8, 4, 7, 3, 1}",2.858331,"{1, 2, 10, 9, 5, 6, 8, 4, 7, 3, 1}",2.858331,0.000000,0.032146
"{1, 10, 7, 4, 2, 3, 6, 8, 9, 5, 1}",2.622420,"{1, 10, 7, 4, 2, 3, 6, 8, 9, 5, 1}",2.622420,0.000000,0.032197
"{1, 8, 6, 4, 2, 10, 5, 9, 7, 3, 1}",3.116345,"{1, 3, 7, 9, 5, 10, 2, 4, 6, 8, 1}",3.116345,0.000000,0.031930
"{1, 4, 9, 7, 6, 8, 10, 2, 3, 5, 1}",2.514218,"{1, 5, 3, 2, 10, 8, 6, 7, 9, 4, 1}",2.514218,0.000000,0.031888
"{1, 7, 3, 10, 9, 4, 2, 5, 8, 6, 1}",2.923811,"{1, 6, 8, 5, 2, 4, 9, 10, 3, 7, 1}",2.923811,0.000000,0.032166
"{1, 7, 4, 2, 8, 5, 3, 9, 6, 10, 1}",3.261533,"{1, 10, 6, 9, 3, 5, 8, 2, 4, 7, 1}",3.261533,0.000000,0.032019
"{1, 3, 4, 2, 8, 7, 6, 9, 5, 10, 1}",2.910595,"{1, 10, 5, 9, 6, 7, 8, 2, 4, 3, 1}",2.910595,0.000000,0.031848
"{1, 5, 10, 7, 4, 9, 8, 3, 6, 2, 1}",2.904941,"{1, 2, 6, 3, 8, 9, 4, 7, 10, 5, 1}",2.904941,0.000000,0.032500
"{1, 4, 7, 3, 6, 2, 10, 5, 9, 8, 1}",2.820369,"{1, 8, 9, 5, 10, 2, 6, 3, 7, 4, 1}",2.820369,0.000000,0.032576
"{1, 3, 7, 4, 6, 8, 10, 9, 2, 5, 1}",3.379555,"{1, 3, 7, 4, 6, 8, 10, 9, 2, 5, 1}",3.379555,0.000000,0.032002
"{1, 9, 2, 4, 6, 8, 5, 10, 3, 7, 1}",2.860022,"{1, 7, 3, 10, 5, 8, 6, 4, 2, 9, 1}",2.860022,0.000000,0.031958
"{1, 6, 7, 9, 8, 2, 4, 10, 5, 3, 1}",2.693391,"{1, 3, 5, 10, 4, 2, 8, 9, 7, 6, 1}",2.693391,0.000000,0.032068
"{1, 7, 10, 8, 4, 6, 5, 3, 9, 2, 1}",2.460570,"{1, 7, 10, 8, 4, 6, 5, 3, 9, 2, 1}",2.460570,0.000000,0.031984
"{1, 5, 3, 4, 2, 7, 10, 6, 8, 9, 1}",2.767996,"{1, 9, 8, 6, 10, 7, 2, 4, 3, 5, 1}",2.767996,0.000000,0.031945
"{1, 9, 2, 6, 3, 5, 4, 10, 8, 7, 1}",3.431408,"{1, 7, 8, 10, 4, 5, 3, 6, 2, 9, 1}",3.431408,0.000000,0.032057
"{1, 2, 10, 8, 7, 9, 3, 4, 5, 6, 1}",2.614787,"{1, 6, 5, 4, 3, 9, 7, 8, 10, 2, 1}",2.614787,0.000000,0.031984
"{1, 9, 2, 5, 7, 3, 6, 8, 10, 4, 1}",3.106596,"{1, 4, 10, 8, 6, 3, 7, 5, 2, 9, 1}",3.106597,0.000000,0.031934
"{1, 5, 8, 7, 3, 10, 9, 2, 6, 4, 1}",3.108783,"{1, 4, 6, 2, 9, 10, 3, 7, 8, 5, 1}",3.108783,0.000000,0.032061
"{1, 8, 10, 4, 7, 9, 2, 3, 6, 5, 1}",2.804408,"{1, 5, 6, 3, 2, 9, 7, 4, 10, 8, 1}",2.804407,0.000000,0.031853
"{1, 8, 9, 5, 3, 10, 6, 2, 7, 4, 1}",2.698251,"{1, 8, 9, 5, 3, 10, 6, 2, 7, 4, 1}",2.698251,0.000000,0.032383
"{1, 4, 2, 3, 10, 8, 7, 6, 5, 9, 1}",2.313591,"{1, 4, 2, 3, 10, 8, 7, 6, 5, 9, 1}",2.313591,0.000000,0.033024
"{1, 6, 4, 2, 8, 10, 9, 5, 3, 7, 1}",2.648796,"{1, 7, 3, 5, 9, 10, 8, 2, 4, 6, 1}",2.648796,0.000000,0.032100
"{1, 8, 9, 2, 5, 4, 6, 3, 7, 10, 1}",2.694086,"{1, 8, 9, 2, 5, 4, 6, 3, 7, 10, 1}",2.694086,0.000000,0.032031
"{1, 2, 10, 5, 7, 9, 6, 8, 3, 4, 1}",2.618149,"{1, 2, 10, 5, 7, 9, 6, 8, 3, 4, 1}",2.618149,0.000000,0.032282
"{1, 6, 9, 2, 4, 5, 7, 8, 3, 10, 1}",3.303412,"{1, 10, 3, 8, 7, 5, 4, 2, 9, 6, 1}",3.303412,0.000000,0.031914
"{1, 3, 8, 6, 9, 5, 4, 2, 7, 10, 1}",2.710989,"{1, 3, 8, 6, 9, 5, 4, 2, 7, 10, 1}",2.710989,0.000000,0.032140
"{1, 6, 2, 3, 10, 8, 5, 9, 7, 4, 1}",3.250674,"{1, 4, 7, 5, 8, 10, 3, 9, 2, 6, 1}",3.278016,0.008411,0.033078
"{1, 10, 5, 6, 4, 7, 3, 9, 2, 8, 1}",2.416151,"{1, 10, 5, 6, 4, 7, 3, 9, 2, 8, 1}",2.416151,0.000000,0.032256
"{1, 6, 2, 9, 5, 8, 3, 4, 7, 10, 1}",2.827702,"{1, 10, 7, 4, 3, 8, 5, 9, 2, 6, 1}",2.827702,0.000000,0.032030
"{1, 5, 2, 4, 9, 8, 3, 7, 10, 6, 1}",3.735025,"{1, 6, 10, 7, 3, 8, 9, 4, 2, 5, 1}",3.735025,0.000000,0.032357
"{1, 9, 3, 4, 6, 5, 2, 8, 10, 7, 1}",3.054013,"{1, 10, 8, 2, 5, 6, 4, 3, 9, 7, 1}",3.053067,-0.000310,0.032249
"{1, 4, 10, 3, 2, 8, 7, 9, 5, 6, 1}",2.714734,"{1, 4, 10, 3, 2, 8, 7, 9, 5, 6, 1}",2.714734,0.000000,0.032033
"{1, 5, 6, 9, 4, 2, 8, 10, 7, 3, 1}",3.074780,"{1, 5, 6, 9, 2, 4, 8, 10, 7, 3, 1}",3.087435,0.004116,0.032046
"{1, 2, 10, 3, 5, 4, 9, 6, 8, 7, 1}",3.131331,"{1, 7, 8, 6, 9, 4, 5, 3, 10, 2, 1}",3.131331,0.000000,0.032052
"{1, 2, 9, 7, 5, 3, 8, 10, 4, 6, 1}",3.510797,"{1, 2, 9, 7, 5, 3, 8, 10, 4, 6, 1}",3.510797,0.000000,0.031953
"{1, 9, 10, 8, 6, 2, 3, 7, 4, 5, 1}",2.787554,"{1, 9, 10, 8, 6, 2, 3, 7, 4, 5, 1}",2.787554,0.000000,0.032364
"{1, 10, 6, 7, 3, 9, 5, 4, 8, 2, 1}",3.158285,"{1, 10, 6, 7, 3, 9, 5, 4, 8, 2, 1}",3.158285,0.000000,0.032014
"{1, 6, 5, 2, 9, 3, 10, 4, 8, 7, 1}",3.178912,"{1, 6, 5, 2, 9, 3, 10, 4, 8, 7, 1}",3.178912,0.000000,0.031985
"{1, 3, 5, 10, 9, 4, 6, 2, 7, 8, 1}",2.383977,"{1, 8, 7, 2, 6, 4, 9, 10, 5, 3, 1}",2.383977,0.000000,0.032101
"{1, 3, 9, 8, 4, 6, 2, 7, 5, 10, 1}",2.900774,"{1, 10, 5, 7, 2, 6, 4, 8, 9, 3, 1}",2.900774,0.000000,0.032174
"{1, 10, 2, 8, 7, 5, 3, 6, 9, 4, 1}",2.400837,"{1, 4, 9, 6, 3, 5, 7, 8, 2, 10, 1}",2.400837,0.000000,0.032284
"{1, 4, 8, 9, 10, 6, 2, 3, 5, 7, 1}",2.974901,"{1, 7, 5, 3, 2, 6, 10, 9, 8, 4, 1}",2.974901,0.000000,0.031988
"{1, 6, 7, 4, 9, 8, 10, 3, 2, 5, 1}",3.236642,"{1, 5, 2, 3, 10, 8, 9, 4, 7, 6, 1}",3.236643,0.000000,0.032200
"{1, 4, 6, 9, 3, 7, 2, 10, 8, 5, 1}",2.718373,"{1, 5, 10, 8, 2, 7, 3, 9, 6, 4, 1}",2.713882,-0.001652,0.031965
"{1, 3, 6, 10, 5, 9, 4, 8, 7, 2, 1}",2.937737,"{1, 2, 7, 8, 4, 9, 5, 10, 6, 3, 1}",2.937737,0.000000,0.032487
"{1, 8, 7, 4, 9, 10, 3, 6, 5, 2, 1}",2.613768,"{1, 2, 5, 6, 3, 10, 9, 4, 7, 8, 1}",2.613768,0.000000,0.032407
"{1, 6, 7, 8, 4, 10, 5, 9, 3, 2, 1}",3.110999,"{1, 6, 7, 8, 4, 10, 5, 9, 3, 2, 1}",3.110999,0.000000,0.032170
"{1, 3, 6, 7, 2, 8, 4, 9, 10, 5, 1}",2.400698,"{1, 5, 10, 9, 4, 8, 2, 7, 6, 3, 1}",2.400698,0.000000,0.031961
"{1, 8, 2, 7, 3, 9, 6, 5, 4, 10, 1}",3.257134,"{1, 10, 4, 5, 6, 9, 3, 7, 2, 8, 1}",3.257133,0.000000,0.032136
"{1, 10, 5, 3, 2, 6, 7, 4, 9, 8, 1}",2.601179,"{1, 8, 9, 4, 7, 6, 2, 3, 5, 10, 1}",2.601178,0.000000,0.032038
"{1, 3, 4, 8, 7, 2, 6, 9, 5, 10, 1}",2.791822,"{1, 10, 5, 9, 6, 2, 7, 8, 4, 3, 1}",2.791822,0.000000,0.032193
"{1, 8, 7, 5, 2, 3, 10, 4, 6, 9, 1}",2.577083,"{1, 9, 6, 4, 10, 3, 2, 5, 7, 8, 1}",2.577083,0.000000,0.032032
"{1, 9, 3, 7, 10, 6, 5, 4, 8, 2, 1}",2.007591,"{1, 9, 3, 7, 10, 6, 5, 4, 8, 2, 1}",2.007591,0.000000,0.032015
"{1, 9, 6, 7, 5, 2, 10, 3, 4, 8, 1}",2.689894,"{1, 8, 4, 3, 10, 2, 5, 7, 6, 9, 1}",2.689894,0.000000,0.032034
"{1, 4, 10, 2, 7, 6, 8, 3, 5, 9, 1}",2.635783,"{1, 4, 10, 2, 7, 6, 8, 3, 5, 9, 1}",2.635783,0.000000,0.032014
"{1, 10, 3, 2, 7, 4, 5, 8, 9, 6, 1}",2.672747,"{1, 6, 9, 8, 5, 4, 7, 3, 2, 10, 1}",2.671343,-0.000525,0.031924
"{1, 4, 6, 7, 10, 5, 3, 8, 2, 9, 1}",3.187860,"{1, 4, 6, 7, 10, 5, 3, 8, 2, 9, 1}",3.187860,0.000000,0.031854
"{1, 8, 4, 6, 10, 7, 9, 5, 3, 2, 1}",2.975787,"{1, 8, 4, 6, 10, 7, 9, 5, 3, 2, 1}",2.975787,0.000000,0.032177
"{1, 4, 5, 7, 3, 6, 2, 10, 8, 9, 1}",2.744648,"{1, 4, 5, 7, 3, 6, 2, 10, 8, 9, 1}",2.744648,0.000000,0.031968
"{1, 3, 5, 2, 8, 4, 7, 10, 9, 6, 1}",3.334476,"{1, 6, 9, 10, 7, 4, 8, 2, 5, 3, 1}",3.334476,0.000000,0.032246
"{1, 5, 4, 8, 9, 2, 10, 6, 7, 3, 1}",2.578039,"{1, 3, 7, 6, 10, 2, 9, 8, 4, 5, 1}",2.578039,0.000000,0.032152
"{1, 8, 5, 9, 4, 2, 3, 6, 10, 7, 1}",2.423367,"{1, 7, 10, 6, 3, 2, 4, 9, 5, 8, 1}",2.423367,0.000000,0.032150
"{1, 7, 6, 5, 9, 10, 2, 3, 4, 8, 1}",2.036433,"{1, 7, 6, 5, 9, 10, 2, 3, 4, 8, 1}",2.036433,0.000000,0.032222
"{1, 10, 8, 4, 9, 6, 7, 5, 2, 3, 1}",2.830338,"{1, 3, 2, 5, 7, 6, 9, 4, 8, 10, 1}",2.830338,0.000000,0.032809
"{1, 10, 4, 3, 8, 5, 7, 9, 2, 6, 1}",3.473902,"{1, 10, 4, 3, 8, 5, 7, 9, 2, 6, 1}",3.473902,0.000000,0.032215
"{1, 6, 9, 10, 8, 2, 5, 7, 3, 4, 1}",3.303360,"{1, 6, 9, 10, 8, 2, 5, 7, 3, 4, 1}",3.303360,0.000000,0.032083
"{1, 5, 7, 6, 4, 9, 10, 3, 8, 2, 1}",2.827595,"{1, 2, 8, 3, 10, 9, 4, 6, 7, 5, 1}",2.827595,0.000000,0.032360
"{1, 10, 8, 3, 5, 7, 4, 9, 2, 6, 1}",2.289293,"{1, 10, 8, 3, 5, 7, 4, 9, 2, 6, 1}",2.289293,0.000000,0.032051
"{1, 7, 8, 5, 3, 4, 6, 9, 2, 10, 1}",2.644779,"{1, 7, 8, 5, 3, 4, 6, 9, 2, 10, 1}",2.644779,0.000000,0.032108
"{1, 3, 8, 6, 2, 9, 5, 7, 10, 4, 1}",2.160924,"{1, 3, 8, 6, 2, 9, 5, 7, 10, 4, 1}",2.160924,0.000000,0.032276
"{1, 10, 8, 4, 7, 9, 5, 6, 3, 2, 1}",3.113340,"{1, 10, 8, 4, 7, 9, 5, 6, 3, 2, 1}",3.113340,0.000000,0.032201
"{1, 8, 4, 2, 7, 9, 5, 10, 3, 6, 1}",3.092417,"{1, 8, 4, 2, 7, 9, 5, 10, 3, 6, 1}",3.092417,0.000000,0.032259
"{1, 3, 6, 7, 9, 10, 8, 4, 5, 2, 1}",3.595636,"{1, 3, 6, 7, 9, 10, 8, 4, 5, 2, 1}",3.595636,0.000000,0.032121
"{1, 9, 6, 10, 5, 7, 8, 4, 3, 2, 1}",2.733342,"{1, 2, 3, 4, 8, 7, 5, 10, 6, 9, 1}",2.733342,0.000000,0.032104
"{1, 6, 7, 8, 10, 2, 3, 9, 4, 5, 1}",2.854466,"{1, 6, 7, 8, 10, 2, 3, 9, 4, 5, 1}",2.854466,0.000000,0.032400
"{1, 7, 8, 9, 10, 5, 3, 4, 6, 2, 1}",3.408650,"{1, 7, 8, 9, 10, 5, 3, 4, 6, 2, 1}",3.408650,0.000000,0.032290
"{1, 6, 10, 7, 5, 9, 2, 8, 4, 3, 1}",2.410190,"{1, 3, 4, 8, 2, 9, 5, 7, 10, 6, 1}",2.410191,0.000000,0.032151
"{1, 3, 5, 2, 9, 6, 8, 7, 4, 10, 1}",2.757487,"{1, 3, 5, 2, 9, 6, 8, 7, 4, 10, 1}",2.757487,0.000000,0.032231
"{1, 10, 3, 2, 4, 9, 8, 7, 6, 5, 1}",2.709783,"{1, 10, 3, 2, 4, 9, 8, 7, 6, 5, 1}",2.709783,0.000000,0.032133
"{1, 9, 10, 5, 7, 2, 3, 4, 8, 6, 1}",2.875158,"{1, 9, 10, 5, 7, 2, 3, 4, 8, 6, 1}",2.875158,0.000000,0.032121
"{1, 9, 7, 2, 6, 10, 8, 5, 3, 4, 1}",2.753831,"{1, 4, 3, 5, 8, 10, 6, 2, 7, 9, 1}",2.753831,0.000000,0.032014
