optimal_tour,optimal_tour_length,threshold_accepting_tour,threshold_accepting_tour_length,score,time
"{1, 2, 4, 6, 8, 7, 3, 10, 9, 5, 1}",2.587778,"{1, 2, 4, 6, 8, 7, 3, 10, 9, 5, 1}",2.587778,0.000000,0.032045
"{1, 6, 5, 2, 8, 7, 4, 10, 3, 9, 1}",3.115791,"{1, 6, 5, 2, 8, 7, 4, 10, 3, 9, 1}",3.115791,0.000000,0.032035
"{1, 5, 4, 3, 2, 7, 6, 9, 8, 10, 1}",2.838250,"{1, 10, 8, 9, 6, 7, 2, 3, 4, 5, 1}",2.838250,0.000000,0.032151
"{1, 7, 10, 4, 2, 5, 6, 3, 9, 8, 1}",3.159251,"{1, 7, 10, 4, 2, 5, 6, 3, 9, 8, 1}",3.159251,0.000000,0.032306
"{1, 7, 6, 5, 9, 10, 8, 4, 2, 3, 1}",2.962050,"{1, 3, 2, 4, 8, 10, 9, 5, 6, 7, 1}",2.962050,0.000000,0.031861
"{1, 2, 7, 6, 10, 8, 5, 3, 9, 4, 1}",3.071852,"{1, 4, 9, 3, 5, 8, 10, 6, 7, 2, 1}",3.071852,0.000000,0.031901
"{1, 10, 9, 8, 6, 3, 2, 5, 7, 4, 1}",2.655933,"{1, 4, 7, 5, 2, 3, 6, 8, 9, 10, 1}",2.655933,0.000000,0.032699
"{1, 10, 4, 8, 6, 2, 3, 5, 9, 7, 1}",2.830404,"{1, 7, 9, 5, 3, 2, 6, 8, 4, 10, 1}",2.830404,0.000000,0.032061
"{1, 6, 8, 9, 7, 5, 4, 3, 10, 2, 1}",2.607891,"{1, 6, 8, 9, 7, 5, 4, 3, 10, 2, 1}",2.607891,0.000000,0.032107
"{1, 4, 9, 10, 8, 5, 7, 3, 6, 2, 1}",3.277476,"{1, 2, 6, 3, 7, 5, 8, 10, 9, 4, 1}",3.277476,0.000000,0.032367
"{1, 10, 5, 3, 2, 6, 8, 4, 9, 7, 1}",2.755539,"{1, 10, 5, 3, 2, 6, 8, 4, 9, 7, 1}",2.755539,0.000000,0.032202
"{1, 6, 4, 7, 10, 8, 2, 5, 3, 9, 1}",2.910421,"{1, 6, 4, 7, 10, 8, 2, 5, 3, 9, 1}",2.910421,0.000000,0.032043
"{1, 10, 2, 7, 4, 9, 3, 6, 8, 5, 1}",3.095742,"{1, 5, 8, 6, 3, 9, 4, 7, 2, 10, 1}",3.095742,0.000000,0.032004
"{1, 2, 8, 9, 7, 5, 3, 4, 6, 10, 1}",2.628161,"{1, 2, 8, 9, 7, 5, 4, 3, 6, 10, 1}",2.627993,-0.000064,0.032231
"{1, 4, 10, 6, 5, 7, 8, 9, 2, 3, 1}",3.051535,"{1, 4, 10, 6, 5, 7, 8, 9, 2, 3, 1}",3.051535,0.000000,0.031900
"{1, 9, 8, 10, 7, 4, 5, 2, 3, 6, 1}",3.055534,"{1, 6, 5, 4, 7, 2, 3, 8, 10, 9, 1}",3.067632,0.003959,0.032069
"{1, 8, 5, 4, 6, 9, 2, 3, 10, 7, 1}",3.576362,"{1, 8, 5, 4, 6, 9, 2, 3, 10, 7, 1}",3.576362,0.000000,0.032003
"{1, 4, 8, 9, 10, 3, 5, 6, 7, 2, 1}",3.256641,"{1, 2, 7, 6, 5, 3, 10, 9, 8, 4, 1}",3.256641,0.000000,0.031965
"{1, 10, 9, 8, 2, 3, 5, 6, 7, 4, 1}",2.527290,"{1, 4, 7, 6, 5, 3, 2, 8, 9, 10, 1}",2.527290,0.000000,0.031967
"{1, 9, 3, 2, 7, 8, 5, 4, 10, 6, 1}",3.213870,"{1, 9, 3, 2, 7, 8, 5, 4, 10, 6, 1}",3.213870,0.000000,0.032091
"{1, 10, 9, 5, 7, 4, 3, 8, 2, 6, 1}",2.989374,"{1, 6, 2, 8, 3, 4, 7, 5, 9, 10, 1}",2.989374,0.000000,0.032031
"{1, 2, 4, 8, 7, 10, 9, 6, 3, 5, 1}",2.907765,"{1, 2, 4, 8, 7, 10, 9, 6, 3, 5, 1}",2.907765,0.000000,0.032104
"{1, 5, 4, 7, 6, 8, 10, 9, 3, 2, 1}",2.639441,"{1, 2, 3, 9, 10, 8, 6, 7, 4, 5, 1}",2.639440,0.000000,0.032006
"{1, 5, 3, 7, 10, 4, 8, 9, 6, 2, 1}",3.235865,"{1, 5, 3, 7, 10, 4, 8, 9, 6, 2, 1}",3.235865,0.000000,0.032172
"{1, 3, 2, 7, 6, 5, 8, 9, 4, 10, 1}",3.113080,"{1, 10, 4, 9, 8, 5, 6, 7, 2, 3, 1}",3.113079,0.000000,0.032100
"{1, 6, 2, 5, 10, 4, 7, 8, 9, 3, 1}",2.989230,"{1, 3, 9, 8, 7, 4, 10, 5, 2, 6, 1}",2.989230,0.000000,0.032439
"{1, 3, 7, 5, 2, 4, 6, 8, 9, 10, 1}",3.375412,"{1, 10, 9, 8, 6, 4, 7, 2, 5, 3, 1}",3.382934,0.002228,0.032471
"{1, 7, 9, 8, 5, 6, 2, 4, 10, 3, 1}",2.531639,"{1, 3, 10, 4, 2, 6, 5, 8, 9, 7, 1}",2.531639,0.000000,0.031979
"{1, 9, 4, 7, 8, 3, 2, 6, 10, 5, 1}",2.902486,"{1, 9, 4, 7, 8, 3, 2, 6, 10, 5, 1}",2.902486,0.000000,0.032057
"{1, 10, 7, 4, 3, 2, 9, 5, 8, 6, 1}",2.610606,"{1, 10, 7, 4, 3, 2, 9, 5, 8, 6, 1}",2.610606,0.000000,0.031851
"{1, 10, 6, 4, 8, 7, 9, 2, 3, 5, 1}",3.208809,"{1, 5, 3, 2, 9, 7, 8, 4, 6, 10, 1}",3.208809,0.000000,0.031872
"{1, 7, 9, 8, 6, 4, 2, 5, 3, 10, 1}",3.072172,"{1, 10, 3, 5, 2, 4, 6, 8, 9, 7, 1}",3.072172,0.000000,0.031920
"{1, 2, 3, 9, 4, 5, 6, 10, 8, 7, 1}",2.749547,"{1, 7, 8, 10, 6, 5, 4, 9, 3, 2, 1}",2.749547,0.000000,0.031979
"{1, 3, 6, 7, 8, 9, 5, 4, 10, 2, 1}",2.947993,"{1, 3, 6, 7, 8, 9, 5, 4, 10, 2, 1}",2.947993,0.000000,0.032241
"{1, 10, 7, 4, 6, 2, 8, 3, 5, 9, 1}",3.156469,"{1, 9, 5, 3, 8, 2, 6, 4, 7, 10, 1}",3.156469,0.000000,0.031961
"{1, 7, 3, 9, 2, 8, 6, 4, 5, 10, 1}",2.461168,"{1, 10, 5, 4, 6, 8, 2, 9, 3, 7, 1}",2.461168,0.000000,0.032153
"{1, 7, 8, 3, 10, 6, 5, 2, 4, 9, 1}",2.584802,"{1, 9, 4, 2, 5, 6, 10, 3, 8, 7, 1}",2.584802,0.000000,0.032354
"{1, 3, 9, 10, 4, 5, 2, 8, 7, 6, 1}",2.811203,"{1, 3, 9, 10, 4, 5, 2, 8, 7, 6, 1}",2.811203,0.000000,0.031954
"{1, 10, 4, 8, 3, 6, 2, 9, 7, 5, 1}",2.699183,"{1, 10, 4, 8, 3, 6, 2, 9, 7, 5, 1}",2.699183,0.000000,0.031939
"{1, 4, 3, 6, 7, 2, 9, 10, 5, 8, 1}",2.690091,"{1, 8, 5, 10, 9, 2, 7, 6, 3, 4, 1}",2.690090,0.000000,0.031985
"{1, 10, 3, 5, 4, 8, 9, 2, 6, 7, 1}",3.013026,"{1, 10, 3, 5, 4, 8, 9, 2, 6, 7, 1}",3.013026,0.000000,0.032353
"{1, 8, 10, 9, 6, 7, 3, 4, 2, 5, 1}",2.578716,"{1, 5, 2, 4, 3, 7, 6, 9, 10, 8, 1}",2.578716,0.000000,0.031900
"{1, 2, 8, 4, 5, 7, 10, 3, 6, 9, 1}",2.887899,"{1, 2, 8, 4, 5, 7, 10, 3, 6, 9, 1}",2.887899,0.000000,0.031978
"{1, 8, 9, 6, 5, 7, 4, 2, 3, 10, 1}",2.363513,"{1, 8, 9, 6, 5, 7, 4, 2, 3, 10, 1}",2.363513,0.000000,0.032361
"{1, 2, 8, 5, 7, 3, 10, 4, 9, 6, 1}",2.490051,"{1, 6, 9, 4, 10, 3, 7, 5, 8, 2, 1}",2.490051,0.000000,0.032521
"{1, 9, 10, 3, 6, 2, 7, 5, 4, 8, 1}",2.628427,"{1, 8, 4, 5, 7, 2, 6, 3, 10, 9, 1}",2.628426,0.000000,0.032184
"{1, 8, 7, 10, 4, 5, 2, 6, 9, 3, 1}",2.684787,"{1, 3, 9, 6, 2, 5, 4, 10, 7, 8, 1}",2.684786,0.000000,0.032176
"{1, 6, 3, 7, 9, 10, 2, 4, 5, 8, 1}",2.576456,"{1, 6, 3, 7, 9, 10, 2, 4, 5, 8, 1}",2.576456,0.000000,0.031884
"{1, 7, 4, 8, 3, 5, 9, 10, 2, 6, 1}",2.522035,"{1, 7, 4, 8, 3, 5, 9, 10, 2, 6, 1}",2.522035,0.000000,0.031861
"{1, 2, 10, 3, 5, 8, 9, 7, 4, 6, 1}",2.699123,"{1, 6, 4, 7, 9, 8, 5, 3, 10, 2, 1}",2.699123,0.000000,0.031994
"{1, 5, 6, 9, 10, 2, 3, 7, 4, 8, 1}",2.742004,"{1, 5, 6, 9, 10, 2, 3, 7, 4, 8, 1}",2.742004,0.000000,0.032200
"{1, 3, 6, 5, 7, 8, 4, 2, 9, 10, 1}",3.256472,"{1, 10, 9, 2, 4, 8, 7, 5, 6, 3, 1}",3.256472,0.000000,0.032000
"{1, 2, 4, 7, 8, 6, 10, 9, 3, 5, 1}",2.874866,"{1, 5, 3, 9, 10, 6, 8, 7, 4, 2, 1}",2.874866,0.000000,0.032128
"{1, 7, 2, 5, 10, 3, 8, 6, 4, 9, 1}",2.933761,"{1, 7, 2, 5, 10, 3, 8, 6, 4, 9, 1}",2.933761,0.000000,0.032095
"{1, 8, 2, 9, 4, 6, 3, 7, 10, 5, 1}",3.450442,"{1, 5, 10, 7, 3, 6, 4, 9, 2, 8, 1}",3.450442,0.000000,0.032211
"{1, 8, 6, 2, 7, 4, 9, 3, 10, 5, 1}",2.919384,"{1, 8, 6, 2, 7, 4, 9, 3, 10, 5, 1}",2.919384,0.000000,0.032070
"{1, 4, 6, 5, 8, 9, 3, 10, 2, 7, 1}",3.615109,"{1, 4, 6, 5, 8, 9, 3, 10, 2, 7, 1}",3.615109,0.000000,0.032209
"{1, 3, 10, 8, 7, 9, 4, 2, 6, 5, 1}",2.709167,"{1, 3, 10, 8, 7, 9, 4, 2, 6, 5, 1}",2.709167,0.000000,0.032097
"{1, 4, 5, 10, 9, 6, 3, 7, 8, 2, 1}",2.053271,"{1, 2, 8, 7, 3, 6, 9, 10, 5, 4, 1}",2.053271,0.000000,0.031953
"{1, 2, 7, 6, 3, 4, 8, 10, 9, 5, 1}",3.234438,"{1, 5, 9, 10, 8, 4, 3, 6, 7, 2, 1}",3.234438,0.000000,0.032022
"{1, 5, 10, 7, 6, 2, 8, 3, 4, 9, 1}",2.854951,"{1, 9, 4, 3, 8, 2, 6, 7, 10, 5, 1}",2.854950,0.000000,0.031875
"{1, 9, 10, 2, 5, 6, 3, 4, 7, 8, 1}",3.004474,"{1, 7, 4, 3, 6, 5, 2, 10, 9, 8, 1}",3.002527,-0.000648,0.031908
"{1, 7, 5, 8, 10, 4, 2, 6, 3, 9, 1}",2.761374,"{1, 7, 5, 8, 10, 4, 2, 6, 3, 9, 1}",2.761374,0.000000,0.032684
"{1, 7, 8, 10, 5, 3, 4, 6, 2, 9, 1}",1.978707,"{1, 9, 2, 6, 4, 3, 5, 10, 8, 7, 1}",1.978707,0.000000,0.031805
"{1, 7, 2, 5, 4, 10, 6, 9, 3, 8, 1}",2.431222,"{1, 8, 3, 9, 6, 10, 4, 5, 2, 7, 1}",2.431222,0.000000,0.031669
"{1, 7, 3, 9, 6, 8, 4, 2, 10, 5, 1}",2.680442,"{1, 5, 10, 2, 4, 8, 6, 9, 3, 7, 1}",2.680441,0.000000,0.032120
"{1, 2, 9, 5, 10, 3, 7, 4, 6, 8, 1}",2.757937,"{1, 8, 6, 4, 7, 3, 10, 5, 9, 2, 1}",2.757937,0.000000,0.032010
"{1, 2, 4, 7, 10, 6, 3, 9, 8, 5, 1}",2.385449,"{1, 2, 4, 7, 10, 6, 3, 9, 8, 5, 1}",2.385449,0.000000,0.032267
"{1, 8, 2, 4, 6, 3, 10, 7, 9, 5, 1}",2.416642,"{1, 8, 2, 4, 6, 3, 10, 7, 9, 5, 1}",2.416642,0.000000,0.032157
"{1, 7, 4, 8, 9, 10, 2, 3, 6, 5, 1}",3.578064,"{1, 5, 6, 3, 2, 10, 9, 8, 4, 7, 1}",3.578064,0.000000,0.031994
"{1, 4, 7, 8, 10, 3, 6, 5, 9, 2, 1}",3.300714,"{1, 2, 9, 5, 6, 3, 10, 8, 7, 4, 1}",3.300714,0.000000,0.032087
"{1, 3, 4, 2, 8, 5, 9, 10, 6, 7, 1}",3.168809,"{1, 7, 6, 10, 9, 5, 8, 2, 4, 3, 1}",3.168808,0.000000,0.032573
"{1, 8, 6, 7, 5, 9, 3, 2, 10, 4, 1}",2.584542,"{1, 8, 6, 7, 5, 9, 3, 2, 10, 4, 1}",2.584542,0.000000,0.032277
"{1, 8, 4, 10, 6, 9, 3, 5, 7, 2, 1}",3.030831,"{1, 2, 7, 5, 3, 9, 6, 10, 4, 8, 1}",3.030831,0.000000,0.032004
"{1, 9, 7, 10, 8, 3, 5, 6, 4, 2, 1}",2.767947,"{1, 2, 6, 4, 5, 3, 8, 10, 7, 9, 1}",2.764338,-0.001304,0.031956
"{1, 6, 9, 5, 8, 2, 4, 3, 7, 10, 1}",3.173137,"{1, 10, 7, 3, 4, 2, 8, 5, 9, 6, 1}",3.173137,0.000000,0.031862
"{1, 5, 8, 7, 6, 9, 10, 3, 2, 4, 1}",3.121412,"{1, 5, 8, 7, 6, 9, 10, 3, 2, 4, 1}",3.121412,0.000000,0.032023
"{1, 9, 2, 6, 8, 4, 10, 3, 5, 7, 1}",2.548713,"{1, 7, 5, 3, 10, 4, 8, 6, 2, 9, 1}",2.548713,0.000000,0.032061
"{1, 3, 9, 7, 5, 8, 10, 4, 2, 6, 1}",3.863631,"{1, 6, 2, 4, 10, 8, 5, 7, 9, 3, 1}",3.863631,0.000000,0.032033
"{1, 10, 3, 4, 6, 7, 8, 2, 5, 9, 1}",2.965590,"{1, 10, 3, 4, 6, 7, 8, 2, 5, 9, 1}",2.965590,0.000000,0.031987
"{1, 2, 5, 3, 6, 7, 9, 8, 4, 10, 1}",3.261043,"{1, 10, 4, 8, 9, 7, 6, 3, 5, 2, 1}",3.261043,0.000000,0.032094
"{1, 7, 2, 8, 3, 4, 5, 10, 9, 6, 1}",2.447722,"{1, 7, 2, 8, 3, 4, 5, 10, 9, 6, 1}",2.447722,0.000000,0.033046
"{1, 6, 4, 7, 2, 8, 9, 3, 5, 10, 1}",2.274849,"{1, 10, 5, 3, 9, 8, 2, 7, 4, 6, 1}",2.274849,0.000000,0.031911
"{1, 3, 7, 5, 10, 6, 4, 9, 8, 2, 1}",2.798526,"{1, 2, 8, 9, 4, 6, 10, 5, 7, 3, 1}",2.798526,0.000000,0.032000
"{1, 4, 8, 6, 9, 2, 7, 3, 10, 5, 1}",3.317075,"{1, 4, 8, 6, 9, 2, 7, 3, 10, 5, 1}",3.317075,0.000000,0.032065
"{1, 3, 6, 7, 8, 2, 9, 10, 4, 5, 1}",2.628824,"{1, 5, 4, 10, 9, 2, 8, 7, 6, 3, 1}",2.628824,0.000000,0.032062
"{1, 5, 3, 10, 6, 4, 8, 7, 2, 9, 1}",2.957671,"{1, 5, 3, 10, 6, 4, 8, 7, 2, 9, 1}",2.957671,0.000000,0.032135
"{1, 2, 7, 4, 6, 10, 8, 5, 3, 9, 1}",2.889184,"{1, 2, 7, 4, 6, 10, 8, 5, 3, 9, 1}",2.889184,0.000000,0.032373
"{1, 3, 6, 5, 8, 9, 7, 4, 10, 2, 1}",2.924616,"{1, 3, 6, 5, 8, 9, 7, 4, 10, 2, 1}",2.924616,0.000000,0.031830
"{1, 9, 3, 7, 6, 2, 8, 10, 4, 5, 1}",3.236931,"{1, 9, 3, 7, 6, 2, 8, 10, 4, 5, 1}",3.236931,0.000000,0.031878
"{1, 7, 10, 5, 3, 6, 4, 9, 2, 8, 1}",2.835431,"{1, 8, 2, 9, 4, 6, 3, 5, 10, 7, 1}",2.835430,0.000000,0.032204
"{1, 2, 4, 3, 10, 6, 9, 8, 7, 5, 1}",3.543030,"{1, 5, 7, 8, 9, 6, 10, 3, 4, 2, 1}",3.543030,0.000000,0.032052
"{1, 6, 2, 10, 3, 7, 4, 8, 5, 9, 1}",2.727511,"{1, 6, 2, 10, 3, 7, 4, 8, 5, 9, 1}",2.727511,0.000000,0.031830
"{1, 7, 4, 9, 8, 6, 2, 5, 3, 10, 1}",2.652045,"{1, 10, 3, 5, 2, 6, 8, 9, 4, 7, 1}",2.652045,0.000000,0.032134
"{1, 5, 10, 7, 8, 2, 6, 9, 4, 3, 1}",2.507614,"{1, 3, 4, 9, 6, 2, 8, 7, 10, 5, 1}",2.507613,0.000000,0.032153
"{1, 2, 4, 10, 6, 7, 9, 3, 5, 8, 1}",2.403139,"{1, 2, 4, 10, 6, 7, 9, 3, 5, 8, 1}",2.403139,0.000000,0.031887
"{1, 7, 4, 9, 8, 10, 2, 6, 5, 3, 1}",2.699168,"{1, 7, 4, 9, 8, 10, 2, 6, 5, 3, 1}",2.699168,0.000000,0.032186
"{1, 3, 9, 2, 6, 8, 4, 7, 10, 5, 1}",2.140904,"{1, 3, 9, 2, 6, 8, 4, 7, 10, 5, 1}",2.140904,0.000000,0.032146
"{1, 2, 10, 6, 4, 3, 8, 5, 9, 7, 1}",2.348403,"{1, 2, 10, 6, 4, 3, 8, 5, 9, 7, 1}",2.348403,0.000000,0.031931
"{1, 6, 8, 3, 2, 10, 7, 9, 4, 5, 1}",3.523530,"{1, 5, 4, 9, 7, 10, 2, 3, 8, 6, 1}",3.523530,0.000000,0.032542
"{1, 10, 4, 7, 9, 6, 8, 5, 2, 3, 1}",2.143763,"{1, 3, 2, 5, 8, 6, 9, 7, 4, 10, 1}",2.143763,0.000000,0.032356
"{1, 10, 9, 8, 3, 6, 2, 4, 5, 7, 1}",3.180171,"{1, 7, 5, 4, 2, 6, 3, 8, 9, 10, 1}",3.180171,0.000000,0.032122
"{1, 4, 5, 10, 8, 2, 7, 6, 9, 3, 1}",2.945385,"{1, 4, 5, 10, 8, 2, 7, 6, 9, 3, 1}",2.945385,0.000000,0.032433
"{1, 3, 8, 2, 4, 10, 7, 9, 6, 5, 1}",3.092993,"{1, 3, 8, 2, 4, 10, 7, 9, 6, 5, 1}",3.092993,0.000000,0.032255
"{1, 6, 3, 7, 9, 10, 5, 4, 2, 8, 1}",2.947729,"{1, 8, 2, 4, 5, 10, 9, 7, 3, 6, 1}",2.947729,0.000000,0.031930
"{1, 9, 10, 4, 6, 7, 5, 2, 3, 8, 1}",2.553962,"{1, 8, 3, 2, 5, 7, 6, 4, 10, 9, 1}",2.553961,0.000000,0.032047
"{1, 8, 5, 6, 3, 4, 10, 7, 2, 9, 1}",2.867541,"{1, 8, 5, 6, 3, 4, 10, 7, 2, 9, 1}",2.867541,0.000000,0.031981
"{1, 4, 9, 6, 3, 8, 5, 2, 7, 10, 1}",2.898423,"{1, 10, 7, 2, 5, 8, 3, 6, 9, 4, 1}",2.898423,0.000000,0.032072
"{1, 8, 10, 3, 5, 4, 2, 7, 9, 6, 1}",2.860859,"{1, 8, 10, 3, 5, 4, 2, 7, 9, 6, 1}",2.860859,0.000000,0.032072
"{1, 5, 7, 2, 3, 10, 9, 6, 4, 8, 1}",2.706858,"{1, 5, 7, 2, 3, 10, 9, 6, 4, 8, 1}",2.706858,0.000000,0.031987
"{1, 7, 6, 9, 2, 10, 5, 3, 8, 4, 1}",2.978607,"{1, 4, 8, 3, 5, 10, 2, 9, 6, 7, 1}",2.978607,0.000000,0.032158
"{1, 6, 7, 5, 8, 10, 9, 4, 2, 3, 1}",2.842756,"{1, 6, 7, 5, 8, 10, 9, 4, 2, 3, 1}",2.842756,0.000000,0.032278
"{1, 5, 9, 7, 10, 6, 2, 8, 3, 4, 1}",3.291559,"{1, 5, 9, 7, 10, 6, 2, 8, 3, 4, 1}",3.291559,0.000000,0.032063
"{1, 9, 5, 4, 8, 3, 2, 6, 7, 10, 1}",2.896582,"{1, 9, 5, 4, 8, 3, 2, 6, 7, 10, 1}",2.896582,0.000000,0.032050
"{1, 3, 5, 6, 8, 2, 10, 4, 7, 9, 1}",3.206254,"{1, 9, 7, 4, 10, 2, 8, 6, 5, 3, 1}",3.206254,0.000000,0.031914
"{1, 9, 3, 2, 4, 6, 10, 7, 8, 5, 1}",2.887946,"{1, 5, 8, 7, 10, 6, 4, 2, 3, 9, 1}",2.887946,0.000000,0.032076
"{1, 7, 9, 2, 10, 4, 5, 6, 8, 3, 1}",2.993347,"{1, 3, 8, 6, 5, 4, 10, 2, 9, 7, 1}",2.993347,0.000000,0.032075
"{1, 4, 3, 5, 10, 9, 6, 8, 7, 2, 1}",2.836026,"{1, 2, 7, 8, 6, 9, 10, 5, 3, 4, 1}",2.836026,0.000000,0.032288
"{1, 10, 9, 4, 3, 8, 6, 2, 7, 5, 1}",3.090051,"{1, 10, 9, 4, 3, 8, 6, 2, 7, 5, 1}",3.090051,0.000000,0.032410
"{1, 9, 6, 10, 7, 3, 8, 4, 2, 5, 1}",2.693288,"{1, 9, 6, 10, 7, 3, 8, 4, 2, 5, 1}",2.693288,0.000000,0.032549
"{1, 7, 10, 9, 6, 2, 3, 5, 8, 4, 1}",2.602782,"{1, 4, 8, 5, 3, 2, 6, 9, 10, 7, 1}",2.602781,0.000000,0.032186
"{1, 9, 7, 8, 4, 6, 10, 2, 5, 3, 1}",2.888857,"{1, 9, 7, 8, 4, 6, 10, 2, 5, 3, 1}",2.888857,0.000000,0.031945
"{1, 7, 6, 5, 9, 8, 4, 10, 3, 2, 1}",3.034768,"{1, 7, 6, 5, 9, 8, 4, 10, 3, 2, 1}",3.034768,0.000000,0.032058
"{1, 8, 3, 10, 2, 9, 5, 7, 4, 6, 1}",2.491665,"{1, 6, 4, 7, 5, 9, 2, 10, 3, 8, 1}",2.491665,0.000000,0.032013
"{1, 8, 2, 9, 3, 5, 10, 6, 4, 7, 1}",3.282453,"{1, 8, 4, 6, 7, 10, 5, 3, 2, 9, 1}",3.299146,0.005085,0.032129
"{1, 3, 9, 4, 2, 6, 5, 8, 7, 10, 1}",2.594215,"{1, 10, 7, 8, 5, 6, 2, 4, 9, 3, 1}",2.594215,0.000000,0.032066
"{1, 10, 8, 6, 5, 2, 9, 7, 4, 3, 1}",2.620589,"{1, 10, 8, 6, 5, 2, 9, 7, 4, 3, 1}",2.620589,0.000000,0.032200
"{1, 8, 10, 9, 6, 3, 5, 4, 2, 7, 1}",2.872398,"{1, 7, 2, 4, 5, 3, 6, 9, 10, 8, 1}",2.872398,0.000000,0.032196
"{1, 2, 6, 5, 9, 8, 10, 3, 4, 7, 1}",2.613978,"{1, 2, 6, 5, 9, 8, 10, 3, 4, 7, 1}",2.613978,0.000000,0.032147
"{1, 10, 4, 6, 5, 7, 2, 9, 8, 3, 1}",3.551383,"{1, 10, 4, 6, 5, 7, 2, 9, 8, 3, 1}",3.551383,0.000000,0.031936
"{1, 8, 9, 3, 7, 5, 10, 6, 2, 4, 1}",3.018977,"{1, 8, 4, 7, 9, 3, 5, 10, 6, 2, 1}",3.052543,0.011118,0.031856
"{1, 3, 8, 4, 9, 5, 7, 10, 2, 6, 1}",2.731371,"{1, 3, 8, 4, 9, 5, 7, 10, 2, 6, 1}",2.731371,0.000000,0.032064
"{1, 3, 6, 9, 2, 10, 7, 4, 8, 5, 1}",3.129451,"{1, 3, 6, 9, 2, 10, 7, 4, 8, 5, 1}",3.129451,0.000000,0.031812
"{1, 7, 9, 6, 3, 8, 2, 4, 10, 5, 1}",2.311997,"{1, 7, 9, 6, 3, 8, 2, 4, 10, 5, 1}",2.311997,0.000000,0.032399
"{1, 10, 8, 7, 6, 4, 3, 2, 9, 5, 1}",3.227270,"{1, 10, 8, 7, 6, 4, 3, 2, 9, 5, 1}",3.227270,0.000000,0.031982
"{1, 6, 2, 8, 7, 10, 3, 4, 5, 9, 1}",3.250456,"{1, 9, 5, 4, 3, 10, 7, 8, 2, 6, 1}",3.250456,0.000000,0.031930
"{1, 3, 10, 4, 9, 7, 8, 6, 5, 2, 1}",3.321304,"{1, 2, 5, 6, 8, 7, 9, 4, 10, 3, 1}",3.321304,0.000000,0.032046
"{1, 6, 4, 9, 10, 7, 5, 2, 8, 3, 1}",2.926002,"{1, 6, 4, 9, 10, 7, 5, 2, 8, 3, 1}",2.926002,0.000000,0.032741
"{1, 3, 10, 7, 2, 8, 9, 4, 6, 5, 1}",3.418477,"{1, 5, 6, 4, 9, 8, 2, 7, 10, 3, 1}",3.418477,0.000000,0.031969
"{1, 9, 5, 4, 6, 2, 10, 8, 7, 3, 1}",2.884604,"{1, 3, 7, 8, 10, 2, 6, 4, 5, 9, 1}",2.884604,0.000000,0.031769
"{1, 6, 10, 5, 7, 2, 3, 9, 8, 4, 1}",3.343422,"{1, 4, 8, 9, 3, 2, 7, 5, 10, 6, 1}",3.343422,0.000000,0.032026
"{1, 9, 2, 7, 6, 5, 8, 4, 3, 10, 1}",2.410748,"{1, 10, 3, 4, 8, 5, 6, 7, 2, 9, 1}",2.410748,0.000000,0.031904
"{1, 2, 3, 4, 9, 10, 7, 5, 6, 8, 1}",2.566636,"{1, 8, 6, 5, 7, 10, 9, 4, 3, 2, 1}",2.566635,0.000000,0.032040
"{1, 4, 8, 5, 10, 9, 7, 3, 2, 6, 1}",2.977180,"{1, 4, 8, 5, 10, 9, 7, 3, 2, 6, 1}",2.977180,0.000000,0.031969
"{1, 8, 5, 9, 7, 10, 4, 2, 6, 3, 1}",2.826008,"{1, 3, 6, 2, 4, 10, 7, 9, 5, 8, 1}",2.826008,0.000000,0.032022
"{1, 2, 4, 8, 9, 10, 6, 5, 7, 3, 1}",3.034863,"{1, 2, 4, 8, 9, 10, 6, 5, 7, 3, 1}",3.034863,0.000000,0.031956
"{1, 2, 5, 4, 10, 3, 6, 8, 7, 9, 1}",2.460446,"{1, 2, 5, 4, 10, 3, 6, 8, 7, 9, 1}",2.460446,0.000000,0.032226
"{1, 6, 4, 7, 8, 9, 3, 10, 2, 5, 1}",3.081092,"{1, 5, 2, 10, 6, 4, 3, 9, 8, 7, 1}",3.091390,0.003342,0.032097
"{1, 3, 9, 5, 8, 4, 7, 10, 6, 2, 1}",2.723597,"{1, 2, 6, 10, 7, 4, 8, 5, 9, 3, 1}",2.723596,0.000000,0.032055
"{1, 10, 7, 6, 2, 5, 3, 8, 4, 9, 1}",2.684485,"{1, 10, 7, 6, 2, 5, 3, 8, 4, 9, 1}",2.684485,0.000000,0.032702
"{1, 2, 7, 5, 4, 3, 10, 9, 8, 6, 1}",2.666116,"{1, 6, 8, 9, 10, 3, 4, 5, 7, 2, 1}",2.666115,0.000000,0.032197
"{1, 3, 8, 4, 5, 9, 6, 10, 2, 7, 1}",2.193190,"{1, 7, 2, 10, 6, 9, 5, 4, 8, 3, 1}",2.193190,0.000000,0.032276
"{1, 2, 9, 5, 10, 4, 7, 6, 8, 3, 1}",2.917085,"{1, 2, 9, 5, 10, 4, 7, 6, 8, 3, 1}",2.917085,0.000000,0.032153
"{1, 3, 2, 8, 7, 9, 4, 5, 6, 10, 1}",3.159013,"{1, 3, 2, 8, 7, 9, 4, 5, 6, 10, 1}",3.159013,0.000000,0.031956
"{1, 8, 5, 3, 4, 7, 10, 9, 6, 2, 1}",3.006011,"{1, 8, 5, 3, 4, 7, 10, 9, 6, 2, 1}",3.006011,0.000000,0.031933
