optimal_tour,optimal_tour_length,nearest_neighbor_tour,nearest_neighbor_tour_length,score,time
"{1, 3, 16, 11, 10, 12, 20, 5, 14, 17, 7, 2, 15, 18, 9, 6, 4, 13, 19, 8, 1}",3.780954,"{1, 8, 3, 16, 7, 2, 17, 15, 18, 9, 14, 5, 20, 12, 10, 11, 13, 19, 4, 6, 1}",5.031816,0.330832,0.000051
"{1, 10, 8, 13, 11, 19, 3, 6, 5, 9, 12, 18, 15, 2, 16, 7, 20, 17, 14, 4, 1}",3.371196,"{1, 14, 4, 3, 6, 5, 2, 15, 18, 12, 16, 7, 20, 17, 11, 8, 13, 19, 10, 9, 1}",5.118551,0.518319,0.000051
"{1, 13, 2, 11, 12, 8, 15, 7, 19, 9, 4, 20, 16, 10, 5, 6, 18, 14, 3, 17, 1}",3.770459,"{1, 13, 2, 11, 12, 8, 16, 10, 5, 6, 18, 14, 3, 17, 4, 20, 9, 19, 7, 15, 1}",4.677912,0.240674,0.000051
"{1, 10, 6, 8, 16, 20, 3, 11, 4, 14, 17, 15, 19, 12, 2, 5, 9, 13, 18, 7, 1}",4.074657,"{1, 10, 7, 18, 9, 13, 5, 12, 2, 19, 17, 14, 4, 11, 3, 20, 16, 8, 6, 15, 1}",5.281198,0.296109,0.000052
"{1, 8, 14, 20, 7, 10, 16, 5, 6, 18, 4, 15, 13, 11, 17, 9, 12, 2, 3, 19, 1}",3.231835,"{1, 8, 14, 20, 7, 10, 5, 6, 18, 4, 15, 16, 13, 11, 17, 9, 12, 2, 3, 19, 1}",3.361295,0.040058,0.000052
"{1, 4, 17, 15, 8, 10, 3, 7, 20, 9, 2, 16, 5, 13, 12, 14, 19, 11, 18, 6, 1}",3.806571,"{1, 14, 19, 11, 18, 6, 4, 17, 15, 8, 10, 3, 7, 20, 9, 2, 16, 5, 12, 13, 1}",3.925058,0.031127,0.000052
"{1, 14, 3, 17, 7, 5, 2, 18, 6, 4, 9, 11, 20, 16, 13, 15, 12, 10, 19, 8, 1}",3.555058,"{1, 14, 19, 8, 12, 15, 13, 16, 20, 11, 9, 4, 6, 7, 5, 2, 17, 3, 18, 10, 1}",4.363196,0.227321,0.000051
"{1, 18, 10, 3, 20, 7, 12, 13, 17, 4, 9, 19, 11, 14, 15, 8, 16, 6, 5, 2, 1}",3.685515,"{1, 18, 10, 3, 20, 7, 13, 12, 8, 16, 6, 5, 2, 15, 14, 11, 19, 9, 4, 17, 1}",4.162297,0.129366,0.000051
"{1, 3, 17, 13, 8, 20, 15, 7, 11, 19, 9, 2, 14, 6, 18, 4, 16, 12, 5, 10, 1}",3.634190,"{1, 3, 10, 5, 12, 16, 18, 4, 6, 14, 2, 9, 19, 11, 7, 15, 20, 8, 13, 17, 1}",3.687425,0.014648,0.000051
"{1, 19, 16, 17, 8, 7, 14, 6, 12, 15, 10, 20, 11, 9, 5, 13, 3, 4, 2, 18, 1}",4.026299,"{1, 19, 18, 16, 17, 8, 7, 14, 6, 12, 10, 20, 11, 9, 5, 3, 13, 4, 2, 15, 1}",4.506874,0.119359,0.000052
"{1, 19, 20, 12, 9, 10, 14, 8, 16, 2, 13, 4, 6, 17, 3, 18, 5, 7, 15, 11, 1}",3.557369,"{1, 11, 15, 20, 19, 12, 9, 10, 14, 17, 6, 4, 13, 8, 2, 16, 3, 18, 5, 7, 1}",4.114865,0.156716,0.000052
"{1, 10, 8, 20, 19, 17, 5, 2, 12, 14, 18, 11, 9, 7, 15, 3, 6, 13, 4, 16, 1}",3.502678,"{1, 10, 8, 20, 19, 17, 5, 16, 4, 13, 6, 3, 15, 7, 9, 18, 11, 14, 12, 2, 1}",3.941243,0.125208,0.000052
"{1, 7, 13, 4, 5, 6, 15, 19, 9, 12, 17, 18, 20, 10, 8, 2, 14, 11, 16, 3, 1}",3.979385,"{1, 3, 16, 11, 14, 2, 8, 10, 20, 18, 17, 12, 9, 15, 19, 4, 13, 5, 7, 6, 1}",4.504320,0.131914,0.000051
"{1, 16, 10, 8, 17, 9, 3, 2, 14, 4, 12, 6, 18, 19, 5, 11, 7, 20, 15, 13, 1}",3.989491,"{1, 13, 15, 20, 4, 12, 14, 2, 3, 6, 19, 5, 11, 18, 7, 9, 8, 17, 10, 16, 1}",4.619324,0.157873,0.000051
"{1, 6, 7, 13, 4, 11, 8, 18, 2, 12, 5, 16, 15, 10, 14, 9, 3, 19, 17, 20, 1}",3.445786,"{1, 20, 4, 11, 8, 18, 2, 12, 5, 16, 15, 10, 14, 9, 3, 19, 17, 6, 7, 13, 1}",3.729975,0.082475,0.000055
"{1, 3, 2, 15, 4, 10, 11, 14, 19, 8, 20, 12, 7, 6, 17, 13, 9, 16, 5, 18, 1}",4.204516,"{1, 18, 4, 15, 2, 3, 10, 11, 19, 14, 8, 20, 17, 6, 12, 7, 13, 9, 16, 5, 1}",4.685459,0.114387,0.000051
"{1, 6, 7, 20, 11, 15, 10, 2, 9, 13, 18, 16, 5, 14, 8, 17, 12, 4, 3, 19, 1}",4.102246,"{1, 7, 20, 11, 19, 3, 15, 10, 8, 17, 12, 4, 2, 5, 16, 18, 13, 9, 6, 14, 1}",6.081558,0.482495,0.000051
"{1, 3, 17, 15, 18, 7, 14, 8, 5, 13, 12, 6, 2, 16, 10, 20, 11, 19, 4, 9, 1}",4.085589,"{1, 9, 20, 10, 16, 6, 2, 13, 5, 8, 14, 7, 18, 15, 3, 17, 4, 19, 11, 12, 1}",4.992991,0.222098,0.000051
"{1, 14, 5, 12, 20, 16, 3, 15, 7, 10, 2, 19, 8, 18, 4, 9, 17, 11, 13, 6, 1}",3.822300,"{1, 6, 13, 14, 5, 12, 3, 20, 16, 10, 2, 19, 8, 17, 11, 18, 4, 9, 15, 7, 1}",4.745811,0.241611,0.000051
"{1, 2, 15, 3, 8, 17, 10, 19, 14, 13, 4, 11, 7, 12, 6, 18, 9, 5, 16, 20, 1}",3.278409,"{1, 2, 15, 3, 8, 17, 10, 19, 14, 13, 4, 11, 7, 12, 6, 18, 9, 5, 16, 20, 1}",3.278409,0.000000,0.000052
"{1, 19, 20, 6, 8, 13, 7, 4, 10, 9, 11, 18, 2, 16, 12, 5, 17, 15, 3, 14, 1}",3.887375,"{1, 14, 19, 20, 6, 8, 4, 13, 7, 10, 9, 11, 16, 2, 18, 12, 5, 15, 3, 17, 1}",4.429232,0.139389,0.000052
"{1, 17, 13, 6, 8, 12, 20, 5, 7, 15, 19, 18, 14, 3, 10, 16, 11, 4, 9, 2, 1}",4.029413,"{1, 13, 17, 8, 6, 12, 20, 7, 15, 19, 18, 10, 3, 14, 5, 2, 11, 4, 9, 16, 1}",4.823534,0.197081,0.000051
"{1, 18, 12, 19, 15, 4, 9, 8, 6, 17, 2, 11, 20, 10, 14, 16, 13, 7, 3, 5, 1}",4.105566,"{1, 5, 3, 7, 18, 19, 12, 8, 6, 17, 10, 20, 2, 11, 16, 13, 14, 9, 4, 15, 1}",4.721723,0.150078,0.000051
"{1, 16, 4, 3, 18, 5, 8, 10, 19, 9, 15, 17, 2, 6, 11, 12, 14, 7, 20, 13, 1}",3.967801,"{1, 13, 20, 7, 14, 12, 11, 6, 2, 17, 15, 19, 10, 8, 5, 18, 3, 4, 16, 9, 1}",5.266855,0.327399,0.000051
"{1, 8, 11, 19, 6, 15, 5, 10, 2, 18, 7, 17, 9, 14, 20, 13, 16, 4, 12, 3, 1}",3.466249,"{1, 8, 3, 12, 4, 16, 13, 20, 14, 9, 17, 10, 5, 15, 6, 19, 11, 2, 7, 18, 1}",4.594151,0.325396,0.000051
"{1, 12, 18, 4, 20, 5, 2, 9, 15, 10, 13, 17, 19, 11, 8, 7, 3, 14, 6, 16, 1}",4.795065,"{1, 16, 12, 8, 11, 9, 15, 19, 13, 17, 3, 7, 6, 14, 2, 18, 4, 5, 20, 10, 1}",6.359491,0.326257,0.000052
"{1, 15, 14, 13, 19, 18, 16, 17, 2, 20, 7, 10, 8, 3, 6, 11, 9, 12, 4, 5, 1}",3.469141,"{1, 5, 4, 12, 9, 11, 6, 8, 3, 10, 19, 13, 14, 15, 16, 17, 18, 7, 20, 2, 1}",3.944177,0.136932,0.000051
"{1, 12, 14, 7, 5, 8, 10, 9, 4, 18, 6, 11, 2, 15, 3, 17, 20, 19, 16, 13, 1}",3.482816,"{1, 13, 14, 9, 4, 18, 6, 11, 2, 15, 3, 17, 20, 19, 16, 5, 7, 8, 10, 12, 1}",3.879107,0.113785,0.000051
"{1, 5, 17, 20, 10, 7, 8, 6, 9, 18, 15, 11, 4, 12, 3, 14, 19, 13, 16, 2, 1}",3.536839,"{1, 5, 2, 17, 20, 10, 7, 8, 6, 9, 11, 4, 12, 16, 13, 19, 14, 3, 18, 15, 1}",4.095379,0.157921,0.000051
"{1, 18, 14, 16, 9, 8, 4, 13, 20, 12, 3, 17, 5, 7, 11, 6, 10, 19, 2, 15, 1}",3.943122,"{1, 14, 18, 16, 10, 6, 3, 12, 20, 13, 4, 8, 9, 15, 2, 19, 11, 7, 5, 17, 1}",4.578522,0.161141,0.000051
"{1, 2, 17, 3, 7, 6, 8, 16, 14, 4, 9, 20, 13, 15, 18, 10, 12, 11, 19, 5, 1}",3.248978,"{1, 5, 19, 11, 12, 10, 18, 15, 13, 20, 9, 4, 14, 6, 7, 8, 16, 3, 17, 2, 1}",3.345127,0.029594,0.000051
"{1, 20, 2, 19, 15, 10, 13, 18, 4, 16, 9, 14, 11, 7, 8, 12, 3, 17, 5, 6, 1}",3.764408,"{1, 6, 20, 2, 14, 9, 11, 7, 8, 12, 3, 17, 5, 19, 15, 10, 13, 16, 4, 18, 1}",4.663249,0.238774,0.000051
"{1, 20, 18, 16, 3, 11, 13, 7, 5, 6, 15, 19, 2, 17, 9, 12, 8, 10, 14, 4, 1}",3.301753,"{1, 4, 14, 10, 8, 9, 17, 15, 19, 2, 12, 5, 7, 13, 11, 16, 3, 6, 18, 20, 1}",4.034955,0.222064,0.000051
"{1, 15, 8, 6, 12, 3, 17, 19, 18, 4, 20, 11, 10, 14, 5, 2, 7, 16, 13, 9, 1}",3.646290,"{1, 15, 8, 6, 12, 3, 16, 7, 14, 10, 5, 2, 13, 9, 11, 20, 4, 18, 19, 17, 1}",4.485389,0.230124,0.000052
"{1, 4, 19, 6, 15, 2, 18, 16, 17, 10, 12, 11, 20, 3, 13, 14, 8, 9, 5, 7, 1}",3.703065,"{1, 5, 7, 6, 15, 2, 16, 17, 10, 12, 11, 3, 20, 13, 14, 8, 9, 4, 19, 18, 1}",4.424479,0.194815,0.000052
"{1, 3, 13, 8, 20, 19, 18, 6, 4, 15, 9, 17, 11, 10, 16, 2, 12, 5, 14, 7, 1}",3.403824,"{1, 3, 8, 20, 19, 18, 6, 4, 15, 9, 7, 14, 5, 10, 2, 16, 12, 11, 17, 13, 1}",4.290330,0.260444,0.000051
"{1, 10, 20, 12, 4, 18, 2, 14, 3, 11, 13, 5, 17, 19, 16, 6, 7, 9, 15, 8, 1}",3.974075,"{1, 8, 15, 9, 7, 6, 16, 19, 17, 5, 11, 13, 14, 2, 18, 4, 12, 10, 20, 3, 1}",5.191285,0.306287,0.000051
"{1, 4, 7, 3, 14, 10, 6, 15, 13, 8, 9, 16, 17, 12, 20, 5, 19, 11, 18, 2, 1}",3.969007,"{1, 4, 7, 10, 14, 3, 6, 13, 15, 8, 16, 17, 20, 5, 12, 18, 2, 11, 19, 9, 1}",4.815908,0.213378,0.000051
"{1, 19, 9, 4, 15, 18, 5, 12, 14, 17, 16, 6, 13, 11, 8, 7, 10, 2, 20, 3, 1}",3.814619,"{1, 2, 10, 19, 13, 11, 6, 16, 17, 14, 12, 5, 18, 15, 4, 9, 3, 20, 7, 8, 1}",4.658575,0.221242,0.000055
"{1, 16, 17, 4, 10, 9, 20, 11, 5, 19, 2, 7, 14, 6, 3, 12, 18, 13, 15, 8, 1}",3.729522,"{1, 16, 17, 8, 15, 13, 14, 6, 18, 12, 3, 7, 2, 5, 11, 20, 9, 10, 4, 19, 1}",5.316015,0.425388,0.000052
"{1, 8, 4, 17, 15, 19, 2, 3, 6, 11, 16, 13, 12, 14, 20, 9, 5, 10, 18, 7, 1}",3.518163,"{1, 8, 4, 17, 15, 19, 2, 3, 16, 13, 12, 11, 6, 14, 20, 9, 5, 10, 18, 7, 1}",3.813179,0.083855,0.000051
"{1, 9, 18, 6, 15, 8, 20, 19, 17, 7, 2, 12, 16, 14, 4, 3, 11, 5, 13, 10, 1}",3.732700,"{1, 9, 10, 18, 15, 6, 8, 20, 17, 19, 7, 2, 12, 14, 4, 3, 11, 5, 13, 16, 1}",4.368122,0.170231,0.000052
"{1, 7, 19, 18, 3, 12, 20, 6, 8, 10, 2, 14, 15, 5, 9, 11, 17, 16, 4, 13, 1}",3.925524,"{1, 7, 19, 13, 9, 11, 17, 5, 15, 14, 10, 2, 8, 6, 12, 20, 3, 18, 4, 16, 1}",4.301935,0.095888,0.000051
"{1, 9, 16, 7, 18, 15, 4, 10, 13, 5, 3, 14, 11, 8, 20, 19, 6, 17, 2, 12, 1}",4.177693,"{1, 9, 16, 7, 18, 10, 4, 13, 12, 2, 17, 6, 19, 20, 5, 3, 14, 8, 11, 15, 1}",4.509556,0.079437,0.000052
"{1, 10, 2, 13, 9, 20, 8, 17, 16, 11, 19, 15, 3, 5, 6, 18, 14, 7, 12, 4, 1}",4.005063,"{1, 10, 4, 12, 7, 14, 18, 5, 3, 15, 19, 11, 6, 9, 20, 8, 13, 17, 16, 2, 1}",4.571968,0.141547,0.000057
"{1, 8, 4, 9, 6, 2, 15, 10, 13, 3, 18, 7, 14, 11, 20, 5, 12, 16, 17, 19, 1}",4.003620,"{1, 8, 4, 9, 16, 17, 6, 2, 15, 10, 13, 3, 18, 7, 11, 20, 5, 12, 19, 14, 1}",5.929045,0.480921,0.000052
"{1, 19, 11, 9, 17, 14, 13, 7, 6, 15, 4, 10, 18, 12, 3, 5, 8, 20, 2, 16, 1}",4.069552,"{1, 19, 16, 11, 9, 17, 14, 13, 15, 4, 10, 18, 6, 7, 2, 20, 8, 5, 12, 3, 1}",5.007055,0.230370,0.000051
"{1, 11, 2, 6, 20, 4, 13, 7, 10, 16, 14, 5, 15, 12, 18, 9, 17, 19, 3, 8, 1}",3.183201,"{1, 8, 11, 2, 6, 20, 19, 17, 3, 9, 18, 12, 15, 5, 14, 16, 10, 4, 13, 7, 1}",3.599615,0.130816,0.000052
"{1, 10, 2, 19, 12, 16, 7, 17, 11, 20, 14, 15, 6, 9, 8, 18, 5, 13, 3, 4, 1}",3.506426,"{1, 10, 12, 19, 2, 13, 3, 5, 18, 8, 9, 6, 15, 14, 11, 20, 17, 7, 16, 4, 1}",3.692040,0.052935,0.000057
"{1, 19, 5, 11, 4, 8, 3, 13, 14, 18, 20, 12, 9, 7, 2, 16, 10, 15, 17, 6, 1}",3.565069,"{1, 6, 17, 15, 10, 16, 2, 7, 9, 12, 18, 20, 14, 3, 13, 8, 11, 5, 19, 4, 1}",4.352011,0.220737,0.000052
"{1, 9, 8, 3, 12, 2, 13, 4, 15, 20, 10, 18, 7, 14, 17, 6, 5, 11, 19, 16, 1}",4.005012,"{1, 16, 9, 8, 2, 13, 4, 11, 19, 5, 6, 17, 14, 15, 20, 10, 18, 7, 12, 3, 1}",4.678278,0.168106,0.000052
"{1, 12, 2, 16, 6, 15, 5, 7, 14, 10, 19, 8, 11, 4, 3, 13, 9, 20, 18, 17, 1}",4.007835,"{1, 17, 12, 5, 7, 14, 15, 6, 16, 10, 3, 13, 4, 11, 8, 19, 20, 9, 18, 2, 1}",5.054177,0.261074,0.000052
"{1, 9, 15, 11, 13, 17, 12, 19, 8, 5, 6, 10, 18, 2, 14, 3, 4, 7, 20, 16, 1}",3.340037,"{1, 16, 20, 7, 4, 3, 10, 6, 18, 2, 8, 5, 9, 15, 11, 13, 17, 12, 19, 14, 1}",3.812567,0.141474,0.000056
"{1, 4, 14, 18, 9, 3, 6, 5, 12, 16, 10, 15, 17, 13, 20, 7, 11, 19, 2, 8, 1}",3.746554,"{1, 4, 2, 8, 19, 11, 7, 15, 10, 16, 12, 6, 3, 18, 9, 14, 17, 13, 20, 5, 1}",5.299549,0.414513,0.000051
"{1, 9, 8, 11, 14, 3, 20, 13, 2, 17, 16, 18, 5, 19, 12, 4, 7, 10, 6, 15, 1}",3.382577,"{1, 15, 6, 10, 7, 4, 12, 19, 5, 18, 16, 17, 2, 3, 20, 13, 8, 11, 14, 9, 1}",3.612025,0.067832,0.000051
"{1, 5, 12, 18, 20, 11, 19, 17, 2, 16, 8, 3, 10, 14, 6, 7, 15, 9, 4, 13, 1}",3.947663,"{1, 13, 5, 4, 9, 12, 18, 20, 11, 6, 14, 10, 3, 8, 16, 2, 17, 19, 15, 7, 1}",4.758843,0.205484,0.000052
"{1, 15, 4, 2, 19, 8, 16, 11, 9, 7, 12, 5, 17, 10, 20, 3, 18, 14, 6, 13, 1}",3.923082,"{1, 13, 3, 6, 14, 18, 20, 10, 5, 17, 12, 7, 9, 11, 16, 8, 19, 2, 4, 15, 1}",4.067066,0.036702,0.000067
"{1, 4, 11, 6, 20, 13, 12, 19, 17, 10, 9, 8, 5, 2, 7, 14, 15, 18, 16, 3, 1}",3.830351,"{1, 4, 11, 2, 5, 8, 9, 10, 17, 12, 13, 20, 6, 19, 14, 15, 18, 16, 3, 7, 1}",5.402886,0.410546,0.000052
