optimal_tour,optimal_tour_length,nearest_neighbor_tour,nearest_neighbor_tour_length,score,time
"{1, 14, 9, 4, 5, 8, 10, 6, 18, 3, 17, 16, 7, 19, 13, 12, 20, 2, 11, 15, 1}",4.241396,"{1, 15, 11, 2, 20, 12, 14, 9, 16, 17, 7, 19, 13, 4, 10, 6, 8, 18, 3, 5, 1}",5.057279,0.192362,0.000052
"{1, 10, 12, 20, 16, 7, 14, 13, 6, 5, 9, 19, 4, 15, 18, 3, 17, 8, 2, 11, 1}",3.398995,"{1, 11, 2, 8, 6, 13, 14, 10, 7, 20, 16, 12, 5, 9, 19, 4, 15, 3, 18, 17, 1}",3.882066,0.142122,0.000052
"{1, 13, 5, 9, 3, 8, 10, 12, 2, 18, 17, 6, 15, 7, 16, 14, 19, 11, 4, 20, 1}",3.583882,"{1, 13, 5, 9, 3, 8, 10, 15, 6, 7, 17, 18, 2, 12, 16, 14, 19, 11, 4, 20, 1}",3.955270,0.103627,0.000052
"{1, 5, 17, 19, 10, 13, 14, 18, 12, 2, 8, 6, 16, 15, 9, 11, 4, 3, 20, 7, 1}",3.800765,"{1, 5, 7, 20, 4, 3, 11, 15, 2, 12, 6, 16, 8, 18, 14, 13, 10, 19, 17, 9, 1}",4.648827,0.223129,0.000051
"{1, 8, 6, 12, 9, 13, 17, 7, 5, 11, 19, 2, 20, 14, 10, 16, 18, 15, 4, 3, 1}",4.167280,"{1, 8, 3, 14, 20, 4, 16, 10, 2, 13, 17, 9, 12, 6, 15, 18, 11, 19, 5, 7, 1}",5.127173,0.230340,0.000051
"{1, 9, 5, 3, 19, 7, 14, 17, 4, 2, 18, 16, 13, 11, 6, 15, 12, 10, 20, 8, 1}",3.814608,"{1, 8, 20, 5, 19, 3, 13, 11, 16, 18, 2, 7, 14, 17, 4, 9, 6, 15, 12, 10, 1}",4.684264,0.227981,0.000127
"{1, 7, 12, 19, 11, 16, 9, 14, 15, 6, 17, 10, 3, 2, 20, 4, 5, 18, 13, 8, 1}",3.771515,"{1, 7, 8, 13, 18, 5, 4, 20, 2, 3, 10, 15, 14, 9, 16, 6, 17, 12, 11, 19, 1}",4.290679,0.137654,0.000051
"{1, 7, 11, 8, 4, 6, 2, 18, 19, 10, 5, 12, 15, 17, 14, 16, 3, 9, 13, 20, 1}",4.215902,"{1, 20, 13, 3, 9, 16, 14, 17, 10, 19, 18, 2, 6, 12, 5, 15, 4, 8, 11, 7, 1}",4.335587,0.028389,0.000051
"{1, 2, 19, 3, 16, 7, 10, 13, 15, 8, 4, 14, 12, 11, 20, 18, 9, 6, 5, 17, 1}",3.477453,"{1, 2, 19, 3, 16, 7, 10, 13, 15, 8, 4, 12, 14, 11, 20, 9, 6, 18, 17, 5, 1}",3.699740,0.063922,0.000051
"{1, 5, 6, 17, 19, 13, 3, 4, 10, 7, 8, 2, 16, 12, 20, 15, 18, 9, 14, 11, 1}",4.072580,"{1, 5, 11, 9, 18, 15, 20, 2, 16, 12, 8, 7, 10, 3, 4, 6, 17, 19, 13, 14, 1}",5.290606,0.299080,0.000051
"{1, 11, 13, 10, 19, 20, 14, 16, 2, 18, 5, 17, 6, 3, 8, 9, 4, 7, 12, 15, 1}",4.265195,"{1, 11, 10, 13, 15, 12, 6, 3, 8, 9, 4, 7, 17, 5, 18, 2, 16, 14, 20, 19, 1}",4.596811,0.077749,0.000051
"{1, 7, 12, 11, 5, 4, 14, 18, 16, 19, 6, 10, 3, 15, 2, 17, 9, 8, 20, 13, 1}",3.680616,"{1, 4, 14, 10, 3, 15, 13, 20, 8, 17, 2, 9, 6, 19, 16, 18, 5, 11, 7, 12, 1}",4.037156,0.096869,0.000051
"{1, 2, 14, 3, 17, 6, 4, 11, 16, 12, 7, 8, 18, 13, 19, 9, 5, 15, 10, 20, 1}",4.054756,"{1, 20, 2, 14, 3, 17, 6, 4, 11, 16, 12, 19, 13, 7, 18, 8, 9, 5, 15, 10, 1}",4.114797,0.014807,0.000051
"{1, 3, 13, 6, 12, 20, 16, 5, 14, 11, 19, 7, 17, 8, 9, 2, 4, 10, 15, 18, 1}",3.709635,"{1, 18, 3, 13, 6, 12, 20, 16, 5, 14, 11, 7, 17, 8, 9, 2, 4, 10, 15, 19, 1}",4.578982,0.234348,0.000051
"{1, 20, 3, 4, 16, 6, 18, 11, 15, 5, 17, 2, 8, 19, 14, 7, 13, 12, 10, 9, 1}",3.292765,"{1, 11, 18, 6, 16, 20, 3, 4, 2, 17, 5, 15, 8, 19, 14, 7, 13, 12, 10, 9, 1}",3.665426,0.113176,0.000051
"{1, 12, 17, 6, 7, 4, 20, 5, 10, 9, 15, 3, 13, 16, 11, 18, 19, 8, 14, 2, 1}",3.824315,"{1, 14, 8, 19, 18, 11, 16, 13, 3, 5, 20, 10, 9, 15, 2, 7, 6, 4, 17, 12, 1}",4.263480,0.114835,0.000051
"{1, 16, 10, 7, 12, 13, 6, 19, 18, 15, 17, 8, 4, 20, 5, 14, 9, 2, 3, 11, 1}",3.592862,"{1, 3, 2, 9, 16, 10, 7, 18, 19, 6, 13, 12, 11, 14, 5, 20, 4, 17, 15, 8, 1}",4.799795,0.335925,0.000051
"{1, 20, 10, 14, 8, 4, 5, 6, 17, 12, 19, 13, 7, 9, 15, 2, 3, 18, 16, 11, 1}",3.842851,"{1, 20, 10, 14, 8, 4, 5, 6, 17, 19, 13, 7, 9, 15, 2, 18, 16, 11, 3, 12, 1}",5.132020,0.335472,0.000051
"{1, 6, 11, 18, 2, 4, 19, 8, 17, 14, 9, 16, 13, 20, 10, 12, 5, 7, 15, 3, 1}",3.500908,"{1, 3, 15, 7, 5, 12, 10, 20, 13, 16, 9, 14, 17, 8, 19, 4, 2, 6, 11, 18, 1}",3.521974,0.006017,0.000051
"{1, 5, 19, 18, 9, 6, 11, 15, 3, 8, 12, 2, 4, 10, 16, 14, 17, 7, 13, 20, 1}",4.329092,"{1, 5, 7, 13, 20, 19, 18, 9, 6, 11, 3, 8, 17, 14, 16, 10, 4, 2, 12, 15, 1}",5.101308,0.178378,0.000051
"{1, 7, 9, 15, 14, 20, 19, 13, 17, 3, 16, 18, 12, 10, 6, 4, 5, 11, 2, 8, 1}",4.038565,"{1, 8, 9, 15, 14, 20, 19, 13, 17, 5, 11, 2, 4, 6, 10, 12, 16, 18, 3, 7, 1}",4.852367,0.201508,0.000051
"{1, 7, 18, 17, 12, 6, 19, 8, 11, 10, 20, 13, 14, 16, 15, 4, 3, 9, 2, 5, 1}",3.946571,"{1, 7, 18, 17, 5, 12, 6, 11, 20, 13, 10, 14, 15, 16, 4, 3, 9, 2, 8, 19, 1}",4.833986,0.224857,0.000051
"{1, 4, 13, 19, 8, 16, 11, 17, 10, 3, 9, 5, 14, 7, 15, 20, 2, 18, 12, 6, 1}",3.927457,"{1, 6, 12, 18, 2, 14, 5, 10, 3, 9, 7, 15, 20, 19, 13, 4, 8, 16, 17, 11, 1}",4.624461,0.177470,0.000051
"{1, 2, 4, 17, 3, 12, 13, 19, 16, 8, 7, 5, 20, 15, 10, 6, 18, 9, 14, 11, 1}",3.907775,"{1, 11, 2, 3, 4, 17, 13, 12, 19, 16, 8, 7, 5, 20, 15, 10, 6, 14, 9, 18, 1}",4.140887,0.059653,0.000051
"{1, 12, 17, 13, 15, 6, 19, 2, 9, 5, 3, 7, 11, 18, 14, 4, 8, 10, 20, 16, 1}",4.227201,"{1, 16, 12, 17, 6, 15, 13, 2, 19, 9, 5, 3, 7, 11, 18, 14, 4, 20, 10, 8, 1}",4.376547,0.035330,0.000051
"{1, 19, 15, 5, 10, 12, 13, 3, 7, 18, 8, 2, 17, 6, 20, 4, 14, 9, 11, 16, 1}",3.855495,"{1, 16, 9, 11, 20, 4, 14, 13, 12, 3, 7, 10, 5, 15, 19, 6, 17, 2, 8, 18, 1}",4.786878,0.241573,0.000051
"{1, 8, 5, 19, 4, 12, 18, 16, 13, 15, 20, 9, 2, 7, 3, 6, 17, 11, 10, 14, 1}",3.842865,"{1, 8, 5, 19, 4, 11, 10, 17, 6, 3, 7, 2, 9, 15, 20, 13, 16, 18, 12, 14, 1}",4.327602,0.126140,0.000051
"{1, 2, 17, 13, 4, 9, 16, 12, 7, 11, 8, 14, 5, 10, 6, 19, 3, 15, 18, 20, 1}",3.994864,"{1, 2, 17, 20, 6, 10, 5, 14, 8, 7, 11, 19, 18, 15, 3, 12, 16, 9, 4, 13, 1}",4.376554,0.095545,0.000051
"{1, 8, 18, 17, 6, 9, 12, 2, 16, 14, 20, 19, 4, 10, 3, 5, 15, 11, 7, 13, 1}",4.025380,"{1, 13, 7, 8, 18, 17, 6, 9, 12, 2, 16, 14, 20, 19, 15, 11, 5, 3, 10, 4, 1}",4.168305,0.035506,0.000051
"{1, 15, 14, 13, 11, 4, 12, 19, 9, 5, 2, 18, 8, 6, 16, 7, 20, 17, 3, 10, 1}",4.550894,"{1, 10, 3, 15, 6, 8, 18, 16, 2, 4, 12, 5, 9, 19, 11, 13, 14, 17, 20, 7, 1}",5.734983,0.260188,0.000051
"{1, 9, 2, 3, 4, 6, 8, 18, 20, 7, 13, 10, 14, 12, 19, 15, 5, 11, 16, 17, 1}",2.995692,"{1, 9, 2, 3, 4, 6, 8, 17, 14, 10, 13, 7, 20, 18, 5, 12, 15, 19, 11, 16, 1}",3.502024,0.169020,0.000051
"{1, 8, 18, 11, 12, 2, 20, 9, 3, 7, 14, 10, 13, 15, 19, 4, 17, 6, 16, 5, 1}",3.823318,"{1, 8, 18, 11, 12, 2, 20, 9, 3, 14, 10, 7, 13, 15, 19, 4, 17, 6, 16, 5, 1}",3.838691,0.004021,0.000051
"{1, 8, 12, 3, 2, 6, 17, 10, 18, 5, 20, 9, 13, 14, 11, 7, 4, 19, 16, 15, 1}",3.869798,"{1, 8, 15, 3, 2, 6, 17, 10, 18, 5, 20, 13, 14, 12, 19, 16, 4, 7, 11, 9, 1}",4.784784,0.236443,0.000051
"{1, 16, 6, 4, 15, 7, 8, 17, 11, 20, 13, 3, 18, 19, 2, 10, 12, 5, 14, 9, 1}",3.877982,"{1, 16, 5, 12, 10, 14, 2, 19, 18, 3, 13, 11, 17, 8, 7, 15, 4, 6, 9, 20, 1}",5.928357,0.528722,0.000052
"{1, 10, 19, 17, 16, 15, 12, 4, 8, 20, 11, 18, 9, 3, 5, 6, 7, 13, 2, 14, 1}",4.015734,"{1, 10, 19, 14, 2, 13, 7, 6, 5, 15, 16, 12, 4, 20, 11, 18, 9, 3, 17, 8, 1}",5.104842,0.271210,0.000051
"{1, 19, 13, 6, 14, 12, 9, 16, 2, 20, 18, 4, 10, 7, 17, 8, 15, 11, 5, 3, 1}",3.818108,"{1, 19, 3, 13, 6, 14, 12, 9, 16, 2, 20, 18, 7, 4, 10, 17, 8, 15, 11, 5, 1}",4.204463,0.101190,0.000051
"{1, 16, 12, 4, 9, 11, 15, 3, 14, 13, 10, 18, 6, 8, 2, 20, 7, 17, 19, 5, 1}",3.123690,"{1, 16, 5, 12, 4, 19, 17, 7, 20, 2, 8, 6, 18, 10, 3, 14, 13, 15, 11, 9, 1}",3.527088,0.129141,0.000051
"{1, 9, 14, 11, 8, 5, 15, 4, 16, 19, 17, 7, 6, 12, 13, 20, 18, 10, 2, 3, 1}",3.752911,"{1, 9, 14, 3, 16, 19, 17, 7, 6, 4, 15, 5, 8, 11, 10, 20, 18, 2, 13, 12, 1}",4.128469,0.100071,0.000051
"{1, 6, 11, 5, 7, 4, 3, 12, 20, 16, 2, 17, 10, 9, 19, 8, 13, 15, 14, 18, 1}",3.893115,"{1, 18, 13, 15, 14, 6, 11, 5, 7, 4, 12, 3, 9, 10, 17, 2, 16, 20, 8, 19, 1}",4.985178,0.280511,0.000051
"{1, 17, 2, 10, 19, 9, 12, 5, 4, 7, 14, 13, 18, 6, 3, 11, 8, 15, 20, 16, 1}",3.919957,"{1, 16, 15, 20, 19, 10, 2, 17, 8, 11, 3, 13, 14, 7, 4, 5, 12, 9, 6, 18, 1}",4.823539,0.230508,0.000051
"{1, 12, 18, 19, 2, 3, 11, 20, 16, 8, 17, 10, 4, 7, 6, 5, 9, 15, 13, 14, 1}",3.467074,"{1, 14, 12, 18, 19, 2, 3, 20, 11, 16, 8, 13, 15, 9, 6, 7, 10, 4, 17, 5, 1}",4.013358,0.157563,0.000051
"{1, 2, 8, 12, 20, 5, 11, 18, 7, 9, 16, 15, 3, 19, 6, 13, 14, 4, 10, 17, 1}",3.836728,"{1, 3, 19, 6, 13, 4, 10, 17, 14, 15, 9, 16, 7, 5, 20, 18, 11, 8, 12, 2, 1}",4.198452,0.094279,0.000051
"{1, 11, 5, 10, 7, 12, 13, 15, 20, 17, 9, 4, 14, 2, 8, 3, 19, 16, 18, 6, 1}",3.454494,"{1, 6, 18, 16, 19, 8, 2, 14, 9, 4, 17, 20, 15, 12, 7, 10, 5, 11, 13, 3, 1}",5.391065,0.560595,0.000051
"{1, 20, 16, 7, 9, 15, 10, 4, 19, 3, 17, 18, 2, 14, 5, 6, 13, 12, 11, 8, 1}",3.988126,"{1, 20, 16, 7, 9, 15, 10, 4, 19, 3, 17, 6, 5, 14, 13, 12, 11, 8, 2, 18, 1}",4.676929,0.172714,0.000051
"{1, 11, 7, 9, 3, 10, 4, 5, 2, 14, 15, 12, 18, 19, 8, 6, 17, 16, 20, 13, 1}",3.789730,"{1, 11, 7, 13, 20, 16, 17, 6, 8, 19, 14, 15, 2, 5, 9, 3, 4, 10, 12, 18, 1}",4.912962,0.296388,0.000051
"{1, 13, 8, 18, 7, 5, 3, 10, 2, 17, 19, 15, 20, 11, 6, 16, 4, 14, 9, 12, 1}",3.757262,"{1, 13, 12, 9, 14, 16, 4, 6, 18, 8, 7, 2, 10, 17, 19, 15, 20, 11, 5, 3, 1}",4.834690,0.286759,0.000051
"{1, 14, 11, 16, 18, 5, 19, 12, 4, 13, 2, 20, 3, 10, 7, 17, 8, 6, 9, 15, 1}",4.154791,"{1, 14, 11, 2, 13, 4, 12, 19, 5, 18, 16, 20, 3, 6, 8, 17, 7, 10, 15, 9, 1}",4.671557,0.124378,0.000062
"{1, 7, 9, 17, 13, 12, 20, 11, 3, 18, 6, 14, 15, 10, 16, 8, 4, 2, 5, 19, 1}",3.895341,"{1, 19, 5, 2, 4, 7, 9, 17, 13, 12, 3, 18, 6, 14, 10, 16, 15, 8, 11, 20, 1}",4.801739,0.232688,0.000051
"{1, 12, 13, 20, 14, 15, 19, 3, 6, 18, 11, 2, 4, 8, 16, 10, 17, 5, 7, 9, 1}",3.642189,"{1, 12, 13, 9, 14, 20, 3, 6, 18, 11, 10, 16, 8, 2, 4, 17, 7, 5, 15, 19, 1}",4.537194,0.245733,0.000051
"{1, 15, 16, 13, 20, 18, 8, 4, 5, 19, 2, 7, 12, 10, 14, 3, 6, 9, 17, 11, 1}",3.726503,"{1, 11, 17, 9, 6, 3, 14, 12, 10, 7, 2, 19, 5, 8, 18, 13, 20, 15, 16, 4, 1}",4.931939,0.323476,0.000051
"{1, 2, 5, 11, 19, 9, 20, 17, 18, 3, 12, 15, 4, 8, 16, 7, 13, 10, 14, 6, 1}",3.612585,"{1, 2, 11, 5, 19, 9, 20, 17, 18, 3, 12, 15, 8, 4, 14, 6, 10, 13, 7, 16, 1}",3.962371,0.096824,0.000051
"{1, 6, 17, 13, 20, 18, 7, 3, 10, 16, 11, 8, 9, 4, 14, 2, 12, 15, 5, 19, 1}",4.603997,"{1, 6, 18, 20, 13, 17, 5, 15, 14, 4, 2, 12, 19, 10, 16, 11, 8, 9, 3, 7, 1}",5.778969,0.255207,0.000051
"{1, 9, 4, 16, 17, 20, 2, 18, 15, 8, 10, 12, 5, 7, 11, 3, 19, 13, 6, 14, 1}",3.627164,"{1, 9, 6, 14, 13, 19, 7, 11, 3, 5, 12, 8, 10, 15, 18, 20, 17, 2, 16, 4, 1}",4.207463,0.159987,0.000051
"{1, 7, 17, 6, 3, 20, 18, 19, 12, 16, 8, 15, 13, 9, 14, 10, 2, 4, 5, 11, 1}",2.747437,"{1, 7, 17, 6, 3, 13, 9, 14, 10, 2, 4, 5, 11, 20, 18, 19, 12, 16, 8, 15, 1}",3.288614,0.196975,0.000051
"{1, 7, 10, 16, 6, 5, 3, 20, 2, 4, 15, 14, 8, 9, 12, 18, 17, 13, 11, 19, 1}",3.879999,"{1, 7, 19, 11, 18, 9, 12, 13, 17, 8, 14, 15, 4, 2, 20, 5, 3, 6, 16, 10, 1}",4.153704,0.070542,0.000051
"{1, 8, 7, 3, 5, 9, 4, 13, 19, 15, 6, 16, 11, 12, 17, 2, 18, 14, 20, 10, 1}",3.662527,"{1, 5, 3, 7, 8, 9, 4, 13, 19, 15, 6, 16, 11, 12, 17, 2, 18, 14, 20, 10, 1}",3.961500,0.081630,0.000051
"{1, 13, 7, 11, 5, 18, 15, 9, 16, 8, 19, 12, 17, 14, 20, 4, 10, 6, 3, 2, 1}",4.113694,"{1, 13, 7, 11, 5, 18, 15, 9, 16, 19, 12, 17, 8, 14, 20, 4, 2, 3, 6, 10, 1}",4.571094,0.111190,0.000051
"{1, 15, 17, 16, 13, 18, 14, 11, 19, 4, 20, 5, 7, 3, 6, 2, 10, 9, 12, 8, 1}",4.637354,"{1, 8, 12, 9, 10, 2, 3, 6, 4, 19, 11, 18, 14, 13, 15, 17, 16, 20, 5, 7, 1}",5.477260,0.181118,0.000051
"{1, 20, 6, 4, 10, 16, 5, 14, 13, 17, 12, 7, 15, 18, 3, 8, 9, 19, 2, 11, 1}",3.781224,"{1, 20, 6, 4, 10, 5, 14, 16, 17, 13, 15, 7, 12, 18, 3, 8, 9, 19, 2, 11, 1}",3.843631,0.016504,0.000052
"{1, 17, 8, 7, 19, 9, 16, 10, 4, 3, 6, 18, 2, 11, 13, 15, 5, 14, 20, 12, 1}",3.298225,"{1, 17, 8, 7, 19, 9, 16, 4, 10, 3, 6, 18, 2, 11, 13, 15, 5, 14, 20, 12, 1}",3.304734,0.001974,0.000051
"{1, 17, 5, 12, 10, 19, 7, 13, 15, 3, 14, 11, 20, 18, 9, 16, 2, 4, 8, 6, 1}",3.630792,"{1, 6, 8, 17, 10, 19, 7, 13, 15, 3, 14, 11, 20, 18, 9, 16, 2, 4, 5, 12, 1}",4.003862,0.102752,0.000051
"{1, 20, 4, 18, 15, 19, 5, 16, 17, 12, 9, 3, 13, 10, 2, 8, 6, 11, 14, 7, 1}",3.758870,"{1, 7, 14, 11, 10, 2, 8, 6, 12, 9, 3, 13, 17, 16, 5, 19, 15, 18, 4, 20, 1}",3.954053,0.051926,0.000051
"{1, 17, 15, 3, 19, 7, 5, 11, 18, 16, 8, 2, 20, 12, 9, 10, 14, 13, 4, 6, 1}",3.931233,"{1, 6, 17, 15, 3, 5, 11, 18, 8, 2, 20, 12, 13, 14, 10, 9, 4, 7, 19, 16, 1}",5.150981,0.310271,0.000076
"{1, 5, 14, 7, 10, 17, 18, 3, 11, 20, 19, 2, 8, 12, 4, 15, 13, 6, 9, 16, 1}",3.790198,"{1, 16, 9, 6, 13, 15, 4, 12, 8, 20, 19, 2, 11, 3, 17, 18, 10, 7, 14, 5, 1}",3.936558,0.038616,0.000051
"{1, 20, 12, 5, 4, 3, 8, 14, 9, 2, 13, 7, 17, 18, 6, 10, 16, 15, 19, 11, 1}",3.861418,"{1, 20, 11, 19, 18, 6, 10, 16, 15, 17, 12, 5, 4, 3, 8, 14, 9, 7, 13, 2, 1}",4.696480,0.216258,0.000051
"{1, 16, 12, 2, 13, 18, 10, 6, 7, 20, 11, 4, 14, 17, 3, 19, 9, 15, 8, 5, 1}",4.173495,"{1, 5, 8, 15, 9, 19, 3, 17, 14, 4, 11, 7, 6, 13, 2, 12, 16, 18, 10, 20, 1}",5.144881,0.232751,0.000051
"{1, 20, 16, 17, 12, 15, 19, 11, 9, 14, 5, 18, 10, 7, 13, 8, 6, 4, 2, 3, 1}",3.704344,"{1, 20, 16, 17, 12, 15, 19, 9, 14, 11, 5, 7, 13, 8, 6, 4, 2, 10, 18, 3, 1}",3.951572,0.066740,0.000051
"{1, 4, 12, 5, 7, 3, 14, 16, 19, 8, 2, 9, 20, 10, 17, 11, 15, 6, 18, 13, 1}",3.336107,"{1, 4, 12, 5, 13, 18, 6, 17, 11, 15, 7, 3, 14, 10, 20, 9, 2, 8, 19, 16, 1}",4.020737,0.205218,0.000051
"{1, 18, 14, 11, 5, 6, 3, 9, 10, 8, 15, 13, 2, 16, 20, 4, 7, 12, 17, 19, 1}",3.349629,"{1, 18, 14, 11, 19, 17, 12, 7, 4, 20, 16, 2, 13, 6, 5, 3, 9, 15, 8, 10, 1}",3.753015,0.120427,0.000051
"{1, 9, 4, 3, 7, 5, 10, 11, 15, 6, 2, 8, 12, 19, 17, 13, 18, 16, 20, 14, 1}",4.079271,"{1, 14, 18, 16, 20, 5, 7, 3, 10, 11, 15, 2, 8, 12, 19, 17, 13, 9, 4, 6, 1}",5.732417,0.405255,0.000051
"{1, 2, 14, 18, 7, 17, 16, 19, 13, 12, 11, 20, 4, 9, 6, 8, 15, 10, 5, 3, 1}",4.708115,"{1, 3, 6, 9, 8, 5, 15, 10, 14, 17, 7, 18, 2, 12, 11, 20, 4, 13, 19, 16, 1}",5.204649,0.105464,0.000051
"{1, 18, 10, 8, 12, 15, 3, 7, 11, 13, 4, 9, 19, 14, 17, 2, 16, 5, 6, 20, 1}",3.872563,"{1, 4, 9, 14, 17, 19, 13, 11, 7, 8, 10, 12, 15, 3, 18, 20, 6, 5, 16, 2, 1}",4.413565,0.139701,0.000051
"{1, 2, 17, 13, 12, 19, 18, 16, 20, 6, 8, 3, 11, 4, 14, 5, 10, 7, 15, 9, 1}",3.750330,"{1, 2, 13, 17, 12, 19, 18, 16, 6, 20, 3, 8, 7, 10, 15, 9, 5, 14, 4, 11, 1}",4.318153,0.151406,0.000051
"{1, 13, 20, 12, 4, 10, 19, 18, 8, 9, 2, 17, 14, 6, 16, 3, 7, 5, 11, 15, 1}",3.525312,"{1, 4, 12, 10, 19, 18, 8, 9, 2, 17, 14, 6, 16, 3, 15, 11, 7, 5, 13, 20, 1}",3.812553,0.081480,0.000051
"{1, 8, 4, 5, 10, 19, 12, 7, 20, 9, 2, 16, 17, 11, 13, 15, 14, 3, 18, 6, 1}",3.897856,"{1, 6, 18, 3, 13, 15, 14, 8, 4, 5, 10, 19, 12, 7, 20, 9, 2, 16, 17, 11, 1}",4.192241,0.075525,0.000051
"{1, 16, 4, 18, 9, 19, 10, 8, 13, 12, 17, 3, 5, 6, 15, 11, 20, 7, 2, 14, 1}",4.014965,"{1, 5, 6, 15, 11, 20, 7, 2, 14, 3, 10, 8, 17, 12, 13, 19, 16, 18, 4, 9, 1}",4.889198,0.217744,0.000051
"{1, 15, 7, 10, 5, 2, 8, 17, 4, 16, 18, 6, 13, 11, 19, 14, 9, 12, 20, 3, 1}",4.626120,"{1, 10, 5, 2, 8, 17, 4, 16, 18, 6, 13, 11, 19, 14, 9, 20, 3, 15, 7, 12, 1}",5.332658,0.152728,0.000051
"{1, 15, 11, 18, 17, 7, 12, 4, 8, 9, 16, 2, 14, 20, 3, 19, 6, 10, 5, 13, 1}",4.407131,"{1, 15, 11, 18, 17, 7, 12, 4, 14, 20, 3, 19, 6, 10, 5, 13, 8, 9, 2, 16, 1}",5.058021,0.147690,0.000052
"{1, 11, 5, 16, 18, 13, 9, 7, 2, 12, 20, 10, 19, 4, 6, 8, 3, 17, 15, 14, 1}",3.646136,"{1, 11, 5, 13, 18, 16, 7, 2, 12, 20, 10, 19, 4, 6, 8, 3, 17, 15, 14, 9, 1}",3.996553,0.096107,0.000088
"{1, 13, 8, 19, 14, 17, 11, 16, 20, 4, 7, 3, 12, 2, 18, 9, 5, 10, 15, 6, 1}",3.870074,"{1, 6, 15, 10, 3, 12, 2, 18, 9, 5, 13, 14, 19, 8, 17, 11, 16, 20, 7, 4, 1}",4.373537,0.130091,0.000051
"{1, 2, 16, 19, 4, 5, 15, 6, 18, 9, 7, 12, 3, 17, 10, 8, 13, 14, 20, 11, 1}",3.955739,"{1, 11, 20, 2, 14, 13, 8, 10, 17, 3, 12, 7, 9, 18, 6, 19, 4, 5, 15, 16, 1}",4.464440,0.128598,0.000051
"{1, 15, 18, 16, 8, 13, 19, 4, 3, 10, 9, 12, 2, 6, 11, 14, 20, 7, 5, 17, 1}",4.119933,"{1, 15, 18, 16, 8, 13, 19, 4, 3, 10, 9, 12, 2, 6, 17, 5, 7, 20, 14, 11, 1}",4.378654,0.062797,0.000051
"{1, 3, 17, 5, 19, 12, 6, 8, 7, 18, 4, 14, 2, 9, 13, 20, 15, 16, 10, 11, 1}",4.153815,"{1, 16, 10, 9, 11, 19, 12, 6, 17, 5, 3, 15, 20, 13, 2, 18, 14, 4, 7, 8, 1}",4.912170,0.182568,0.000074
"{1, 19, 7, 8, 6, 9, 4, 5, 15, 18, 10, 16, 2, 3, 17, 11, 14, 20, 13, 12, 1}",3.543926,"{1, 7, 18, 10, 16, 2, 3, 17, 11, 14, 20, 13, 12, 19, 6, 8, 4, 5, 15, 9, 1}",4.095406,0.155613,0.000051
"{1, 6, 20, 13, 9, 19, 14, 18, 2, 3, 5, 16, 8, 17, 15, 7, 12, 4, 10, 11, 1}",3.867235,"{1, 9, 13, 6, 20, 19, 14, 18, 2, 3, 5, 16, 8, 17, 15, 7, 12, 4, 11, 10, 1}",4.040411,0.044780,0.000051
"{1, 7, 8, 4, 14, 5, 15, 19, 12, 11, 6, 13, 9, 18, 20, 16, 2, 17, 10, 3, 1}",3.481975,"{1, 3, 10, 7, 8, 19, 15, 14, 4, 5, 12, 11, 13, 6, 9, 18, 20, 16, 2, 17, 1}",3.793817,0.089559,0.000051
"{1, 8, 12, 17, 10, 2, 11, 7, 6, 9, 5, 20, 4, 19, 14, 15, 18, 16, 13, 3, 1}",3.697493,"{1, 12, 8, 17, 10, 2, 11, 20, 6, 9, 7, 5, 4, 19, 14, 18, 15, 3, 13, 16, 1}",4.166390,0.126815,0.000051
"{1, 17, 8, 2, 3, 13, 16, 4, 15, 9, 18, 6, 19, 20, 12, 10, 11, 7, 14, 5, 1}",4.198218,"{1, 5, 17, 10, 12, 20, 19, 6, 18, 9, 15, 4, 16, 13, 2, 3, 11, 7, 14, 8, 1}",4.853966,0.156197,0.000051
"{1, 13, 4, 16, 11, 5, 7, 3, 6, 10, 18, 17, 15, 20, 9, 12, 2, 8, 14, 19, 1}",4.040564,"{1, 19, 13, 16, 4, 11, 5, 7, 3, 6, 10, 18, 17, 15, 9, 20, 12, 2, 8, 14, 1}",4.142316,0.025183,0.000051
"{1, 13, 19, 9, 10, 2, 5, 16, 11, 15, 20, 14, 3, 6, 17, 4, 8, 7, 18, 12, 1}",3.633187,"{1, 13, 19, 10, 9, 16, 11, 15, 20, 14, 3, 6, 17, 5, 2, 12, 18, 7, 4, 8, 1}",4.213245,0.159656,0.000051
"{1, 7, 12, 10, 8, 4, 9, 2, 5, 11, 6, 17, 15, 14, 18, 19, 3, 13, 20, 16, 1}",4.092753,"{1, 7, 12, 10, 8, 4, 18, 19, 15, 14, 6, 11, 17, 3, 13, 20, 16, 9, 5, 2, 1}",5.066360,0.237886,0.000078
"{1, 15, 6, 3, 9, 17, 13, 16, 18, 8, 2, 11, 12, 5, 20, 4, 14, 19, 7, 10, 1}",3.652128,"{1, 15, 6, 3, 9, 17, 13, 16, 2, 11, 12, 5, 20, 4, 19, 7, 10, 14, 8, 18, 1}",5.020777,0.374754,0.000051
"{1, 14, 3, 19, 11, 16, 8, 15, 17, 2, 10, 12, 18, 9, 5, 13, 20, 6, 4, 7, 1}",3.877132,"{1, 14, 7, 4, 6, 5, 20, 13, 9, 18, 12, 10, 2, 15, 8, 16, 17, 11, 19, 3, 1}",4.091918,0.055398,0.000051
