optimal_tour,optimal_tour_length,greedy_tour,greedy_tour_length,score,time
"{1, 2, 3, 7, 4, 8, 9, 6, 5, 10, 1}",3.441417,"{1, 2, 3, 10, 9, 8, 4, 7, 6, 5, 1}",4.119136,0.196930,0.000045
"{1, 8, 6, 10, 9, 7, 4, 3, 2, 5, 1}",3.324466,"{1, 5, 8, 6, 10, 9, 7, 2, 3, 4, 1}",3.350208,0.007743,0.000045
"{1, 7, 8, 6, 4, 3, 5, 10, 2, 9, 1}",2.974099,"{1, 8, 7, 4, 6, 5, 9, 2, 10, 3, 1}",3.337892,0.122320,0.000046
"{1, 3, 9, 8, 2, 7, 10, 5, 4, 6, 1}",2.609215,"{1, 6, 4, 3, 7, 10, 5, 9, 8, 2, 1}",3.152207,0.208106,0.000052
"{1, 6, 7, 10, 3, 4, 2, 5, 9, 8, 1}",3.023681,"{1, 8, 9, 6, 7, 4, 3, 10, 2, 5, 1}",3.461346,0.144746,0.000045
"{1, 9, 4, 7, 3, 10, 6, 5, 8, 2, 1}",2.752406,"{1, 2, 8, 5, 3, 10, 6, 7, 4, 9, 1}",2.823271,0.025747,0.000046
"{1, 9, 10, 5, 6, 3, 4, 8, 2, 7, 1}",2.635643,"{1, 9, 10, 6, 5, 7, 3, 8, 4, 2, 1}",2.717041,0.030884,0.000044
"{1, 9, 3, 10, 2, 8, 5, 7, 6, 4, 1}",3.393671,"{1, 4, 6, 7, 5, 8, 2, 10, 3, 9, 1}",3.393671,0.000000,0.000043
"{1, 8, 2, 7, 5, 10, 9, 3, 6, 4, 1}",3.716357,"{1, 8, 2, 7, 5, 10, 9, 3, 4, 6, 1}",3.788809,0.019496,0.000044
"{1, 10, 4, 2, 8, 6, 9, 7, 3, 5, 1}",2.879529,"{1, 2, 4, 8, 3, 5, 7, 9, 6, 10, 1}",3.288846,0.142147,0.000050
"{1, 5, 7, 10, 3, 8, 2, 9, 6, 4, 1}",3.027021,"{1, 7, 5, 10, 3, 8, 2, 9, 6, 4, 1}",3.092013,0.021471,0.000044
"{1, 2, 6, 8, 10, 9, 4, 5, 7, 3, 1}",2.329341,"{1, 7, 3, 4, 9, 10, 5, 8, 6, 2, 1}",2.596217,0.114571,0.000044
"{1, 3, 7, 2, 8, 4, 9, 6, 10, 5, 1}",2.567106,"{1, 7, 3, 2, 8, 5, 4, 10, 9, 6, 1}",2.967967,0.156153,0.000046
"{1, 10, 8, 4, 2, 7, 6, 3, 5, 9, 1}",3.384712,"{1, 9, 5, 3, 6, 7, 2, 4, 8, 10, 1}",3.384712,0.000000,0.000044
"{1, 4, 6, 2, 3, 10, 8, 7, 5, 9, 1}",2.969495,"{1, 4, 6, 2, 3, 10, 8, 7, 5, 9, 1}",2.969495,0.000000,0.000043
"{1, 5, 7, 4, 8, 2, 10, 9, 3, 6, 1}",2.940455,"{1, 6, 3, 9, 10, 2, 8, 4, 7, 5, 1}",2.940455,0.000000,0.000047
"{1, 5, 3, 4, 9, 6, 7, 8, 2, 10, 1}",3.199580,"{1, 10, 9, 4, 6, 7, 8, 2, 5, 3, 1}",3.926590,0.227221,0.000044
"{1, 6, 9, 10, 3, 4, 5, 8, 7, 2, 1}",3.091349,"{1, 6, 3, 10, 9, 4, 2, 7, 5, 8, 1}",3.627136,0.173318,0.000045
"{1, 2, 6, 4, 3, 5, 8, 10, 9, 7, 1}",2.699113,"{1, 7, 9, 10, 8, 5, 3, 4, 6, 2, 1}",2.699113,0.000000,0.000044
"{1, 10, 6, 2, 3, 5, 4, 7, 8, 9, 1}",2.346587,"{1, 10, 4, 5, 3, 2, 6, 7, 8, 9, 1}",2.544954,0.084534,0.000046
"{1, 7, 10, 2, 6, 4, 9, 5, 3, 8, 1}",2.960991,"{1, 7, 10, 2, 6, 9, 5, 3, 8, 4, 1}",4.063712,0.372416,0.000044
"{1, 3, 5, 7, 4, 8, 2, 9, 10, 6, 1}",2.675811,"{1, 6, 10, 4, 9, 8, 2, 3, 7, 5, 1}",2.894946,0.081895,0.000051
"{1, 9, 2, 5, 10, 7, 6, 4, 3, 8, 1}",2.936296,"{1, 9, 2, 5, 10, 7, 4, 3, 6, 8, 1}",3.094589,0.053909,0.000043
"{1, 5, 8, 3, 4, 2, 7, 9, 6, 10, 1}",2.591712,"{1, 10, 8, 3, 4, 2, 7, 9, 6, 5, 1}",2.751435,0.061628,0.000043
"{1, 10, 6, 5, 3, 2, 9, 8, 4, 7, 1}",3.128022,"{1, 7, 10, 6, 2, 9, 8, 4, 3, 5, 1}",3.609136,0.153808,0.000044
"{1, 5, 8, 7, 10, 2, 9, 4, 3, 6, 1}",3.356310,"{1, 8, 5, 6, 3, 4, 10, 7, 2, 9, 1}",3.586596,0.068613,0.000044
"{1, 2, 7, 9, 3, 5, 10, 4, 8, 6, 1}",3.449052,"{1, 6, 8, 10, 4, 3, 5, 7, 9, 2, 1}",3.720748,0.078774,0.000044
"{1, 8, 6, 4, 3, 2, 9, 10, 7, 5, 1}",1.994423,"{1, 8, 6, 4, 3, 2, 9, 10, 7, 5, 1}",1.994423,0.000000,0.000048
"{1, 8, 7, 5, 10, 4, 2, 9, 6, 3, 1}",3.112594,"{1, 8, 7, 5, 4, 10, 2, 9, 6, 3, 1}",3.225704,0.036339,0.000044
"{1, 8, 4, 9, 2, 7, 5, 10, 6, 3, 1}",2.527036,"{1, 2, 9, 8, 4, 6, 3, 5, 10, 7, 1}",2.663285,0.053917,0.000045
"{1, 5, 2, 9, 8, 4, 10, 7, 3, 6, 1}",3.144876,"{1, 6, 3, 7, 10, 4, 8, 9, 2, 5, 1}",3.144875,0.000000,0.000044
"{1, 7, 8, 2, 5, 3, 10, 9, 4, 6, 1}",3.601838,"{1, 6, 9, 4, 7, 8, 2, 5, 3, 10, 1}",3.963247,0.100340,0.000043
"{1, 6, 8, 7, 9, 4, 2, 3, 10, 5, 1}",2.863815,"{1, 5, 3, 10, 4, 2, 9, 7, 8, 6, 1}",3.065872,0.070555,0.000043
"{1, 7, 2, 10, 3, 4, 8, 9, 6, 5, 1}",2.820814,"{1, 5, 6, 9, 2, 10, 4, 8, 3, 7, 1}",2.966826,0.051762,0.000050
"{1, 10, 8, 7, 6, 3, 5, 2, 4, 9, 1}",3.141534,"{1, 10, 8, 7, 6, 3, 5, 2, 4, 9, 1}",3.141534,0.000000,0.000042
"{1, 8, 10, 4, 3, 9, 7, 5, 6, 2, 1}",2.621583,"{1, 8, 10, 4, 3, 9, 5, 7, 6, 2, 1}",2.632996,0.004354,0.000045
"{1, 10, 4, 8, 5, 9, 3, 7, 6, 2, 1}",2.853845,"{1, 10, 4, 8, 5, 9, 3, 7, 6, 2, 1}",2.853845,0.000000,0.000053
"{1, 4, 7, 9, 5, 3, 10, 6, 2, 8, 1}",3.503235,"{1, 8, 6, 2, 4, 10, 3, 5, 7, 9, 1}",4.035179,0.151843,0.000045
"{1, 9, 8, 6, 2, 5, 3, 4, 10, 7, 1}",2.507637,"{1, 7, 10, 5, 2, 6, 8, 9, 3, 4, 1}",2.991374,0.192906,0.000044
"{1, 10, 9, 8, 5, 7, 2, 3, 6, 4, 1}",2.868918,"{1, 10, 9, 8, 4, 6, 3, 2, 7, 5, 1}",3.097995,0.079848,0.000065
"{1, 4, 8, 10, 5, 2, 3, 6, 7, 9, 1}",2.908541,"{1, 4, 8, 10, 5, 2, 3, 9, 7, 6, 1}",3.094974,0.064098,0.000044
"{1, 6, 4, 9, 7, 2, 8, 10, 5, 3, 1}",3.044917,"{1, 6, 4, 9, 7, 2, 8, 10, 3, 5, 1}",3.107713,0.020623,0.000073
"{1, 6, 3, 7, 9, 4, 8, 5, 10, 2, 1}",2.959331,"{1, 6, 10, 5, 8, 4, 9, 7, 3, 2, 1}",3.038112,0.026621,0.000046
"{1, 7, 8, 9, 3, 6, 5, 4, 10, 2, 1}",2.926652,"{1, 7, 8, 9, 2, 10, 4, 3, 5, 6, 1}",3.415378,0.166991,0.000045
"{1, 3, 9, 6, 2, 4, 8, 5, 7, 10, 1}",2.748473,"{1, 10, 3, 9, 2, 6, 8, 4, 5, 7, 1}",3.045555,0.108090,0.000045
"{1, 3, 5, 4, 9, 7, 2, 6, 10, 8, 1}",3.118634,"{1, 4, 5, 3, 8, 10, 6, 2, 7, 9, 1}",3.812498,0.222490,0.000044
"{1, 6, 7, 4, 5, 8, 2, 10, 3, 9, 1}",2.643701,"{1, 9, 6, 3, 7, 4, 10, 2, 8, 5, 1}",2.941076,0.112484,0.000044
"{1, 4, 3, 2, 7, 6, 5, 10, 8, 9, 1}",2.941367,"{1, 4, 8, 10, 5, 6, 7, 2, 3, 9, 1}",3.159398,0.074126,0.000043
"{1, 7, 10, 9, 4, 8, 3, 2, 6, 5, 1}",3.064637,"{1, 7, 10, 8, 4, 9, 2, 3, 6, 5, 1}",3.369022,0.099322,0.000045
"{1, 2, 6, 7, 5, 4, 3, 9, 10, 8, 1}",2.752801,"{1, 8, 9, 10, 3, 4, 5, 7, 6, 2, 1}",2.763795,0.003994,0.000045
"{1, 4, 7, 9, 10, 6, 8, 5, 3, 2, 1}",2.834904,"{1, 2, 3, 5, 8, 6, 10, 9, 7, 4, 1}",2.834904,0.000000,0.000042
"{1, 7, 10, 2, 5, 8, 6, 3, 9, 4, 1}",3.006286,"{1, 4, 9, 3, 8, 6, 5, 2, 10, 7, 1}",3.043526,0.012387,0.000044
"{1, 2, 4, 5, 7, 8, 10, 6, 3, 9, 1}",2.917819,"{1, 2, 4, 5, 7, 8, 9, 3, 6, 10, 1}",3.353090,0.149177,0.000044
"{1, 8, 10, 5, 7, 3, 2, 4, 9, 6, 1}",3.121678,"{1, 8, 10, 5, 7, 2, 3, 4, 9, 6, 1}",3.137119,0.004946,0.000044
"{1, 3, 6, 4, 2, 9, 8, 7, 10, 5, 1}",2.904111,"{1, 3, 6, 4, 2, 9, 8, 10, 7, 5, 1}",3.179065,0.094677,0.000045
"{1, 8, 9, 10, 6, 2, 5, 3, 4, 7, 1}",2.922515,"{1, 7, 4, 3, 5, 2, 6, 10, 9, 8, 1}",2.922515,0.000000,0.000045
"{1, 9, 7, 2, 6, 4, 5, 3, 8, 10, 1}",2.923244,"{1, 10, 3, 8, 5, 4, 6, 2, 7, 9, 1}",2.921381,-0.000637,0.000048
"{1, 6, 2, 8, 5, 3, 4, 7, 9, 10, 1}",2.714091,"{1, 10, 7, 9, 3, 8, 2, 6, 5, 4, 1}",3.140296,0.157034,0.000045
"{1, 6, 3, 10, 2, 7, 8, 9, 5, 4, 1}",2.784052,"{1, 4, 5, 10, 2, 7, 8, 9, 3, 6, 1}",3.204813,0.151133,0.000054
"{1, 2, 7, 4, 3, 8, 10, 6, 9, 5, 1}",3.049750,"{1, 5, 9, 6, 10, 3, 8, 4, 7, 2, 1}",3.294074,0.080113,0.000043
"{1, 7, 2, 3, 5, 6, 10, 9, 8, 4, 1}",2.942692,"{1, 3, 5, 6, 10, 9, 8, 4, 2, 7, 1}",3.230829,0.097916,0.000053
"{1, 6, 4, 8, 9, 7, 5, 10, 3, 2, 1}",2.574126,"{1, 2, 3, 10, 5, 9, 7, 8, 6, 4, 1}",2.620812,0.018137,0.000044
"{1, 2, 3, 5, 7, 8, 4, 6, 9, 10, 1}",3.035663,"{1, 2, 3, 4, 8, 7, 5, 10, 9, 6, 1}",3.363535,0.108007,0.000046
"{1, 4, 3, 2, 8, 6, 7, 9, 10, 5, 1}",3.341478,"{1, 5, 10, 9, 7, 8, 4, 2, 3, 6, 1}",4.008201,0.199529,0.000045
"{1, 2, 7, 6, 3, 5, 4, 9, 8, 10, 1}",2.707275,"{1, 10, 8, 7, 6, 3, 5, 4, 9, 2, 1}",2.991264,0.104898,0.000044
"{1, 6, 3, 9, 5, 8, 7, 2, 10, 4, 1}",3.178134,"{1, 6, 3, 9, 5, 8, 7, 2, 10, 4, 1}",3.178134,0.000000,0.000045
"{1, 8, 2, 3, 10, 6, 7, 4, 5, 9, 1}",3.004229,"{1, 9, 5, 4, 8, 2, 3, 6, 10, 7, 1}",3.502319,0.165796,0.000045
"{1, 5, 3, 4, 10, 6, 9, 7, 2, 8, 1}",2.832297,"{1, 8, 2, 7, 9, 6, 10, 4, 3, 5, 1}",2.832297,0.000000,0.000045
"{1, 9, 7, 10, 8, 6, 5, 4, 3, 2, 1}",2.580193,"{1, 9, 7, 10, 5, 6, 3, 4, 2, 8, 1}",2.859128,0.108106,0.000044
"{1, 2, 9, 10, 7, 3, 5, 6, 4, 8, 1}",2.876585,"{1, 2, 9, 4, 6, 5, 8, 3, 7, 10, 1}",3.009459,0.046192,0.000045
"{1, 7, 4, 5, 8, 9, 3, 10, 6, 2, 1}",2.332194,"{1, 7, 8, 9, 3, 10, 6, 2, 5, 4, 1}",2.505631,0.074367,0.000044
"{1, 9, 10, 2, 7, 3, 8, 4, 5, 6, 1}",2.935075,"{1, 9, 10, 2, 7, 3, 8, 4, 5, 6, 1}",2.935075,0.000000,0.000043
"{1, 6, 3, 5, 9, 10, 2, 4, 8, 7, 1}",2.571945,"{1, 2, 6, 3, 9, 10, 5, 8, 7, 4, 1}",2.889731,0.123559,0.000044
"{1, 9, 4, 7, 10, 8, 2, 6, 5, 3, 1}",2.779872,"{1, 3, 5, 10, 7, 4, 9, 8, 2, 6, 1}",3.145879,0.131663,0.000045
"{1, 7, 3, 2, 10, 6, 9, 5, 4, 8, 1}",2.910907,"{1, 8, 4, 3, 7, 6, 2, 10, 5, 9, 1}",3.541443,0.216612,0.000046
"{1, 10, 9, 6, 3, 5, 4, 7, 8, 2, 1}",2.875297,"{1, 10, 9, 6, 3, 5, 4, 7, 8, 2, 1}",2.875297,0.000000,0.000043
"{1, 4, 7, 3, 8, 9, 2, 5, 10, 6, 1}",3.669792,"{1, 6, 8, 10, 5, 2, 9, 3, 7, 4, 1}",4.465303,0.216773,0.000044
"{1, 5, 7, 6, 2, 3, 9, 8, 10, 4, 1}",3.653325,"{1, 5, 7, 6, 2, 3, 9, 8, 10, 4, 1}",3.653325,0.000000,0.000043
"{1, 3, 7, 6, 9, 2, 4, 8, 5, 10, 1}",2.406826,"{1, 10, 5, 3, 7, 8, 4, 2, 9, 6, 1}",2.492057,0.035413,0.000044
"{1, 2, 6, 5, 4, 10, 8, 9, 7, 3, 1}",2.698129,"{1, 3, 7, 9, 8, 10, 4, 5, 2, 6, 1}",2.801481,0.038305,0.000043
"{1, 7, 9, 2, 8, 10, 6, 4, 3, 5, 1}",2.270738,"{1, 5, 3, 4, 6, 8, 10, 2, 9, 7, 1}",2.388252,0.051752,0.000045
"{1, 3, 5, 2, 8, 4, 7, 9, 10, 6, 1}",2.633455,"{1, 5, 3, 6, 10, 9, 7, 4, 8, 2, 1}",3.470530,0.317862,0.000045
"{1, 8, 10, 4, 2, 5, 9, 6, 7, 3, 1}",3.079696,"{1, 3, 7, 9, 6, 5, 8, 10, 4, 2, 1}",3.360354,0.091132,0.000045
"{1, 6, 10, 7, 4, 8, 5, 2, 9, 3, 1}",2.885067,"{1, 6, 10, 7, 4, 8, 5, 2, 9, 3, 1}",2.885067,0.000000,0.000043
"{1, 6, 2, 5, 3, 8, 9, 7, 10, 4, 1}",2.783625,"{1, 6, 4, 10, 7, 5, 9, 8, 3, 2, 1}",3.341913,0.200561,0.000044
"{1, 7, 5, 4, 8, 10, 9, 6, 3, 2, 1}",2.662518,"{1, 7, 5, 4, 8, 10, 9, 3, 6, 2, 1}",2.690341,0.010450,0.000044
"{1, 2, 4, 6, 10, 8, 7, 5, 9, 3, 1}",2.388314,"{1, 3, 9, 5, 7, 8, 10, 6, 4, 2, 1}",2.388314,0.000000,0.000043
"{1, 3, 7, 10, 8, 5, 6, 4, 2, 9, 1}",2.496913,"{1, 3, 7, 10, 5, 6, 8, 4, 2, 9, 1}",2.736767,0.096060,0.000046
"{1, 6, 9, 8, 7, 4, 3, 5, 10, 2, 1}",2.651962,"{1, 2, 10, 5, 3, 4, 7, 8, 9, 6, 1}",2.651962,0.000000,0.000042
"{1, 6, 10, 5, 7, 4, 2, 9, 8, 3, 1}",2.890579,"{1, 6, 10, 5, 8, 9, 2, 7, 4, 3, 1}",3.057994,0.057917,0.000044
"{1, 5, 9, 4, 6, 3, 10, 7, 2, 8, 1}",2.860630,"{1, 2, 8, 7, 10, 3, 6, 4, 9, 5, 1}",2.887631,0.009439,0.000050
"{1, 3, 2, 4, 6, 9, 10, 8, 5, 7, 1}",3.107269,"{1, 4, 9, 6, 10, 8, 2, 3, 5, 7, 1}",3.163396,0.018063,0.000045
"{1, 5, 6, 7, 4, 10, 8, 3, 2, 9, 1}",2.989161,"{1, 5, 6, 7, 4, 10, 8, 3, 2, 9, 1}",2.989161,0.000000,0.000044
"{1, 3, 8, 10, 6, 4, 9, 5, 7, 2, 1}",2.556917,"{1, 2, 3, 7, 4, 9, 6, 5, 8, 10, 1}",2.801813,0.095778,0.000045
"{1, 8, 10, 2, 6, 9, 4, 7, 3, 5, 1}",2.984087,"{1, 8, 10, 2, 6, 9, 4, 7, 5, 3, 1}",3.047591,0.021281,0.000044
"{1, 7, 6, 4, 8, 9, 5, 2, 3, 10, 1}",2.836732,"{1, 10, 3, 5, 2, 9, 8, 4, 6, 7, 1}",3.005696,0.059563,0.000045
"{1, 10, 2, 9, 3, 6, 7, 4, 5, 8, 1}",2.531518,"{1, 8, 5, 4, 7, 6, 3, 9, 2, 10, 1}",2.531518,0.000000,0.000049
"{1, 5, 9, 10, 4, 2, 8, 3, 6, 7, 1}",2.533660,"{1, 5, 9, 8, 3, 6, 2, 10, 4, 7, 1}",3.014284,0.189695,0.000045
"{1, 8, 2, 3, 5, 9, 7, 10, 6, 4, 1}",2.691660,"{1, 8, 4, 6, 2, 3, 5, 9, 10, 7, 1}",2.744573,0.019658,0.000044
"{1, 4, 7, 6, 3, 5, 8, 9, 10, 2, 1}",2.816201,"{1, 2, 10, 9, 8, 5, 3, 6, 7, 4, 1}",2.816201,0.000000,0.000042
"{1, 3, 2, 10, 5, 8, 9, 7, 6, 4, 1}",3.352059,"{1, 3, 2, 10, 5, 8, 9, 7, 6, 4, 1}",3.352059,0.000000,0.000044
"{1, 5, 8, 6, 9, 4, 2, 7, 10, 3, 1}",2.857069,"{1, 7, 10, 3, 2, 4, 9, 6, 8, 5, 1}",2.926230,0.024207,0.000045
"{1, 9, 10, 5, 3, 2, 4, 7, 6, 8, 1}",2.618536,"{1, 10, 9, 7, 4, 2, 3, 5, 6, 8, 1}",3.030283,0.157243,0.000050
"{1, 2, 8, 4, 5, 6, 3, 7, 10, 9, 1}",2.524195,"{1, 9, 2, 8, 4, 7, 3, 6, 5, 10, 1}",3.021672,0.197083,0.000045
"{1, 8, 6, 5, 7, 3, 4, 2, 9, 10, 1}",2.696019,"{1, 8, 3, 7, 5, 6, 2, 4, 9, 10, 1}",3.117400,0.156297,0.000044
"{1, 9, 3, 7, 5, 2, 10, 4, 8, 6, 1}",2.735046,"{1, 9, 6, 8, 4, 10, 2, 5, 7, 3, 1}",2.862508,0.046603,0.000043
"{1, 3, 8, 6, 2, 4, 5, 7, 10, 9, 1}",2.728389,"{1, 3, 8, 6, 2, 4, 5, 7, 10, 9, 1}",2.728389,0.000000,0.000043
"{1, 5, 2, 9, 8, 4, 6, 7, 10, 3, 1}",2.487197,"{1, 5, 10, 7, 6, 4, 8, 9, 2, 3, 1}",2.580950,0.037694,0.000045
"{1, 6, 3, 2, 8, 5, 4, 9, 10, 7, 1}",3.282340,"{1, 6, 8, 5, 4, 7, 10, 9, 2, 3, 1}",3.548346,0.081041,0.000063
"{1, 6, 2, 3, 7, 8, 4, 10, 9, 5, 1}",3.477750,"{1, 5, 9, 4, 10, 8, 3, 7, 2, 6, 1}",3.729959,0.072521,0.000045
"{1, 10, 5, 8, 2, 3, 6, 9, 7, 4, 1}",3.265838,"{1, 4, 10, 5, 8, 7, 9, 6, 3, 2, 1}",3.495177,0.070224,0.000044
"{1, 3, 2, 7, 8, 4, 9, 5, 10, 6, 1}",3.108653,"{1, 3, 2, 7, 8, 4, 5, 9, 6, 10, 1}",3.352057,0.078299,0.000044
"{1, 8, 3, 5, 6, 10, 2, 4, 7, 9, 1}",2.608264,"{1, 9, 7, 4, 2, 10, 5, 3, 8, 6, 1}",3.068195,0.176336,0.000045
"{1, 2, 6, 5, 3, 9, 8, 7, 4, 10, 1}",3.197021,"{1, 10, 4, 7, 8, 9, 3, 5, 6, 2, 1}",3.197020,0.000000,0.000044
"{1, 2, 5, 9, 4, 10, 6, 3, 7, 8, 1}",2.917012,"{1, 8, 7, 4, 10, 6, 3, 9, 5, 2, 1}",2.967874,0.017436,0.000045
"{1, 6, 3, 2, 9, 7, 8, 5, 4, 10, 1}",2.670931,"{1, 10, 4, 5, 7, 8, 9, 2, 3, 6, 1}",2.667513,-0.001280,0.000043
"{1, 2, 10, 7, 8, 5, 6, 3, 4, 9, 1}",2.995034,"{1, 9, 4, 3, 6, 5, 8, 7, 10, 2, 1}",2.995034,0.000000,0.000043
"{1, 3, 4, 6, 9, 10, 2, 8, 5, 7, 1}",2.689824,"{1, 3, 4, 6, 9, 10, 2, 8, 7, 5, 1}",2.694198,0.001626,0.000044
"{1, 8, 2, 5, 6, 10, 9, 3, 7, 4, 1}",3.379597,"{1, 8, 2, 6, 5, 10, 9, 3, 7, 4, 1}",3.478172,0.029168,0.000044
"{1, 6, 7, 8, 3, 9, 4, 10, 5, 2, 1}",3.392813,"{1, 2, 10, 5, 6, 7, 8, 3, 9, 4, 1}",3.412169,0.005705,0.000045
"{1, 3, 6, 10, 9, 5, 8, 7, 2, 4, 1}",2.945835,"{1, 4, 2, 7, 9, 5, 8, 10, 6, 3, 1}",3.063851,0.040062,0.000047
"{1, 6, 2, 8, 10, 7, 5, 3, 9, 4, 1}",2.779942,"{1, 6, 2, 8, 10, 7, 5, 3, 9, 4, 1}",2.779942,0.000000,0.000043
"{1, 6, 3, 9, 5, 4, 10, 8, 2, 7, 1}",3.183122,"{1, 7, 2, 8, 6, 9, 10, 4, 5, 3, 1}",3.495443,0.098118,0.000045
"{1, 5, 9, 3, 4, 8, 10, 6, 7, 2, 1}",3.291931,"{1, 5, 9, 2, 7, 6, 10, 8, 3, 4, 1}",3.370785,0.023954,0.000044
"{1, 5, 9, 10, 3, 4, 6, 7, 2, 8, 1}",3.241266,"{1, 8, 7, 2, 6, 4, 10, 3, 9, 5, 1}",3.381039,0.043123,0.000044
"{1, 3, 2, 8, 5, 4, 9, 7, 6, 10, 1}",2.763265,"{1, 3, 10, 9, 4, 7, 6, 5, 8, 2, 1}",2.856951,0.033904,0.000043
"{1, 10, 4, 5, 7, 2, 3, 8, 9, 6, 1}",3.291324,"{1, 10, 4, 5, 7, 2, 3, 8, 9, 6, 1}",3.291324,0.000000,0.000043
"{1, 5, 2, 6, 4, 7, 10, 8, 9, 3, 1}",2.672061,"{1, 3, 9, 8, 10, 7, 4, 6, 2, 5, 1}",2.672061,0.000000,0.000044
"{1, 3, 5, 9, 8, 7, 2, 6, 4, 10, 1}",3.764545,"{1, 3, 5, 9, 8, 7, 2, 6, 4, 10, 1}",3.764545,0.000000,0.000043
"{1, 5, 9, 7, 8, 2, 6, 3, 10, 4, 1}",2.930524,"{1, 4, 2, 6, 8, 9, 5, 7, 3, 10, 1}",3.455113,0.179009,0.000045
"{1, 9, 8, 2, 3, 5, 7, 10, 6, 4, 1}",3.379174,"{1, 4, 6, 10, 7, 5, 3, 8, 2, 9, 1}",3.482270,0.030509,0.000054
"{1, 3, 7, 4, 10, 6, 5, 9, 8, 2, 1}",2.593448,"{1, 2, 8, 9, 5, 6, 10, 4, 7, 3, 1}",2.593448,0.000000,0.000062
"{1, 7, 2, 3, 9, 10, 5, 6, 4, 8, 1}",2.901522,"{1, 3, 10, 9, 8, 4, 5, 6, 2, 7, 1}",3.244894,0.118342,0.000045
"{1, 2, 5, 7, 8, 9, 3, 10, 4, 6, 1}",2.778138,"{1, 2, 10, 4, 3, 9, 8, 7, 5, 6, 1}",3.218553,0.158529,0.000045
"{1, 6, 10, 2, 8, 5, 4, 7, 3, 9, 1}",3.008394,"{1, 6, 10, 2, 8, 5, 7, 4, 3, 9, 1}",3.056540,0.016004,0.000044
"{1, 10, 7, 6, 4, 5, 3, 9, 2, 8, 1}",3.297785,"{1, 2, 9, 3, 5, 4, 6, 7, 10, 8, 1}",3.387920,0.027332,0.000043
"{1, 8, 10, 3, 9, 2, 7, 5, 6, 4, 1}",2.636993,"{1, 8, 10, 3, 9, 7, 2, 5, 6, 4, 1}",2.729139,0.034943,0.000043
"{1, 9, 3, 6, 4, 8, 10, 7, 5, 2, 1}",2.910485,"{1, 2, 5, 7, 10, 8, 4, 6, 3, 9, 1}",2.910485,0.000000,0.000068
"{1, 4, 2, 9, 8, 3, 6, 7, 10, 5, 1}",2.706409,"{1, 4, 2, 9, 8, 3, 6, 7, 10, 5, 1}",2.706409,0.000000,0.000043
"{1, 10, 4, 2, 5, 9, 8, 7, 3, 6, 1}",2.908329,"{1, 10, 4, 2, 5, 9, 8, 7, 3, 6, 1}",2.908329,0.000000,0.000043
"{1, 10, 7, 3, 8, 2, 6, 4, 5, 9, 1}",3.495439,"{1, 3, 8, 2, 6, 7, 10, 9, 5, 4, 1}",3.925478,0.123029,0.000043
"{1, 10, 5, 6, 3, 2, 7, 9, 4, 8, 1}",2.956537,"{1, 5, 10, 3, 6, 2, 7, 9, 4, 8, 1}",3.088149,0.044516,0.000043
"{1, 7, 8, 9, 5, 6, 2, 3, 4, 10, 1}",2.697499,"{1, 7, 8, 9, 5, 6, 3, 4, 2, 10, 1}",3.002942,0.113232,0.000044
"{1, 6, 10, 9, 4, 2, 7, 5, 8, 3, 1}",3.032430,"{1, 2, 7, 5, 3, 8, 4, 9, 10, 6, 1}",3.124281,0.030290,0.000068
"{1, 7, 6, 2, 4, 3, 5, 10, 9, 8, 1}",2.883863,"{1, 8, 7, 6, 2, 4, 3, 5, 10, 9, 1}",2.957025,0.025369,0.000043
"{1, 4, 8, 9, 7, 2, 10, 3, 5, 6, 1}",2.830638,"{1, 6, 5, 3, 10, 2, 7, 8, 9, 4, 1}",2.858158,0.009722,0.000042
"{1, 4, 10, 3, 5, 7, 6, 9, 2, 8, 1}",2.723180,"{1, 4, 10, 3, 5, 7, 6, 9, 2, 8, 1}",2.723180,0.000000,0.000045
"{1, 3, 10, 9, 8, 2, 4, 5, 6, 7, 1}",2.737121,"{1, 2, 8, 9, 10, 3, 4, 6, 5, 7, 1}",3.113269,0.137425,0.000045
"{1, 6, 7, 10, 2, 9, 8, 4, 3, 5, 1}",3.101000,"{1, 5, 3, 4, 8, 9, 2, 10, 7, 6, 1}",3.101000,0.000000,0.000043
"{1, 2, 4, 10, 7, 8, 3, 5, 9, 6, 1}",2.780076,"{1, 6, 2, 5, 9, 7, 10, 4, 8, 3, 1}",3.180628,0.144080,0.000044
"{1, 3, 4, 7, 2, 6, 10, 8, 5, 9, 1}",2.421350,"{1, 9, 3, 4, 7, 10, 6, 2, 8, 5, 1}",2.608012,0.077090,0.000044
"{1, 3, 2, 6, 7, 10, 9, 8, 4, 5, 1}",2.616537,"{1, 5, 4, 8, 7, 6, 2, 3, 10, 9, 1}",3.386862,0.294406,0.000044
"{1, 2, 5, 10, 4, 9, 6, 8, 7, 3, 1}",3.306896,"{1, 2, 5, 10, 4, 9, 3, 7, 8, 6, 1}",3.399381,0.027967,0.000044
"{1, 4, 10, 7, 2, 5, 3, 8, 6, 9, 1}",2.734335,"{1, 4, 6, 10, 7, 2, 8, 5, 3, 9, 1}",3.140517,0.148549,0.000045
"{1, 10, 5, 3, 6, 7, 4, 8, 9, 2, 1}",2.259739,"{1, 10, 4, 7, 3, 6, 5, 8, 9, 2, 1}",2.535292,0.121940,0.000045
