optimal_tour,optimal_tour_length,greedy_tour,greedy_tour_length,score,time
"{1, 10, 4, 3, 9, 5, 8, 7, 2, 6, 1}",3.211127,"{1, 5, 8, 7, 2, 9, 3, 4, 10, 6, 1}",3.501964,0.090572,0.000048
"{1, 10, 6, 4, 9, 5, 8, 3, 7, 2, 1}",2.305279,"{1, 7, 2, 5, 3, 8, 9, 10, 6, 4, 1}",2.526061,0.095772,0.000049
"{1, 8, 9, 2, 4, 7, 5, 6, 3, 10, 1}",2.680064,"{1, 10, 3, 6, 5, 7, 9, 2, 4, 8, 1}",2.866048,0.069395,0.000047
"{1, 4, 6, 8, 3, 2, 7, 5, 9, 10, 1}",3.054547,"{1, 4, 6, 10, 9, 5, 7, 2, 8, 3, 1}",3.432164,0.123624,0.000056
"{1, 2, 7, 4, 9, 3, 6, 10, 8, 5, 1}",2.699164,"{1, 5, 8, 10, 6, 9, 3, 4, 7, 2, 1}",2.835193,0.050397,0.000045
"{1, 6, 7, 2, 5, 4, 10, 9, 3, 8, 1}",2.481569,"{1, 6, 9, 10, 4, 7, 2, 5, 3, 8, 1}",2.862909,0.153669,0.000047
"{1, 8, 6, 2, 10, 3, 7, 4, 5, 9, 1}",2.830612,"{1, 4, 5, 9, 3, 10, 2, 6, 8, 7, 1}",3.093646,0.092925,0.000046
"{1, 4, 2, 10, 3, 7, 8, 5, 9, 6, 1}",2.385435,"{1, 6, 9, 5, 8, 7, 3, 10, 2, 4, 1}",2.385434,0.000000,0.000046
"{1, 3, 2, 7, 8, 5, 4, 10, 6, 9, 1}",2.678073,"{1, 3, 2, 7, 8, 5, 4, 10, 6, 9, 1}",2.678073,0.000000,0.000045
"{1, 9, 8, 6, 3, 2, 7, 5, 10, 4, 1}",3.045031,"{1, 4, 6, 3, 10, 5, 7, 2, 8, 9, 1}",3.374850,0.108314,0.000048
"{1, 4, 8, 5, 10, 7, 9, 2, 6, 3, 1}",3.098381,"{1, 3, 6, 9, 2, 5, 10, 8, 4, 7, 1}",3.692096,0.191621,0.000046
"{1, 4, 7, 5, 8, 10, 9, 2, 3, 6, 1}",3.159462,"{1, 6, 7, 4, 8, 5, 10, 9, 2, 3, 1}",3.711933,0.174862,0.000047
"{1, 7, 4, 10, 2, 6, 3, 8, 5, 9, 1}",2.162367,"{1, 9, 8, 5, 7, 4, 10, 2, 6, 3, 1}",2.412412,0.115635,0.000046
"{1, 2, 5, 6, 10, 7, 3, 4, 8, 9, 1}",3.210583,"{1, 9, 8, 4, 7, 3, 10, 6, 5, 2, 1}",3.367331,0.048822,0.000047
"{1, 7, 10, 6, 9, 5, 4, 8, 3, 2, 1}",3.015062,"{1, 2, 8, 4, 7, 10, 5, 9, 6, 3, 1}",3.604510,0.195501,0.000071
"{1, 7, 10, 5, 4, 8, 3, 6, 2, 9, 1}",3.087526,"{1, 9, 2, 6, 3, 8, 5, 10, 4, 7, 1}",3.357538,0.087452,0.000047
"{1, 5, 8, 9, 3, 2, 7, 10, 4, 6, 1}",2.805842,"{1, 7, 2, 9, 8, 5, 3, 10, 6, 4, 1}",3.176261,0.132017,0.000046
"{1, 2, 3, 7, 10, 5, 9, 8, 4, 6, 1}",3.204342,"{1, 4, 6, 2, 3, 7, 9, 5, 10, 8, 1}",3.778915,0.179311,0.000047
"{1, 4, 2, 8, 10, 7, 5, 9, 3, 6, 1}",2.682520,"{1, 6, 3, 9, 5, 7, 10, 8, 4, 2, 1}",2.720068,0.013997,0.000045
"{1, 3, 5, 9, 10, 7, 6, 2, 4, 8, 1}",3.011919,"{1, 8, 5, 3, 10, 7, 9, 6, 2, 4, 1}",3.373442,0.120031,0.000046
"{1, 4, 8, 9, 7, 2, 3, 6, 5, 10, 1}",2.880089,"{1, 4, 8, 10, 5, 6, 3, 2, 9, 7, 1}",2.958779,0.027322,0.000047
"{1, 5, 4, 9, 2, 6, 3, 7, 10, 8, 1}",2.683815,"{1, 8, 9, 2, 6, 3, 7, 10, 4, 5, 1}",3.029052,0.128636,0.000125
"{1, 8, 3, 4, 9, 2, 6, 7, 5, 10, 1}",2.845034,"{1, 4, 3, 8, 6, 2, 7, 5, 9, 10, 1}",3.410780,0.198854,0.000049
"{1, 8, 5, 3, 6, 9, 7, 10, 2, 4, 1}",2.692173,"{1, 4, 8, 5, 3, 6, 9, 7, 10, 2, 1}",2.975638,0.105292,0.000056
"{1, 8, 6, 9, 5, 7, 3, 2, 10, 4, 1}",3.499470,"{1, 8, 7, 3, 5, 9, 6, 2, 10, 4, 1}",3.601553,0.029171,0.000049
"{1, 5, 3, 7, 10, 8, 4, 6, 2, 9, 1}",2.327446,"{1, 9, 2, 6, 4, 5, 8, 10, 7, 3, 1}",3.022937,0.298821,0.000047
"{1, 8, 2, 9, 5, 3, 6, 10, 4, 7, 1}",2.863571,"{1, 8, 2, 9, 5, 3, 10, 6, 4, 7, 1}",2.982360,0.041483,0.000046
"{1, 6, 10, 5, 7, 8, 4, 9, 2, 3, 1}",2.681528,"{1, 5, 7, 8, 4, 9, 3, 2, 6, 10, 1}",2.893429,0.079022,0.000047
"{1, 6, 8, 10, 5, 2, 3, 7, 9, 4, 1}",3.073713,"{1, 6, 8, 10, 5, 2, 4, 9, 3, 7, 1}",3.212263,0.045076,0.000047
"{1, 8, 10, 9, 3, 2, 4, 6, 7, 5, 1}",2.997110,"{1, 8, 3, 9, 10, 5, 4, 6, 7, 2, 1}",3.408529,0.137272,0.000050
"{1, 8, 3, 4, 6, 10, 7, 9, 5, 2, 1}",2.673085,"{1, 2, 5, 7, 9, 10, 4, 6, 3, 8, 1}",2.747245,0.027743,0.000047
"{1, 3, 7, 2, 5, 6, 4, 10, 8, 9, 1}",2.460655,"{1, 9, 8, 10, 4, 2, 6, 5, 7, 3, 1}",2.461704,0.000426,0.000065
"{1, 7, 2, 10, 4, 9, 8, 6, 3, 5, 1}",2.737237,"{1, 7, 10, 2, 9, 4, 8, 5, 3, 6, 1}",2.836999,0.036446,0.000048
"{1, 5, 8, 4, 3, 10, 9, 2, 6, 7, 1}",2.986832,"{1, 5, 8, 10, 9, 2, 6, 7, 3, 4, 1}",3.685560,0.233936,0.000047
"{1, 10, 6, 3, 7, 5, 4, 8, 9, 2, 1}",3.221305,"{1, 2, 9, 8, 4, 5, 7, 3, 6, 10, 1}",3.221305,0.000000,0.000045
"{1, 7, 6, 10, 3, 9, 5, 8, 2, 4, 1}",2.239931,"{1, 6, 10, 3, 9, 5, 8, 2, 4, 7, 1}",2.257848,0.007999,0.000071
"{1, 9, 7, 6, 3, 8, 5, 10, 2, 4, 1}",3.254561,"{1, 9, 7, 6, 3, 8, 5, 10, 2, 4, 1}",3.254561,0.000000,0.000047
"{1, 10, 3, 8, 7, 2, 9, 6, 4, 5, 1}",2.246194,"{1, 10, 3, 8, 7, 2, 9, 6, 4, 5, 1}",2.246194,0.000000,0.000045
"{1, 5, 10, 9, 6, 3, 2, 4, 8, 7, 1}",2.305412,"{1, 5, 8, 7, 4, 10, 9, 6, 3, 2, 1}",2.525733,0.095567,0.000046
"{1, 6, 5, 10, 7, 8, 4, 3, 2, 9, 1}",3.042859,"{1, 6, 9, 2, 3, 4, 5, 10, 7, 8, 1}",3.468939,0.140026,0.000066
"{1, 10, 8, 2, 5, 9, 6, 7, 4, 3, 1}",2.761835,"{1, 10, 6, 5, 9, 2, 8, 7, 4, 3, 1}",3.141349,0.137414,0.000046
"{1, 5, 2, 10, 4, 6, 3, 8, 9, 7, 1}",3.298447,"{1, 10, 4, 6, 3, 8, 9, 7, 2, 5, 1}",3.507402,0.063350,0.000046
"{1, 2, 8, 7, 4, 6, 9, 10, 5, 3, 1}",3.179974,"{1, 3, 9, 10, 5, 6, 4, 7, 8, 2, 1}",3.574543,0.124079,0.000046
"{1, 4, 8, 3, 10, 9, 6, 2, 5, 7, 1}",2.891815,"{1, 7, 5, 2, 9, 6, 10, 3, 8, 4, 1}",2.911303,0.006739,0.000045
"{1, 8, 10, 3, 7, 5, 4, 6, 2, 9, 1}",2.813618,"{1, 8, 4, 6, 2, 9, 5, 7, 3, 10, 1}",3.162475,0.123989,0.000047
"{1, 7, 6, 10, 2, 5, 4, 3, 9, 8, 1}",3.384711,"{1, 8, 9, 3, 4, 5, 2, 10, 6, 7, 1}",3.384712,0.000000,0.000046
"{1, 8, 4, 2, 7, 3, 5, 6, 10, 9, 1}",2.548864,"{1, 8, 4, 2, 6, 5, 10, 7, 3, 9, 1}",2.820551,0.106591,0.000046
"{1, 4, 3, 8, 7, 2, 6, 5, 9, 10, 1}",3.325739,"{1, 10, 3, 8, 9, 5, 6, 7, 2, 4, 1}",3.714073,0.116766,0.000056
"{1, 2, 3, 5, 6, 8, 9, 4, 7, 10, 1}",2.464794,"{1, 2, 3, 5, 6, 9, 8, 4, 10, 7, 1}",2.779672,0.127750,0.000046
"{1, 10, 4, 6, 7, 9, 3, 8, 5, 2, 1}",3.057049,"{1, 2, 7, 6, 10, 4, 9, 3, 8, 5, 1}",3.282641,0.073794,0.000045
"{1, 8, 6, 9, 4, 3, 7, 5, 10, 2, 1}",2.997128,"{1, 10, 2, 3, 7, 5, 4, 8, 6, 9, 1}",3.532719,0.178702,0.000045
"{1, 9, 8, 6, 3, 5, 7, 4, 10, 2, 1}",3.520309,"{1, 9, 8, 3, 6, 7, 5, 4, 10, 2, 1}",3.666193,0.041441,0.000045
"{1, 2, 9, 3, 5, 7, 8, 6, 10, 4, 1}",2.362028,"{1, 2, 9, 3, 5, 10, 6, 7, 8, 4, 1}",2.511475,0.063271,0.000045
"{1, 10, 4, 3, 8, 7, 6, 2, 9, 5, 1}",3.031621,"{1, 10, 3, 4, 8, 7, 6, 2, 9, 5, 1}",3.072386,0.013447,0.000044
"{1, 6, 10, 3, 7, 2, 9, 8, 4, 5, 1}",2.635353,"{1, 5, 7, 3, 6, 10, 8, 9, 2, 4, 1}",3.130330,0.187822,0.000046
"{1, 9, 8, 10, 7, 5, 4, 3, 2, 6, 1}",2.351739,"{1, 9, 2, 3, 4, 5, 7, 10, 8, 6, 1}",2.556025,0.086866,0.000044
"{1, 7, 5, 8, 6, 4, 2, 9, 10, 3, 1}",2.502510,"{1, 7, 5, 8, 6, 4, 2, 9, 10, 3, 1}",2.502510,0.000000,0.000043
"{1, 6, 8, 9, 4, 7, 10, 2, 5, 3, 1}",3.351107,"{1, 3, 5, 2, 10, 9, 7, 4, 8, 6, 1}",4.008307,0.196114,0.000044
"{1, 7, 8, 4, 2, 3, 6, 10, 5, 9, 1}",2.664115,"{1, 9, 5, 10, 6, 3, 2, 4, 8, 7, 1}",2.664116,0.000000,0.000045
"{1, 8, 5, 6, 4, 2, 7, 3, 10, 9, 1}",2.705687,"{1, 9, 10, 4, 6, 2, 7, 3, 5, 8, 1}",3.131775,0.157479,0.000045
"{1, 3, 7, 9, 4, 8, 6, 10, 5, 2, 1}",3.254731,"{1, 2, 3, 7, 9, 4, 8, 6, 10, 5, 1}",3.329574,0.022995,0.000044
"{1, 9, 6, 8, 2, 5, 4, 7, 3, 10, 1}",3.165019,"{1, 10, 3, 7, 4, 5, 2, 8, 6, 9, 1}",3.165018,0.000000,0.000043
"{1, 9, 2, 5, 7, 8, 4, 10, 3, 6, 1}",3.223143,"{1, 3, 6, 9, 2, 5, 7, 8, 4, 10, 1}",3.312254,0.027647,0.000044
"{1, 5, 3, 8, 6, 10, 2, 7, 4, 9, 1}",2.591431,"{1, 5, 3, 8, 6, 7, 2, 10, 4, 9, 1}",2.721241,0.050092,0.000061
"{1, 4, 8, 7, 5, 10, 2, 3, 9, 6, 1}",2.063746,"{1, 4, 6, 9, 3, 2, 10, 5, 7, 8, 1}",2.106397,0.020667,0.000048
"{1, 9, 8, 6, 4, 10, 3, 5, 7, 2, 1}",3.512320,"{1, 2, 9, 8, 6, 4, 3, 10, 5, 7, 1}",3.678794,0.047397,0.000046
"{1, 6, 2, 5, 8, 3, 7, 9, 4, 10, 1}",3.118837,"{1, 6, 2, 4, 10, 9, 7, 3, 5, 8, 1}",3.523056,0.129606,0.000047
"{1, 7, 5, 2, 4, 6, 9, 10, 8, 3, 1}",3.238901,"{1, 7, 5, 6, 4, 2, 9, 10, 8, 3, 1}",3.520577,0.086967,0.000056
"{1, 2, 3, 8, 9, 10, 7, 6, 5, 4, 1}",2.729532,"{1, 4, 5, 10, 7, 6, 9, 8, 3, 2, 1}",2.801199,0.026256,0.000048
"{1, 8, 4, 3, 7, 2, 9, 5, 10, 6, 1}",2.722896,"{1, 6, 5, 10, 9, 2, 8, 4, 3, 7, 1}",2.943905,0.081167,0.000047
"{1, 3, 9, 8, 4, 7, 2, 10, 6, 5, 1}",3.405094,"{1, 3, 10, 2, 8, 9, 4, 7, 5, 6, 1}",3.606548,0.059163,0.000048
"{1, 3, 10, 7, 4, 2, 9, 6, 5, 8, 1}",3.169898,"{1, 3, 10, 7, 9, 5, 6, 2, 4, 8, 1}",3.903684,0.231486,0.000046
"{1, 5, 7, 6, 8, 9, 10, 2, 4, 3, 1}",2.845818,"{1, 5, 7, 8, 6, 9, 10, 2, 4, 3, 1}",3.063432,0.076468,0.000045
"{1, 2, 7, 8, 4, 9, 5, 3, 6, 10, 1}",2.491513,"{1, 10, 6, 2, 3, 5, 9, 4, 8, 7, 1}",2.811531,0.128443,0.000045
"{1, 5, 9, 3, 4, 2, 8, 10, 7, 6, 1}",2.791222,"{1, 5, 9, 3, 4, 2, 8, 10, 7, 6, 1}",2.791222,0.000000,0.000090
"{1, 5, 6, 4, 7, 9, 10, 2, 8, 3, 1}",2.609161,"{1, 3, 8, 2, 10, 9, 7, 4, 6, 5, 1}",2.609161,0.000000,0.000046
"{1, 9, 2, 5, 3, 7, 10, 6, 8, 4, 1}",2.839123,"{1, 2, 9, 5, 3, 7, 10, 6, 8, 4, 1}",2.847079,0.002802,0.000044
"{1, 4, 3, 2, 8, 10, 5, 6, 9, 7, 1}",3.141250,"{1, 7, 5, 10, 8, 2, 3, 4, 9, 6, 1}",3.531306,0.124172,0.000045
"{1, 5, 4, 6, 8, 2, 3, 7, 9, 10, 1}",4.166567,"{1, 5, 4, 6, 8, 2, 9, 7, 3, 10, 1}",4.403956,0.056975,0.000044
"{1, 4, 9, 6, 3, 8, 2, 7, 10, 5, 1}",3.315081,"{1, 4, 9, 6, 3, 8, 2, 7, 10, 5, 1}",3.315081,0.000000,0.000045
"{1, 5, 8, 9, 3, 4, 7, 10, 2, 6, 1}",2.885000,"{1, 5, 8, 9, 2, 4, 3, 7, 10, 6, 1}",3.366422,0.166871,0.000047
"{1, 3, 6, 2, 4, 10, 8, 7, 9, 5, 1}",2.563931,"{1, 5, 9, 10, 8, 7, 6, 2, 4, 3, 1}",2.872638,0.120404,0.000047
"{1, 9, 2, 8, 7, 3, 6, 5, 4, 10, 1}",2.932857,"{1, 2, 9, 5, 4, 3, 6, 8, 7, 10, 1}",3.422722,0.167027,0.000046
"{1, 3, 8, 4, 7, 6, 5, 9, 2, 10, 1}",3.128819,"{1, 3, 8, 2, 9, 5, 7, 6, 4, 10, 1}",3.445274,0.101142,0.000045
"{1, 6, 10, 3, 7, 5, 8, 9, 4, 2, 1}",2.329332,"{1, 2, 4, 9, 8, 5, 7, 3, 10, 6, 1}",2.329332,0.000000,0.000044
"{1, 5, 4, 3, 8, 2, 7, 6, 9, 10, 1}",2.624797,"{1, 5, 9, 6, 7, 2, 10, 8, 3, 4, 1}",2.930048,0.116295,0.000046
"{1, 9, 5, 3, 8, 4, 7, 2, 6, 10, 1}",2.840746,"{1, 9, 5, 3, 8, 10, 6, 2, 7, 4, 1}",3.291086,0.158529,0.000046
"{1, 8, 10, 7, 3, 5, 6, 9, 2, 4, 1}",3.362169,"{1, 8, 3, 10, 7, 5, 6, 9, 2, 4, 1}",3.573120,0.062743,0.000044
"{1, 5, 6, 2, 8, 10, 3, 7, 9, 4, 1}",2.762291,"{1, 5, 6, 2, 3, 10, 8, 7, 9, 4, 1}",3.013398,0.090905,0.000045
"{1, 10, 2, 5, 3, 6, 4, 7, 8, 9, 1}",3.191538,"{1, 9, 4, 7, 8, 6, 3, 5, 2, 10, 1}",3.570192,0.118643,0.000045
"{1, 2, 4, 7, 9, 10, 8, 5, 6, 3, 1}",2.811923,"{1, 2, 4, 7, 9, 10, 8, 5, 6, 3, 1}",2.811923,0.000000,0.000044
"{1, 8, 10, 5, 4, 9, 7, 6, 3, 2, 1}",2.725288,"{1, 8, 10, 5, 4, 9, 7, 6, 3, 2, 1}",2.725288,0.000000,0.000044
"{1, 2, 6, 8, 3, 10, 4, 5, 9, 7, 1}",2.683873,"{1, 2, 6, 10, 4, 5, 3, 8, 7, 9, 1}",2.769377,0.031859,0.000044
"{1, 7, 8, 5, 9, 3, 2, 6, 4, 10, 1}",2.874767,"{1, 7, 8, 5, 9, 3, 2, 6, 10, 4, 1}",2.951020,0.026525,0.000044
"{1, 7, 3, 6, 9, 10, 8, 5, 4, 2, 1}",2.575527,"{1, 6, 2, 10, 9, 5, 4, 8, 7, 3, 1}",2.987318,0.159886,0.000046
"{1, 5, 2, 7, 8, 9, 3, 10, 4, 6, 1}",2.602249,"{1, 6, 10, 4, 3, 9, 8, 7, 5, 2, 1}",2.696476,0.036210,0.000045
"{1, 8, 6, 9, 3, 2, 7, 10, 5, 4, 1}",2.677843,"{1, 4, 5, 10, 7, 2, 3, 9, 6, 8, 1}",2.677844,0.000000,0.000045
"{1, 5, 4, 8, 9, 3, 10, 6, 2, 7, 1}",3.271638,"{1, 5, 7, 4, 2, 10, 6, 8, 3, 9, 1}",3.457773,0.056894,0.000052
"{1, 10, 6, 5, 7, 4, 8, 2, 9, 3, 1}",2.845947,"{1, 10, 6, 5, 9, 8, 2, 4, 7, 3, 1}",3.177370,0.116454,0.000045
