optimal_tour,optimal_tour_length,christofides_tour,christofides_tour_length,score,time
"{1, 3, 9, 2, 6, 4, 8, 10, 5, 7, 1}",3.071565,"{1, 9, 3, 4, 10, 8, 5, 7, 2, 6, 1}",3.676684,0.197007,0.000067
"{1, 7, 6, 5, 3, 10, 8, 2, 9, 4, 1}",2.781293,"{1, 7, 6, 5, 3, 10, 8, 4, 2, 9, 1}",2.966833,0.066710,0.000064
"{1, 5, 9, 4, 2, 6, 7, 10, 8, 3, 1}",2.090120,"{1, 9, 4, 6, 7, 10, 8, 3, 2, 5, 1}",2.462775,0.178293,0.000064
"{1, 4, 9, 5, 3, 7, 8, 2, 6, 10, 1}",3.102576,"{1, 10, 6, 3, 2, 7, 8, 5, 9, 4, 1}",3.472075,0.119094,0.000069
"{1, 4, 10, 5, 8, 7, 6, 2, 3, 9, 1}",2.928539,"{1, 4, 10, 5, 8, 6, 7, 2, 3, 9, 1}",3.050519,0.041652,0.000078
"{1, 7, 9, 8, 3, 2, 4, 5, 10, 6, 1}",3.097514,"{1, 7, 10, 8, 2, 4, 5, 3, 6, 9, 1}",3.508174,0.132577,0.000067
"{1, 3, 5, 9, 6, 2, 10, 4, 8, 7, 1}",2.194710,"{1, 7, 8, 4, 10, 6, 2, 9, 5, 3, 1}",2.298287,0.047194,0.000073
"{1, 5, 9, 4, 10, 6, 8, 2, 3, 7, 1}",2.787687,"{1, 7, 3, 6, 10, 4, 8, 2, 9, 5, 1}",3.055206,0.095964,0.000082
"{1, 2, 3, 9, 8, 6, 5, 10, 7, 4, 1}",3.078774,"{1, 2, 7, 4, 6, 5, 10, 8, 9, 3, 1}",3.336327,0.083654,0.000067
"{1, 7, 3, 2, 10, 8, 9, 6, 5, 4, 1}",2.450333,"{1, 5, 10, 2, 3, 9, 8, 6, 4, 7, 1}",2.684076,0.095392,0.000068
"{1, 10, 5, 6, 4, 7, 9, 8, 2, 3, 1}",3.094724,"{1, 6, 5, 10, 7, 4, 9, 8, 2, 3, 1}",3.193660,0.031969,0.000064
"{1, 2, 3, 8, 10, 4, 5, 6, 9, 7, 1}",2.332402,"{1, 10, 9, 6, 5, 4, 8, 3, 2, 7, 1}",2.431950,0.042680,0.000064
"{1, 10, 2, 3, 6, 9, 5, 8, 7, 4, 1}",3.077110,"{1, 10, 5, 8, 9, 6, 3, 2, 7, 4, 1}",3.331104,0.082543,0.000064
"{1, 5, 6, 8, 10, 9, 7, 2, 4, 3, 1}",3.095535,"{1, 6, 5, 8, 10, 9, 2, 7, 4, 3, 1}",3.321054,0.072853,0.000064
"{1, 3, 8, 2, 7, 5, 4, 9, 10, 6, 1}",2.861320,"{1, 5, 4, 3, 2, 8, 7, 9, 10, 6, 1}",3.258681,0.138873,0.000073
"{1, 10, 4, 3, 9, 8, 6, 7, 5, 2, 1}",3.163324,"{1, 5, 10, 3, 4, 9, 6, 8, 7, 2, 1}",3.576369,0.130573,0.000067
"{1, 7, 10, 6, 3, 8, 5, 9, 4, 2, 1}",2.656467,"{1, 5, 6, 3, 8, 10, 7, 2, 9, 4, 1}",2.937925,0.105952,0.000064
"{1, 3, 9, 7, 4, 10, 2, 8, 5, 6, 1}",2.568958,"{1, 5, 6, 8, 2, 10, 4, 7, 9, 3, 1}",2.620557,0.020085,0.000066
"{1, 8, 4, 3, 2, 10, 9, 7, 5, 6, 1}",2.839336,"{1, 8, 4, 3, 2, 10, 9, 6, 7, 5, 1}",3.281584,0.155757,0.000066
"{1, 8, 5, 3, 2, 6, 7, 4, 10, 9, 1}",2.537043,"{1, 10, 4, 7, 6, 2, 3, 5, 8, 9, 1}",2.571424,0.013552,0.000070
"{1, 6, 5, 7, 4, 2, 3, 8, 10, 9, 1}",2.486344,"{1, 9, 10, 8, 3, 4, 2, 7, 5, 6, 1}",2.606757,0.048430,0.000062
"{1, 2, 5, 8, 9, 10, 3, 6, 4, 7, 1}",2.786841,"{1, 7, 9, 10, 3, 6, 4, 2, 8, 5, 1}",3.355512,0.204056,0.000066
"{1, 2, 6, 3, 9, 4, 5, 10, 8, 7, 1}",2.729489,"{1, 7, 10, 8, 5, 4, 3, 9, 6, 2, 1}",2.775096,0.016709,0.000064
"{1, 2, 6, 9, 8, 4, 3, 7, 5, 10, 1}",2.208381,"{1, 7, 3, 5, 10, 4, 8, 9, 6, 2, 1}",2.718616,0.231045,0.000065
"{1, 4, 2, 9, 10, 8, 6, 3, 5, 7, 1}",3.109353,"{1, 7, 5, 3, 6, 9, 10, 8, 2, 4, 1}",3.259436,0.048268,0.000070
"{1, 2, 7, 5, 8, 6, 4, 3, 10, 9, 1}",2.993880,"{1, 5, 7, 2, 4, 8, 6, 3, 10, 9, 1}",3.095563,0.033964,0.000065
"{1, 6, 2, 10, 4, 7, 9, 8, 3, 5, 1}",2.901031,"{1, 2, 6, 10, 4, 7, 9, 8, 3, 5, 1}",2.900797,-0.000081,0.000062
"{1, 9, 8, 3, 2, 10, 4, 5, 7, 6, 1}",2.755943,"{1, 9, 6, 10, 2, 3, 8, 7, 5, 4, 1}",3.429817,0.244517,0.000066
"{1, 7, 9, 8, 2, 10, 6, 3, 4, 5, 1}",3.295323,"{1, 7, 9, 6, 10, 2, 8, 3, 4, 5, 1}",3.718041,0.128278,0.000064
"{1, 2, 7, 6, 8, 5, 9, 10, 3, 4, 1}",3.490037,"{1, 4, 10, 3, 9, 5, 8, 6, 7, 2, 1}",3.582867,0.026598,0.000064
"{1, 8, 3, 7, 10, 6, 5, 9, 2, 4, 1}",2.806145,"{1, 8, 3, 7, 10, 6, 5, 9, 2, 4, 1}",2.806145,0.000000,0.000068
"{1, 9, 2, 5, 3, 10, 6, 8, 4, 7, 1}",2.430463,"{1, 9, 5, 3, 6, 10, 2, 7, 8, 4, 1}",3.160940,0.300550,0.000067
"{1, 3, 10, 6, 2, 8, 4, 9, 5, 7, 1}",2.808733,"{1, 9, 4, 8, 2, 6, 10, 5, 7, 3, 1}",2.930650,0.043406,0.000064
"{1, 6, 2, 3, 5, 7, 9, 4, 10, 8, 1}",3.152012,"{1, 9, 10, 4, 7, 5, 3, 2, 6, 8, 1}",3.464120,0.099019,0.000064
"{1, 7, 10, 5, 2, 8, 3, 6, 4, 9, 1}",3.230361,"{1, 9, 7, 6, 3, 8, 5, 10, 2, 4, 1}",3.500394,0.083592,0.000067
"{1, 10, 3, 2, 7, 4, 6, 8, 5, 9, 1}",3.089545,"{1, 10, 8, 6, 4, 2, 7, 3, 5, 9, 1}",3.499725,0.132764,0.000066
"{1, 10, 2, 9, 3, 8, 5, 7, 4, 6, 1}",2.523056,"{1, 10, 3, 2, 9, 8, 5, 7, 4, 6, 1}",2.814830,0.115643,0.000066
"{1, 9, 7, 10, 8, 6, 4, 2, 5, 3, 1}",3.673601,"{1, 9, 7, 10, 8, 3, 2, 4, 6, 5, 1}",4.197573,0.142632,0.000064
"{1, 6, 10, 7, 5, 4, 3, 9, 8, 2, 1}",3.373468,"{1, 2, 8, 7, 5, 4, 3, 9, 10, 6, 1}",3.656371,0.083861,0.000069
"{1, 5, 4, 9, 7, 8, 10, 3, 6, 2, 1}",2.511363,"{1, 2, 6, 3, 10, 8, 7, 9, 4, 5, 1}",2.511363,0.000000,0.000062
"{1, 7, 8, 4, 10, 9, 6, 2, 5, 3, 1}",2.445259,"{1, 8, 7, 4, 10, 9, 6, 2, 5, 3, 1}",2.450058,0.001963,0.000063
"{1, 8, 5, 9, 3, 4, 2, 10, 7, 6, 1}",2.545696,"{1, 7, 10, 8, 5, 2, 4, 3, 9, 6, 1}",2.965968,0.165091,0.000068
"{1, 7, 5, 4, 10, 6, 8, 2, 3, 9, 1}",3.704174,"{1, 2, 8, 4, 6, 10, 7, 5, 3, 9, 1}",4.519359,0.220072,0.000067
"{1, 2, 9, 8, 3, 7, 4, 6, 10, 5, 1}",3.087188,"{1, 5, 10, 6, 7, 4, 8, 9, 2, 3, 1}",3.211815,0.040369,0.000067
"{1, 4, 5, 2, 6, 9, 10, 3, 7, 8, 1}",2.230862,"{1, 5, 9, 10, 6, 2, 4, 3, 7, 8, 1}",2.539539,0.138367,0.000064
"{1, 6, 2, 7, 9, 5, 10, 8, 3, 4, 1}",3.120442,"{1, 3, 4, 6, 8, 10, 5, 9, 7, 2, 1}",3.492375,0.119192,0.000064
"{1, 3, 10, 7, 5, 4, 8, 2, 6, 9, 1}",2.994925,"{1, 6, 2, 8, 4, 5, 7, 10, 3, 9, 1}",3.020814,0.008644,0.000069
"{1, 2, 7, 8, 6, 10, 3, 9, 5, 4, 1}",3.253523,"{1, 7, 2, 6, 8, 10, 3, 5, 9, 4, 1}",3.317301,0.019603,0.000064
"{1, 10, 5, 7, 3, 9, 2, 4, 8, 6, 1}",3.113944,"{1, 8, 10, 5, 7, 3, 9, 4, 2, 6, 1}",3.137588,0.007593,0.000066
"{1, 3, 10, 7, 4, 8, 5, 2, 9, 6, 1}",2.044062,"{1, 6, 9, 5, 2, 7, 4, 8, 10, 3, 1}",2.289742,0.120192,0.000063
"{1, 5, 3, 10, 7, 2, 6, 4, 8, 9, 1}",2.864573,"{1, 9, 8, 4, 2, 6, 7, 5, 10, 3, 1}",3.638914,0.270317,0.000067
"{1, 4, 10, 9, 8, 2, 5, 7, 3, 6, 1}",2.788225,"{1, 10, 6, 3, 7, 9, 8, 2, 5, 4, 1}",3.148367,0.129165,0.000065
"{1, 3, 2, 5, 10, 6, 8, 7, 9, 4, 1}",2.912296,"{1, 3, 2, 5, 10, 6, 8, 7, 9, 4, 1}",2.912296,0.000000,0.000063
"{1, 10, 7, 5, 8, 4, 3, 2, 9, 6, 1}",2.334004,"{1, 10, 5, 4, 7, 8, 9, 2, 3, 6, 1}",2.506575,0.073938,0.000067
"{1, 8, 7, 6, 3, 10, 9, 2, 4, 5, 1}",3.032865,"{1, 8, 6, 9, 10, 4, 2, 3, 7, 5, 1}",3.647512,0.202662,0.000067
"{1, 6, 3, 4, 5, 8, 2, 9, 7, 10, 1}",2.815156,"{1, 9, 2, 6, 3, 4, 5, 8, 7, 10, 1}",3.043616,0.081154,0.000065
"{1, 5, 9, 2, 3, 10, 6, 4, 7, 8, 1}",2.577125,"{1, 8, 4, 7, 6, 10, 3, 2, 9, 5, 1}",2.717864,0.054611,0.000064
"{1, 8, 10, 6, 2, 3, 4, 7, 5, 9, 1}",3.242770,"{1, 9, 5, 7, 4, 3, 2, 6, 10, 8, 1}",3.242770,0.000000,0.000063
"{1, 5, 9, 4, 3, 7, 6, 2, 8, 10, 1}",3.171568,"{1, 5, 9, 4, 6, 7, 8, 2, 10, 3, 1}",3.479489,0.097088,0.000067
"{1, 4, 7, 3, 9, 6, 8, 10, 5, 2, 1}",2.824548,"{1, 7, 3, 9, 6, 8, 10, 5, 2, 4, 1}",2.883952,0.021031,0.000061
"{1, 6, 8, 2, 10, 4, 5, 3, 7, 9, 1}",2.615036,"{1, 9, 7, 3, 8, 2, 10, 4, 5, 6, 1}",2.953230,0.129327,0.000072
"{1, 9, 3, 7, 5, 10, 2, 8, 6, 4, 1}",2.736978,"{1, 9, 3, 7, 5, 10, 2, 8, 6, 4, 1}",2.736978,0.000000,0.000062
"{1, 7, 8, 2, 4, 3, 10, 6, 5, 9, 1}",2.960499,"{1, 5, 9, 6, 10, 3, 4, 2, 8, 7, 1}",3.020999,0.020436,0.000063
"{1, 9, 3, 8, 10, 4, 6, 2, 5, 7, 1}",3.117373,"{1, 7, 5, 2, 6, 4, 10, 9, 3, 8, 1}",3.276247,0.050964,0.000070
"{1, 6, 10, 9, 5, 8, 7, 3, 4, 2, 1}",2.289949,"{1, 6, 10, 9, 5, 8, 7, 3, 4, 2, 1}",2.289949,0.000000,0.000064
"{1, 3, 2, 4, 6, 8, 5, 10, 7, 9, 1}",3.034029,"{1, 7, 10, 3, 2, 4, 6, 8, 5, 9, 1}",3.275044,0.079437,0.000064
"{1, 2, 4, 6, 10, 3, 9, 7, 8, 5, 1}",3.440693,"{1, 5, 2, 7, 8, 10, 6, 4, 3, 9, 1}",4.082028,0.186397,0.000067
"{1, 5, 2, 6, 8, 9, 3, 10, 7, 4, 1}",2.895305,"{1, 5, 9, 8, 6, 2, 7, 3, 10, 4, 1}",3.084402,0.065311,0.000068
"{1, 6, 2, 8, 5, 3, 10, 7, 4, 9, 1}",2.757524,"{1, 6, 9, 4, 7, 10, 3, 5, 2, 8, 1}",3.195761,0.158924,0.000067
"{1, 6, 7, 2, 9, 4, 10, 3, 8, 5, 1}",3.068255,"{1, 6, 7, 2, 9, 10, 4, 3, 8, 5, 1}",3.133085,0.021129,0.000089
"{1, 7, 3, 9, 8, 4, 10, 5, 2, 6, 1}",3.320409,"{1, 7, 3, 9, 10, 2, 5, 4, 8, 6, 1}",3.922097,0.181209,0.000067
"{1, 3, 10, 8, 4, 5, 7, 6, 2, 9, 1}",2.987246,"{1, 9, 2, 7, 6, 5, 4, 10, 3, 8, 1}",3.363818,0.126060,0.000084
"{1, 6, 7, 9, 2, 8, 5, 10, 4, 3, 1}",2.860033,"{1, 10, 4, 3, 5, 8, 2, 9, 7, 6, 1}",3.057383,0.069003,0.000071
"{1, 3, 6, 2, 10, 9, 8, 4, 7, 5, 1}",2.798130,"{1, 3, 6, 8, 9, 4, 7, 5, 10, 2, 1}",3.601509,0.287113,0.000077
"{1, 3, 2, 9, 8, 5, 7, 10, 4, 6, 1}",3.045193,"{1, 3, 9, 2, 8, 5, 7, 10, 4, 6, 1}",3.338680,0.096377,0.000068
"{1, 9, 8, 3, 7, 6, 10, 5, 4, 2, 1}",2.689739,"{1, 9, 8, 3, 7, 6, 2, 5, 10, 4, 1}",2.836820,0.054682,0.000064
"{1, 5, 6, 3, 9, 10, 8, 2, 7, 4, 1}",2.279587,"{1, 6, 5, 3, 9, 8, 10, 2, 7, 4, 1}",2.424723,0.063668,0.000070
"{1, 4, 9, 7, 10, 3, 2, 5, 8, 6, 1}",3.561813,"{1, 2, 5, 8, 10, 3, 6, 7, 9, 4, 1}",4.185347,0.175061,0.000064
"{1, 3, 5, 8, 2, 7, 9, 4, 6, 10, 1}",2.607271,"{1, 10, 6, 4, 9, 7, 2, 5, 8, 3, 1}",2.629556,0.008547,0.000064
"{1, 8, 10, 4, 5, 9, 7, 3, 6, 2, 1}",3.392493,"{1, 10, 7, 2, 9, 4, 5, 3, 6, 8, 1}",4.447277,0.310917,0.000067
"{1, 2, 3, 5, 4, 6, 7, 8, 10, 9, 1}",2.935093,"{1, 7, 8, 9, 10, 3, 5, 4, 6, 2, 1}",3.232503,0.101329,0.000067
"{1, 7, 10, 2, 6, 3, 9, 4, 8, 5, 1}",2.731120,"{1, 8, 5, 4, 9, 3, 2, 6, 10, 7, 1}",2.821924,0.033248,0.000066
"{1, 8, 5, 3, 7, 6, 2, 9, 4, 10, 1}",3.059249,"{1, 8, 5, 3, 7, 10, 4, 9, 2, 6, 1}",3.523571,0.151777,0.000067
"{1, 9, 3, 5, 10, 8, 6, 4, 7, 2, 1}",2.587175,"{1, 9, 7, 4, 6, 8, 10, 3, 5, 2, 1}",2.976639,0.150536,0.000068
"{1, 2, 10, 8, 3, 9, 7, 6, 5, 4, 1}",3.737507,"{1, 2, 10, 8, 7, 3, 9, 6, 5, 4, 1}",4.087905,0.093752,0.000078
"{1, 5, 7, 8, 9, 2, 6, 10, 3, 4, 1}",2.190577,"{1, 5, 7, 8, 3, 6, 10, 2, 9, 4, 1}",2.327129,0.062336,0.000064
"{1, 7, 9, 10, 4, 8, 3, 6, 5, 2, 1}",2.883747,"{1, 7, 9, 4, 10, 5, 6, 2, 8, 3, 1}",2.962291,0.027237,0.000067
"{1, 5, 2, 7, 10, 9, 6, 4, 8, 3, 1}",3.329283,"{1, 3, 5, 2, 9, 6, 10, 7, 8, 4, 1}",4.038164,0.212923,0.000070
"{1, 2, 4, 7, 3, 6, 8, 10, 5, 9, 1}",2.762809,"{1, 9, 3, 7, 2, 4, 8, 10, 5, 6, 1}",3.018224,0.092447,0.000064
"{1, 2, 7, 6, 4, 9, 8, 3, 10, 5, 1}",3.236334,"{1, 2, 7, 6, 8, 9, 10, 3, 4, 5, 1}",3.570682,0.103310,0.000064
"{1, 3, 5, 10, 8, 9, 7, 2, 4, 6, 1}",2.990399,"{1, 2, 7, 9, 8, 10, 5, 3, 4, 6, 1}",2.997371,0.002332,0.000084
"{1, 10, 3, 8, 2, 5, 6, 7, 9, 4, 1}",3.103689,"{1, 10, 4, 9, 7, 5, 6, 8, 2, 3, 1}",4.019612,0.295108,0.000103
"{1, 5, 10, 2, 3, 4, 8, 6, 9, 7, 1}",2.781479,"{1, 7, 6, 9, 10, 4, 8, 3, 2, 5, 1}",3.112543,0.119025,0.000065
"{1, 9, 8, 3, 6, 7, 4, 10, 5, 2, 1}",3.569303,"{1, 5, 10, 9, 8, 3, 6, 7, 4, 2, 1}",3.639456,0.019654,0.000067
"{1, 8, 5, 6, 9, 7, 3, 4, 10, 2, 1}",3.206202,"{1, 8, 2, 10, 7, 3, 4, 9, 5, 6, 1}",3.559964,0.110337,0.000109
"{1, 9, 6, 5, 10, 3, 2, 8, 4, 7, 1}",2.656888,"{1, 9, 5, 6, 10, 3, 2, 8, 4, 7, 1}",2.792950,0.051211,0.000067
"{1, 3, 4, 2, 8, 10, 7, 6, 5, 9, 1}",3.025478,"{1, 9, 5, 10, 7, 6, 8, 2, 4, 3, 1}",3.341261,0.104375,0.000072
"{1, 7, 8, 4, 6, 3, 10, 9, 5, 2, 1}",3.392914,"{1, 5, 9, 10, 3, 6, 4, 8, 7, 2, 1}",3.657891,0.078097,0.000067
"{1, 6, 7, 8, 9, 4, 3, 5, 2, 10, 1}",3.088417,"{1, 8, 9, 7, 6, 4, 3, 5, 2, 10, 1}",3.529414,0.142791,0.000064
"{1, 9, 2, 8, 3, 4, 5, 6, 10, 7, 1}",2.564398,"{1, 7, 10, 6, 5, 4, 3, 8, 2, 9, 1}",2.564398,0.000000,0.000066
"{1, 5, 6, 2, 10, 8, 9, 3, 7, 4, 1}",3.084939,"{1, 5, 3, 9, 2, 8, 10, 6, 7, 4, 1}",3.595815,0.165603,0.000068
"{1, 2, 9, 4, 8, 3, 6, 10, 7, 5, 1}",2.855609,"{1, 5, 7, 10, 6, 3, 8, 4, 9, 2, 1}",2.855610,0.000000,0.000064
"{1, 6, 9, 2, 7, 4, 10, 3, 8, 5, 1}",3.468285,"{1, 8, 6, 10, 3, 4, 7, 2, 9, 5, 1}",3.648309,0.051906,0.000067
"{1, 7, 3, 10, 9, 8, 2, 4, 6, 5, 1}",2.400930,"{1, 7, 3, 10, 9, 8, 2, 6, 4, 5, 1}",2.587513,0.077713,0.000062
"{1, 4, 10, 3, 6, 7, 9, 5, 2, 8, 1}",3.039248,"{1, 4, 8, 2, 5, 9, 7, 6, 3, 10, 1}",3.262532,0.073467,0.000063
"{1, 8, 3, 2, 4, 7, 6, 10, 9, 5, 1}",2.776010,"{1, 8, 7, 6, 10, 4, 2, 3, 9, 5, 1}",3.146861,0.133591,0.000067
"{1, 10, 2, 7, 9, 5, 6, 8, 3, 4, 1}",3.371737,"{1, 2, 10, 4, 3, 8, 6, 9, 5, 7, 1}",3.713745,0.101434,0.000067
"{1, 6, 2, 7, 3, 8, 9, 10, 5, 4, 1}",3.132022,"{1, 10, 9, 3, 8, 5, 4, 7, 2, 6, 1}",3.917445,0.250772,0.000066
"{1, 7, 10, 5, 9, 4, 3, 8, 2, 6, 1}",2.870006,"{1, 7, 10, 5, 9, 4, 3, 8, 2, 6, 1}",2.870006,0.000000,0.000063
"{1, 10, 6, 2, 9, 3, 5, 7, 4, 8, 1}",3.144573,"{1, 10, 6, 3, 5, 2, 9, 7, 4, 8, 1}",4.064742,0.292621,0.000064
"{1, 3, 6, 8, 2, 5, 10, 7, 4, 9, 1}",2.627182,"{1, 8, 9, 4, 7, 10, 5, 2, 6, 3, 1}",2.854780,0.086632,0.000065
"{1, 6, 8, 9, 3, 2, 5, 4, 10, 7, 1}",2.734230,"{1, 7, 10, 5, 4, 2, 3, 9, 8, 6, 1}",2.740443,0.002272,0.000064
"{1, 4, 10, 8, 3, 2, 9, 6, 7, 5, 1}",3.179802,"{1, 5, 6, 7, 9, 2, 8, 3, 10, 4, 1}",3.637948,0.144080,0.000072
"{1, 3, 8, 5, 10, 4, 7, 2, 9, 6, 1}",2.919310,"{1, 6, 9, 2, 4, 7, 10, 5, 8, 3, 1}",3.025931,0.036523,0.000067
"{1, 3, 7, 10, 8, 2, 5, 4, 9, 6, 1}",2.844246,"{1, 6, 10, 8, 2, 7, 3, 9, 4, 5, 1}",3.269376,0.149470,0.000064
"{1, 7, 2, 8, 5, 6, 9, 10, 3, 4, 1}",2.888083,"{1, 4, 3, 9, 10, 6, 5, 8, 7, 2, 1}",2.957977,0.024201,0.000070
"{1, 3, 7, 4, 6, 9, 2, 5, 10, 8, 1}",3.276338,"{1, 8, 10, 5, 2, 9, 6, 4, 7, 3, 1}",3.276338,0.000000,0.000062
"{1, 3, 7, 9, 8, 4, 5, 10, 2, 6, 1}",2.887489,"{1, 6, 7, 3, 9, 8, 5, 10, 2, 4, 1}",3.369616,0.166971,0.000071
"{1, 10, 5, 4, 7, 6, 3, 2, 9, 8, 1}",2.353076,"{1, 10, 5, 4, 6, 7, 3, 2, 9, 8, 1}",2.391088,0.016154,0.000063
"{1, 10, 8, 7, 5, 4, 3, 2, 9, 6, 1}",3.424227,"{1, 6, 10, 8, 7, 5, 4, 3, 2, 9, 1}",3.441014,0.004902,0.000070
"{1, 7, 2, 6, 4, 8, 3, 5, 10, 9, 1}",2.382392,"{1, 7, 4, 2, 6, 8, 5, 3, 10, 9, 1}",2.649367,0.112062,0.000067
"{1, 6, 8, 4, 10, 2, 7, 5, 9, 3, 1}",2.918922,"{1, 3, 9, 5, 7, 2, 10, 4, 8, 6, 1}",2.918922,0.000000,0.000062
"{1, 3, 8, 6, 5, 10, 4, 9, 2, 7, 1}",2.692504,"{1, 7, 2, 5, 6, 9, 4, 10, 8, 3, 1}",3.454376,0.282960,0.000065
"{1, 2, 3, 4, 10, 9, 6, 7, 8, 5, 1}",2.274868,"{1, 2, 5, 8, 7, 6, 9, 10, 4, 3, 1}",2.281957,0.003116,0.000065
"{1, 5, 3, 10, 2, 7, 8, 9, 6, 4, 1}",2.686089,"{1, 6, 9, 4, 3, 10, 7, 8, 2, 5, 1}",2.845849,0.059477,0.000068
"{1, 4, 8, 9, 7, 6, 3, 10, 2, 5, 1}",2.493613,"{1, 5, 2, 10, 3, 6, 7, 8, 9, 4, 1}",2.519834,0.010515,0.000061
"{1, 9, 7, 2, 8, 5, 4, 3, 10, 6, 1}",3.140211,"{1, 9, 8, 2, 7, 5, 3, 4, 10, 6, 1}",3.555654,0.132298,0.000069
"{1, 4, 3, 9, 8, 5, 2, 6, 10, 7, 1}",3.101419,"{1, 7, 10, 6, 5, 2, 8, 9, 4, 3, 1}",3.309606,0.067126,0.000067
"{1, 7, 10, 2, 8, 6, 5, 3, 4, 9, 1}",3.334752,"{1, 9, 4, 3, 5, 6, 2, 8, 10, 7, 1}",3.376750,0.012594,0.000069
"{1, 6, 5, 8, 4, 9, 2, 7, 10, 3, 1}",2.770507,"{1, 10, 3, 5, 8, 7, 9, 2, 4, 6, 1}",3.477172,0.255067,0.000067
"{1, 3, 7, 4, 10, 5, 9, 8, 2, 6, 1}",2.548175,"{1, 3, 7, 4, 10, 5, 9, 8, 2, 6, 1}",2.548175,0.000000,0.000063
"{1, 2, 10, 7, 6, 9, 3, 4, 8, 5, 1}",3.190970,"{1, 5, 8, 2, 10, 7, 9, 6, 3, 4, 1}",3.433231,0.075921,0.000064
"{1, 5, 2, 7, 8, 4, 9, 6, 10, 3, 1}",2.533249,"{1, 5, 2, 7, 8, 4, 9, 6, 10, 3, 1}",2.533249,0.000000,0.000062
"{1, 6, 5, 10, 9, 2, 7, 3, 8, 4, 1}",2.728498,"{1, 6, 5, 10, 2, 9, 7, 3, 8, 4, 1}",2.763634,0.012878,0.000064
"{1, 6, 10, 7, 4, 2, 9, 3, 8, 5, 1}",3.201199,"{1, 6, 10, 7, 4, 2, 9, 8, 3, 5, 1}",3.250589,0.015429,0.000064
"{1, 9, 7, 10, 6, 2, 3, 8, 4, 5, 1}",3.095695,"{1, 9, 7, 4, 8, 3, 5, 2, 6, 10, 1}",3.596532,0.161785,0.000066
"{1, 2, 8, 5, 6, 4, 9, 3, 7, 10, 1}",3.398688,"{1, 2, 8, 5, 4, 9, 7, 6, 3, 10, 1}",3.773346,0.110236,0.000066
"{1, 2, 9, 8, 3, 6, 10, 5, 4, 7, 1}",3.031842,"{1, 7, 5, 8, 9, 10, 6, 3, 4, 2, 1}",3.737629,0.232792,0.000066
"{1, 8, 2, 9, 7, 5, 6, 3, 10, 4, 1}",2.794731,"{1, 9, 7, 6, 5, 3, 10, 4, 2, 8, 1}",2.939906,0.051946,0.000064
"{1, 7, 10, 8, 4, 5, 2, 3, 6, 9, 1}",2.930735,"{1, 9, 6, 3, 2, 5, 4, 8, 7, 10, 1}",2.969192,0.013122,0.000064
"{1, 6, 2, 7, 10, 3, 9, 5, 4, 8, 1}",2.839127,"{1, 8, 4, 5, 9, 3, 10, 6, 2, 7, 1}",2.982502,0.050500,0.000061
"{1, 5, 7, 4, 8, 6, 9, 3, 2, 10, 1}",2.811311,"{1, 10, 2, 8, 3, 9, 6, 4, 7, 5, 1}",3.050483,0.085075,0.000066
"{1, 7, 8, 4, 3, 6, 5, 9, 10, 2, 1}",3.030041,"{1, 7, 8, 4, 5, 9, 10, 6, 3, 2, 1}",3.849825,0.270552,0.000066
"{1, 10, 4, 9, 8, 6, 7, 3, 5, 2, 1}",3.219221,"{1, 10, 4, 9, 8, 6, 7, 3, 2, 5, 1}",3.367029,0.045914,0.000063
"{1, 7, 4, 9, 3, 8, 10, 6, 2, 5, 1}",2.982534,"{1, 7, 10, 8, 6, 9, 4, 3, 2, 5, 1}",3.509519,0.176690,0.000069
"{1, 9, 8, 6, 10, 4, 2, 3, 5, 7, 1}",2.979077,"{1, 8, 7, 5, 2, 3, 4, 10, 6, 9, 1}",3.230719,0.084470,0.000064
"{1, 4, 3, 10, 9, 7, 6, 5, 2, 8, 1}",2.273787,"{1, 8, 2, 5, 6, 7, 9, 10, 3, 4, 1}",2.273787,0.000000,0.000065
"{1, 6, 3, 7, 8, 9, 5, 10, 4, 2, 1}",2.903269,"{1, 7, 8, 10, 2, 4, 5, 9, 6, 3, 1}",3.348953,0.153511,0.000067
"{1, 9, 7, 3, 10, 2, 8, 4, 6, 5, 1}",2.235475,"{1, 7, 9, 5, 6, 4, 8, 2, 3, 10, 1}",2.745923,0.228340,0.000070
"{1, 2, 8, 10, 5, 3, 9, 4, 6, 7, 1}",3.321736,"{1, 4, 10, 2, 8, 5, 3, 9, 6, 7, 1}",3.850664,0.159232,0.000067
"{1, 2, 4, 5, 6, 8, 9, 7, 3, 10, 1}",2.775758,"{1, 2, 9, 5, 6, 8, 4, 10, 3, 7, 1}",2.952845,0.063798,0.000066
"{1, 10, 7, 4, 3, 6, 5, 8, 2, 9, 1}",3.010229,"{1, 10, 7, 4, 3, 6, 5, 8, 2, 9, 1}",3.010229,0.000000,0.000064
"{1, 5, 6, 9, 2, 4, 8, 7, 10, 3, 1}",2.842985,"{1, 5, 6, 9, 4, 10, 7, 8, 2, 3, 1}",2.939292,0.033876,0.000064
"{1, 9, 2, 4, 10, 3, 5, 6, 7, 8, 1}",3.010389,"{1, 9, 2, 4, 10, 3, 6, 5, 7, 8, 1}",3.052085,0.013851,0.000064
"{1, 8, 7, 5, 2, 3, 6, 4, 10, 9, 1}",2.710592,"{1, 7, 9, 10, 6, 4, 3, 5, 2, 8, 1}",2.813487,0.037960,0.000099
