optimal_tour,optimal_tour_length,christofides_tour,christofides_tour_length,score,time
"{1, 10, 4, 5, 7, 2, 3, 8, 9, 6, 1}",3.291324,"{1, 5, 7, 2, 3, 8, 9, 6, 10, 4, 1}",3.831661,0.164170,0.000067
"{1, 5, 2, 6, 4, 7, 10, 8, 9, 3, 1}",2.672061,"{1, 5, 2, 4, 10, 7, 6, 8, 9, 3, 1}",3.056125,0.143733,0.000064
"{1, 3, 5, 9, 8, 7, 2, 6, 4, 10, 1}",3.764545,"{1, 7, 2, 10, 4, 6, 8, 9, 5, 3, 1}",3.864005,0.026420,0.000067
"{1, 5, 9, 7, 8, 2, 6, 3, 10, 4, 1}",2.930524,"{1, 5, 9, 6, 8, 7, 10, 3, 2, 4, 1}",3.589065,0.224718,0.000067
"{1, 9, 8, 2, 3, 5, 7, 10, 6, 4, 1}",3.379174,"{1, 9, 2, 8, 3, 5, 7, 10, 6, 4, 1}",3.482271,0.030509,0.000061
"{1, 3, 7, 4, 10, 6, 5, 9, 8, 2, 1}",2.593448,"{1, 3, 7, 4, 10, 6, 5, 9, 8, 2, 1}",2.593448,0.000000,0.000063
"{1, 7, 2, 3, 9, 10, 5, 6, 4, 8, 1}",2.901522,"{1, 7, 2, 6, 5, 4, 8, 10, 9, 3, 1}",3.129387,0.078533,0.000064
"{1, 2, 5, 7, 8, 9, 3, 10, 4, 6, 1}",2.778138,"{1, 6, 4, 10, 2, 9, 8, 7, 5, 3, 1}",3.096967,0.114763,0.000067
"{1, 6, 10, 2, 8, 5, 4, 7, 3, 9, 1}",3.008394,"{1, 6, 10, 7, 5, 8, 2, 4, 3, 9, 1}",3.237619,0.076195,0.000068
"{1, 10, 7, 6, 4, 5, 3, 9, 2, 8, 1}",3.297785,"{1, 2, 9, 3, 5, 4, 6, 7, 10, 8, 1}",3.387920,0.027332,0.000067
"{1, 8, 10, 3, 9, 2, 7, 5, 6, 4, 1}",2.636993,"{1, 8, 10, 3, 9, 5, 2, 7, 6, 4, 1}",2.736437,0.037711,0.000067
"{1, 9, 3, 6, 4, 8, 10, 7, 5, 2, 1}",2.910485,"{1, 2, 9, 3, 6, 4, 8, 10, 7, 5, 1}",2.917633,0.002456,0.000064
"{1, 4, 2, 9, 8, 3, 6, 7, 10, 5, 1}",2.706409,"{1, 5, 10, 7, 6, 3, 8, 2, 9, 4, 1}",2.877077,0.063061,0.000066
"{1, 10, 4, 2, 5, 9, 8, 7, 3, 6, 1}",2.908329,"{1, 10, 4, 2, 9, 5, 8, 7, 3, 6, 1}",2.905941,-0.000821,0.000071
"{1, 10, 7, 3, 8, 2, 6, 4, 5, 9, 1}",3.495439,"{1, 9, 5, 4, 10, 7, 8, 6, 2, 3, 1}",3.908464,0.118161,0.000073
"{1, 10, 5, 6, 3, 2, 7, 9, 4, 8, 1}",2.956537,"{1, 8, 4, 9, 7, 6, 3, 2, 10, 5, 1}",3.434114,0.161533,0.000072
"{1, 7, 8, 9, 5, 6, 2, 3, 4, 10, 1}",2.697499,"{1, 7, 10, 8, 9, 5, 6, 2, 3, 4, 1}",3.060653,0.134626,0.000074
"{1, 6, 10, 9, 4, 2, 7, 5, 8, 3, 1}",3.032430,"{1, 6, 10, 9, 4, 2, 5, 8, 3, 7, 1}",3.333028,0.099127,0.000071
"{1, 7, 6, 2, 4, 3, 5, 10, 9, 8, 1}",2.883863,"{1, 7, 9, 10, 5, 3, 4, 2, 6, 8, 1}",2.981447,0.033838,0.000065
"{1, 4, 8, 9, 7, 2, 10, 3, 5, 6, 1}",2.830638,"{1, 6, 5, 3, 10, 7, 2, 8, 9, 4, 1}",2.979376,0.052546,0.000067
"{1, 4, 10, 3, 5, 7, 6, 9, 2, 8, 1}",2.723180,"{1, 8, 2, 9, 6, 10, 7, 5, 3, 4, 1}",2.928241,0.075302,0.000064
"{1, 3, 10, 9, 8, 2, 4, 5, 6, 7, 1}",2.737121,"{1, 3, 7, 5, 4, 6, 9, 10, 8, 2, 1}",3.285013,0.200171,0.000069
"{1, 6, 7, 10, 2, 9, 8, 4, 3, 5, 1}",3.101000,"{1, 6, 7, 10, 2, 9, 8, 4, 3, 5, 1}",3.101000,0.000000,0.000067
"{1, 2, 4, 10, 7, 8, 3, 5, 9, 6, 1}",2.780076,"{1, 9, 5, 3, 8, 7, 4, 10, 2, 6, 1}",2.947992,0.060400,0.000067
"{1, 3, 4, 7, 2, 6, 10, 8, 5, 9, 1}",2.421350,"{1, 9, 8, 5, 2, 6, 10, 7, 4, 3, 1}",2.709901,0.119169,0.000067
"{1, 3, 2, 6, 7, 10, 9, 8, 4, 5, 1}",2.616537,"{1, 4, 8, 9, 10, 7, 6, 3, 2, 5, 1}",2.905698,0.110513,0.000068
"{1, 2, 5, 10, 4, 9, 6, 8, 7, 3, 1}",3.306896,"{1, 6, 8, 7, 3, 9, 4, 10, 5, 2, 1}",3.399381,0.027967,0.000062
"{1, 4, 10, 7, 2, 5, 3, 8, 6, 9, 1}",2.734335,"{1, 9, 8, 5, 3, 2, 7, 10, 4, 6, 1}",2.972811,0.087215,0.000073
"{1, 10, 5, 3, 6, 7, 4, 8, 9, 2, 1}",2.259739,"{1, 10, 9, 8, 4, 7, 6, 3, 5, 2, 1}",2.577076,0.140431,0.000069
"{1, 9, 7, 6, 5, 4, 3, 8, 10, 2, 1}",3.252786,"{1, 9, 7, 6, 5, 4, 3, 8, 10, 2, 1}",3.252786,0.000000,0.000066
"{1, 8, 5, 4, 3, 7, 6, 2, 10, 9, 1}",2.509034,"{1, 9, 10, 3, 7, 2, 6, 4, 5, 8, 1}",2.882178,0.148720,0.000065
"{1, 5, 4, 7, 10, 2, 9, 3, 8, 6, 1}",2.782148,"{1, 9, 3, 8, 6, 7, 10, 2, 5, 4, 1}",3.472810,0.248248,0.000065
"{1, 4, 10, 3, 6, 2, 7, 5, 8, 9, 1}",2.887293,"{1, 10, 6, 2, 7, 5, 8, 3, 4, 9, 1}",3.431278,0.188407,0.000070
"{1, 6, 4, 7, 10, 2, 5, 9, 8, 3, 1}",2.739320,"{1, 4, 7, 8, 9, 5, 2, 10, 6, 3, 1}",3.248042,0.185711,0.000067
"{1, 6, 10, 4, 9, 7, 3, 5, 8, 2, 1}",2.830603,"{1, 6, 10, 7, 9, 4, 3, 5, 8, 2, 1}",3.186993,0.125906,0.000065
"{1, 3, 8, 6, 9, 5, 2, 7, 4, 10, 1}",3.148593,"{1, 10, 4, 2, 7, 8, 3, 9, 6, 5, 1}",3.646665,0.158189,0.000067
"{1, 8, 10, 7, 3, 5, 9, 6, 2, 4, 1}",2.864980,"{1, 7, 8, 9, 6, 4, 2, 5, 3, 10, 1}",3.943522,0.376457,0.000070
"{1, 3, 7, 2, 10, 5, 8, 6, 4, 9, 1}",2.624953,"{1, 9, 4, 6, 8, 5, 10, 2, 7, 3, 1}",2.624953,0.000000,0.000062
"{1, 4, 7, 8, 9, 2, 5, 10, 6, 3, 1}",3.591773,"{1, 9, 8, 7, 10, 6, 2, 5, 4, 3, 1}",4.377644,0.218798,0.000067
"{1, 6, 9, 10, 8, 4, 3, 2, 5, 7, 1}",3.598434,"{1, 5, 4, 8, 10, 9, 6, 3, 2, 7, 1}",4.029626,0.119828,0.000067
"{1, 10, 7, 8, 3, 4, 2, 6, 5, 9, 1}",3.238843,"{1, 10, 7, 9, 5, 8, 3, 2, 4, 6, 1}",3.829885,0.182485,0.000066
"{1, 10, 7, 5, 4, 2, 8, 9, 6, 3, 1}",3.053771,"{1, 10, 7, 5, 4, 2, 8, 6, 3, 9, 1}",3.338617,0.093277,0.000070
"{1, 4, 9, 3, 7, 10, 6, 8, 5, 2, 1}",2.635350,"{1, 2, 6, 8, 5, 10, 7, 3, 9, 4, 1}",2.899761,0.100332,0.000066
"{1, 7, 6, 9, 8, 4, 5, 10, 3, 2, 1}",2.948537,"{1, 7, 6, 9, 8, 4, 5, 10, 3, 2, 1}",2.948537,0.000000,0.000065
"{1, 8, 3, 10, 6, 2, 5, 7, 4, 9, 1}",3.107070,"{1, 3, 9, 5, 4, 7, 2, 6, 10, 8, 1}",3.265375,0.050950,0.000066
"{1, 10, 2, 3, 6, 5, 9, 4, 7, 8, 1}",2.688044,"{1, 10, 3, 2, 6, 5, 9, 4, 7, 8, 1}",2.707758,0.007334,0.000062
"{1, 9, 4, 6, 10, 5, 7, 3, 2, 8, 1}",2.198914,"{1, 9, 8, 2, 7, 3, 5, 10, 6, 4, 1}",2.428512,0.104415,0.000065
"{1, 3, 8, 2, 9, 10, 4, 7, 6, 5, 1}",3.589587,"{1, 5, 6, 7, 10, 4, 2, 9, 8, 3, 1}",3.727921,0.038538,0.000069
"{1, 3, 4, 6, 9, 10, 8, 7, 2, 5, 1}",3.166618,"{1, 5, 2, 7, 10, 9, 6, 8, 4, 3, 1}",3.679943,0.162105,0.000069
"{1, 8, 3, 10, 2, 6, 9, 4, 7, 5, 1}",3.225448,"{1, 8, 9, 4, 7, 5, 6, 10, 2, 3, 1}",3.965588,0.229469,0.000066
"{1, 3, 6, 2, 7, 9, 4, 10, 8, 5, 1}",2.651969,"{1, 5, 9, 4, 2, 7, 10, 8, 6, 3, 1}",3.250049,0.225523,0.000066
"{1, 7, 2, 8, 4, 3, 6, 5, 10, 9, 1}",2.779477,"{1, 9, 10, 5, 6, 4, 3, 2, 7, 8, 1}",2.967761,0.067741,0.000066
"{1, 2, 3, 5, 10, 7, 9, 8, 6, 4, 1}",2.528025,"{1, 6, 9, 8, 3, 2, 5, 10, 7, 4, 1}",3.190346,0.261992,0.000064
"{1, 3, 2, 5, 8, 7, 10, 4, 9, 6, 1}",2.749130,"{1, 6, 9, 4, 10, 7, 8, 5, 3, 2, 1}",3.111685,0.131880,0.000067
"{1, 2, 8, 9, 4, 3, 6, 10, 7, 5, 1}",3.594011,"{1, 4, 9, 6, 10, 7, 3, 5, 8, 2, 1}",3.956127,0.100755,0.000067
"{1, 8, 2, 7, 5, 4, 3, 6, 10, 9, 1}",3.046496,"{1, 3, 7, 2, 5, 4, 6, 10, 8, 9, 1}",3.808735,0.250202,0.000064
"{1, 3, 6, 2, 5, 10, 9, 7, 8, 4, 1}",2.150021,"{1, 4, 8, 9, 7, 10, 5, 2, 6, 3, 1}",2.258089,0.050264,0.000065
"{1, 9, 8, 5, 6, 4, 10, 7, 3, 2, 1}",2.892590,"{1, 2, 9, 10, 7, 6, 5, 4, 8, 3, 1}",3.661704,0.265891,0.000070
"{1, 6, 4, 2, 5, 3, 7, 10, 9, 8, 1}",2.944962,"{1, 8, 10, 2, 5, 3, 7, 9, 4, 6, 1}",3.667951,0.245500,0.000067
"{1, 5, 10, 4, 9, 7, 6, 8, 2, 3, 1}",2.313052,"{1, 5, 6, 7, 9, 4, 8, 10, 2, 3, 1}",2.488081,0.075670,0.000063
"{1, 10, 6, 4, 2, 9, 5, 7, 3, 8, 1}",2.756082,"{1, 10, 6, 4, 9, 5, 2, 7, 8, 3, 1}",3.090027,0.121166,0.000067
"{1, 8, 4, 6, 2, 10, 3, 9, 5, 7, 1}",3.085997,"{1, 9, 3, 2, 10, 6, 4, 8, 5, 7, 1}",3.398439,0.101245,0.000066
"{1, 10, 2, 3, 9, 5, 7, 6, 8, 4, 1}",2.790174,"{1, 2, 10, 5, 9, 7, 6, 4, 8, 3, 1}",3.447763,0.235680,0.000066
"{1, 8, 6, 3, 2, 9, 7, 10, 4, 5, 1}",2.777421,"{1, 7, 9, 2, 3, 6, 8, 10, 4, 5, 1}",2.816614,0.014111,0.000064
"{1, 4, 8, 2, 7, 9, 3, 6, 5, 10, 1}",1.850879,"{1, 10, 5, 9, 7, 2, 3, 6, 8, 4, 1}",2.262825,0.222568,0.000072
"{1, 3, 6, 5, 2, 8, 4, 7, 9, 10, 1}",3.174635,"{1, 10, 6, 5, 8, 2, 4, 7, 9, 3, 1}",3.425270,0.078949,0.000067
"{1, 8, 5, 10, 7, 6, 9, 4, 2, 3, 1}",2.458878,"{1, 9, 6, 8, 10, 7, 5, 3, 2, 4, 1}",3.060094,0.244509,0.000066
"{1, 4, 8, 6, 2, 7, 10, 3, 9, 5, 1}",3.506928,"{1, 4, 10, 5, 9, 3, 7, 6, 2, 8, 1}",3.570255,0.018058,0.000067
"{1, 3, 6, 5, 10, 8, 4, 9, 2, 7, 1}",2.926197,"{1, 7, 2, 9, 4, 3, 8, 10, 5, 6, 1}",3.061353,0.046188,0.000066
"{1, 10, 2, 9, 6, 7, 3, 5, 8, 4, 1}",3.246588,"{1, 9, 2, 6, 7, 3, 5, 8, 4, 10, 1}",3.401672,0.047768,0.000066
"{1, 4, 3, 8, 6, 7, 9, 2, 10, 5, 1}",2.556717,"{1, 5, 7, 9, 2, 10, 8, 6, 3, 4, 1}",2.714754,0.061812,0.000062
"{1, 3, 6, 2, 10, 9, 7, 5, 4, 8, 1}",2.411936,"{1, 5, 7, 9, 10, 2, 6, 8, 4, 3, 1}",3.071140,0.273309,0.000067
"{1, 6, 2, 7, 5, 8, 10, 9, 4, 3, 1}",3.284306,"{1, 6, 2, 5, 7, 8, 10, 9, 4, 3, 1}",3.291806,0.002283,0.000064
"{1, 6, 5, 2, 4, 7, 10, 8, 9, 3, 1}",2.800099,"{1, 6, 5, 2, 4, 7, 10, 8, 9, 3, 1}",2.800099,0.000000,0.000062
"{1, 3, 7, 8, 5, 6, 4, 2, 10, 9, 1}",3.218995,"{1, 9, 10, 8, 5, 6, 4, 2, 7, 3, 1}",3.533076,0.097571,0.000067
"{1, 5, 9, 2, 3, 7, 10, 4, 6, 8, 1}",2.927257,"{1, 8, 7, 3, 4, 10, 6, 2, 9, 5, 1}",3.262416,0.114496,0.000064
"{1, 3, 10, 6, 9, 4, 8, 5, 7, 2, 1}",2.886668,"{1, 7, 2, 10, 6, 5, 8, 4, 9, 3, 1}",3.929723,0.361335,0.000066
"{1, 8, 10, 7, 5, 3, 2, 6, 9, 4, 1}",3.284330,"{1, 4, 9, 2, 3, 6, 7, 10, 5, 8, 1}",4.116375,0.253338,0.000067
"{1, 6, 10, 5, 8, 4, 3, 2, 9, 7, 1}",3.033837,"{1, 7, 9, 2, 3, 4, 8, 5, 10, 6, 1}",3.033837,0.000000,0.000064
"{1, 7, 4, 2, 9, 6, 5, 10, 3, 8, 1}",3.128083,"{1, 4, 10, 3, 8, 5, 6, 9, 2, 7, 1}",3.330327,0.064654,0.000067
"{1, 6, 5, 4, 10, 9, 2, 8, 3, 7, 1}",3.195493,"{1, 8, 5, 6, 10, 4, 2, 9, 3, 7, 1}",3.915610,0.225354,0.000072
"{1, 10, 8, 5, 4, 2, 3, 9, 6, 7, 1}",2.889903,"{1, 8, 10, 6, 7, 9, 3, 2, 4, 5, 1}",3.107135,0.075169,0.000067
"{1, 5, 2, 8, 6, 10, 4, 3, 9, 7, 1}",3.070541,"{1, 5, 6, 10, 7, 9, 4, 3, 8, 2, 1}",3.812599,0.241670,0.000066
"{1, 4, 6, 8, 5, 7, 2, 9, 10, 3, 1}",3.319830,"{1, 6, 8, 7, 2, 9, 10, 3, 5, 4, 1}",3.920032,0.180793,0.000064
"{1, 5, 10, 2, 8, 4, 3, 9, 7, 6, 1}",3.188239,"{1, 6, 9, 3, 8, 4, 5, 2, 10, 7, 1}",4.023678,0.262038,0.000070
"{1, 4, 3, 5, 8, 2, 9, 6, 7, 10, 1}",2.772794,"{1, 10, 7, 6, 9, 8, 2, 5, 3, 4, 1}",2.799737,0.009717,0.000064
"{1, 6, 2, 3, 4, 10, 7, 5, 8, 9, 1}",3.593920,"{1, 9, 8, 6, 2, 3, 4, 10, 7, 5, 1}",3.891142,0.082702,0.000064
"{1, 8, 5, 2, 9, 3, 7, 4, 6, 10, 1}",2.556668,"{1, 8, 2, 5, 9, 3, 7, 6, 10, 4, 1}",2.799935,0.095150,0.000064
"{1, 3, 9, 8, 6, 10, 4, 2, 5, 7, 1}",3.585799,"{1, 2, 10, 6, 9, 8, 7, 5, 4, 3, 1}",4.251341,0.185605,0.000066
"{1, 7, 10, 5, 8, 2, 4, 3, 9, 6, 1}",3.559597,"{1, 6, 7, 5, 10, 8, 2, 4, 9, 3, 1}",3.950467,0.109807,0.000067
"{1, 9, 5, 3, 4, 10, 6, 2, 8, 7, 1}",3.145449,"{1, 8, 7, 2, 6, 10, 4, 3, 5, 9, 1}",3.331842,0.059258,0.000062
"{1, 6, 10, 7, 2, 9, 5, 8, 3, 4, 1}",3.017125,"{1, 9, 5, 2, 6, 10, 7, 4, 3, 8, 1}",3.365093,0.115331,0.000065
"{1, 9, 10, 6, 5, 8, 4, 2, 7, 3, 1}",2.438471,"{1, 9, 10, 6, 5, 8, 7, 2, 4, 3, 1}",2.625391,0.076655,0.000067
"{1, 2, 10, 4, 9, 8, 3, 7, 6, 5, 1}",2.506075,"{1, 10, 9, 4, 8, 3, 7, 2, 6, 5, 1}",2.755083,0.099362,0.000067
"{1, 4, 9, 6, 10, 5, 2, 8, 7, 3, 1}",3.182542,"{1, 3, 7, 8, 2, 5, 9, 10, 6, 4, 1}",3.209848,0.008580,0.000070
"{1, 5, 8, 3, 6, 9, 2, 7, 10, 4, 1}",2.909520,"{1, 5, 9, 6, 3, 8, 7, 2, 10, 4, 1}",3.073462,0.056347,0.000069
"{1, 4, 9, 7, 2, 5, 10, 3, 6, 8, 1}",3.103148,"{1, 8, 6, 3, 10, 2, 5, 7, 9, 4, 1}",3.186151,0.026748,0.000073
"{1, 9, 7, 8, 4, 2, 3, 5, 10, 6, 1}",2.515963,"{1, 9, 7, 8, 4, 2, 3, 5, 10, 6, 1}",2.515963,0.000000,0.000064
"{1, 6, 5, 4, 7, 10, 3, 8, 2, 9, 1}",2.400961,"{1, 9, 2, 7, 5, 4, 10, 3, 8, 6, 1}",2.607122,0.085866,0.000066
"{1, 9, 5, 7, 6, 3, 2, 4, 8, 10, 1}",2.738503,"{1, 8, 6, 7, 5, 9, 3, 2, 4, 10, 1}",3.190555,0.165073,0.000123
"{1, 2, 4, 9, 6, 5, 10, 8, 7, 3, 1}",3.200131,"{1, 3, 7, 8, 10, 4, 9, 2, 5, 6, 1}",3.804901,0.188983,0.000064
"{1, 6, 8, 10, 5, 2, 9, 7, 4, 3, 1}",2.644454,"{1, 5, 9, 7, 3, 4, 2, 10, 8, 6, 1}",3.296890,0.246719,0.000071
"{1, 8, 6, 3, 10, 7, 4, 2, 5, 9, 1}",2.668148,"{1, 8, 6, 3, 10, 4, 7, 2, 9, 5, 1}",2.825449,0.058955,0.000067
"{1, 3, 4, 6, 2, 10, 8, 5, 9, 7, 1}",2.775608,"{1, 7, 9, 5, 8, 10, 6, 4, 2, 3, 1}",3.540132,0.275444,0.000064
"{1, 3, 7, 6, 4, 8, 2, 10, 9, 5, 1}",2.354975,"{1, 5, 9, 10, 2, 8, 4, 6, 7, 3, 1}",2.354975,0.000000,0.000067
"{1, 7, 6, 5, 3, 4, 9, 8, 2, 10, 1}",3.321125,"{1, 10, 2, 8, 9, 4, 3, 5, 6, 7, 1}",3.321125,0.000000,0.000064
"{1, 8, 3, 9, 10, 7, 4, 6, 2, 5, 1}",2.541983,"{1, 8, 3, 9, 10, 7, 4, 2, 6, 5, 1}",2.685555,0.056480,0.000072
"{1, 7, 6, 3, 9, 10, 5, 2, 8, 4, 1}",3.591100,"{1, 7, 9, 10, 5, 3, 6, 4, 2, 8, 1}",4.501252,0.253447,0.000067
"{1, 2, 7, 3, 6, 8, 10, 5, 9, 4, 1}",3.252820,"{1, 4, 9, 5, 7, 10, 8, 6, 3, 2, 1}",3.610491,0.109957,0.000067
"{1, 2, 4, 6, 5, 8, 10, 3, 9, 7, 1}",2.604078,"{1, 7, 3, 9, 10, 8, 5, 6, 4, 2, 1}",2.620291,0.006226,0.000062
"{1, 10, 8, 9, 3, 7, 4, 5, 6, 2, 1}",2.620983,"{1, 10, 9, 8, 6, 7, 4, 3, 5, 2, 1}",3.314698,0.264678,0.000069
"{1, 5, 4, 2, 3, 6, 8, 10, 9, 7, 1}",2.821663,"{1, 7, 10, 9, 8, 6, 3, 2, 4, 5, 1}",2.927356,0.037458,0.000064
"{1, 2, 7, 4, 6, 3, 9, 8, 5, 10, 1}",2.469967,"{1, 10, 9, 8, 5, 6, 3, 7, 4, 2, 1}",2.787068,0.128382,0.000067
"{1, 8, 2, 7, 9, 4, 6, 5, 10, 3, 1}",3.303364,"{1, 8, 7, 9, 2, 4, 6, 3, 10, 5, 1}",3.896010,0.179407,0.000066
"{1, 7, 3, 9, 4, 6, 10, 5, 8, 2, 1}",2.436285,"{1, 8, 2, 7, 3, 9, 4, 5, 10, 6, 1}",2.792389,0.146167,0.000064
"{1, 9, 6, 2, 10, 7, 3, 4, 5, 8, 1}",2.988639,"{1, 10, 2, 7, 3, 4, 5, 6, 9, 8, 1}",3.310646,0.107744,0.000064
"{1, 5, 6, 10, 4, 8, 2, 3, 9, 7, 1}",2.890204,"{1, 5, 6, 10, 4, 8, 2, 3, 9, 7, 1}",2.890204,0.000000,0.000065
"{1, 4, 7, 2, 5, 8, 9, 10, 3, 6, 1}",2.842912,"{1, 6, 10, 9, 8, 5, 2, 7, 4, 3, 1}",2.962837,0.042184,0.000065
"{1, 6, 8, 9, 10, 2, 5, 7, 3, 4, 1}",3.247983,"{1, 2, 10, 9, 8, 6, 5, 7, 3, 4, 1}",3.583904,0.103425,0.000065
"{1, 2, 8, 3, 9, 4, 7, 6, 5, 10, 1}",3.551237,"{1, 6, 10, 5, 8, 2, 9, 3, 4, 7, 1}",4.302777,0.211628,0.000067
"{1, 2, 10, 5, 8, 3, 9, 7, 4, 6, 1}",3.192317,"{1, 10, 8, 6, 9, 3, 4, 7, 5, 2, 1}",3.881077,0.215756,0.000066
"{1, 10, 5, 6, 7, 9, 2, 3, 8, 4, 1}",2.862199,"{1, 5, 10, 7, 9, 6, 2, 4, 3, 8, 1}",3.611329,0.261732,0.000069
"{1, 6, 2, 3, 10, 4, 7, 5, 9, 8, 1}",2.409304,"{1, 8, 9, 5, 7, 4, 10, 3, 2, 6, 1}",2.409304,0.000000,0.000070
"{1, 10, 9, 6, 5, 2, 8, 7, 3, 4, 1}",2.907940,"{1, 4, 10, 9, 2, 8, 5, 6, 7, 3, 1}",3.483100,0.197790,0.000067
"{1, 9, 6, 2, 3, 4, 10, 7, 5, 8, 1}",3.187638,"{1, 9, 3, 2, 6, 5, 7, 4, 10, 8, 1}",4.225792,0.325681,0.000066
"{1, 8, 10, 5, 7, 9, 4, 2, 3, 6, 1}",2.650916,"{1, 8, 10, 5, 9, 7, 4, 2, 3, 6, 1}",2.682102,0.011764,0.000062
"{1, 6, 4, 10, 2, 9, 7, 5, 8, 3, 1}",2.719482,"{1, 6, 4, 10, 2, 9, 7, 5, 8, 3, 1}",2.719482,0.000000,0.000064
"{1, 5, 4, 8, 9, 6, 10, 2, 3, 7, 1}",2.679629,"{1, 7, 3, 2, 6, 10, 9, 8, 4, 5, 1}",2.725249,0.017025,0.000064
"{1, 3, 7, 9, 4, 6, 2, 10, 5, 8, 1}",3.003788,"{1, 8, 5, 10, 2, 6, 4, 9, 3, 7, 1}",3.074003,0.023375,0.000064
"{1, 6, 7, 8, 3, 10, 2, 5, 9, 4, 1}",2.632400,"{1, 6, 7, 8, 3, 10, 2, 5, 9, 4, 1}",2.632400,0.000000,0.000063
"{1, 8, 5, 4, 10, 6, 9, 7, 2, 3, 1}",2.498068,"{1, 8, 4, 5, 3, 2, 7, 9, 6, 10, 1}",2.815151,0.126931,0.000064
"{1, 5, 2, 8, 10, 4, 7, 6, 9, 3, 1}",3.398810,"{1, 2, 9, 3, 6, 7, 4, 10, 8, 5, 1}",3.842375,0.130506,0.000070
"{1, 7, 6, 10, 4, 2, 3, 9, 5, 8, 1}",3.010326,"{1, 8, 5, 9, 3, 2, 4, 10, 6, 7, 1}",3.010326,0.000000,0.000062
"{1, 9, 3, 10, 6, 4, 7, 2, 5, 8, 1}",2.207369,"{1, 9, 3, 10, 2, 7, 4, 6, 8, 5, 1}",2.507059,0.135768,0.000065
"{1, 6, 5, 10, 8, 2, 9, 7, 4, 3, 1}",2.850550,"{1, 3, 6, 8, 10, 5, 2, 9, 7, 4, 1}",3.378428,0.185184,0.000064
"{1, 10, 3, 6, 7, 2, 4, 9, 5, 8, 1}",2.852047,"{1, 10, 3, 6, 7, 2, 4, 9, 5, 8, 1}",2.852047,0.000000,0.000062
"{1, 3, 2, 5, 6, 4, 9, 7, 10, 8, 1}",2.298289,"{1, 3, 8, 10, 7, 9, 4, 6, 5, 2, 1}",2.431602,0.058005,0.000064
"{1, 8, 3, 7, 6, 5, 2, 4, 10, 9, 1}",3.024160,"{1, 2, 8, 5, 3, 7, 6, 4, 10, 9, 1}",3.418695,0.130461,0.000067
"{1, 10, 5, 8, 7, 4, 3, 9, 6, 2, 1}",2.932504,"{1, 10, 5, 8, 7, 4, 3, 9, 6, 2, 1}",2.932504,0.000000,0.000072
"{1, 7, 3, 4, 9, 10, 5, 2, 6, 8, 1}",3.042044,"{1, 8, 6, 2, 5, 10, 9, 4, 7, 3, 1}",3.103382,0.020163,0.000065
"{1, 8, 9, 2, 5, 7, 10, 3, 6, 4, 1}",3.082206,"{1, 6, 4, 10, 3, 5, 7, 8, 9, 2, 1}",3.709620,0.203560,0.000069
"{1, 8, 2, 6, 3, 9, 4, 5, 10, 7, 1}",2.443707,"{1, 10, 7, 4, 5, 6, 9, 3, 2, 8, 1}",2.656197,0.086954,0.000064
"{1, 6, 10, 9, 2, 3, 5, 7, 8, 4, 1}",3.268236,"{1, 4, 8, 7, 5, 3, 2, 9, 10, 6, 1}",3.268236,0.000000,0.000064
"{1, 9, 10, 7, 8, 4, 5, 3, 2, 6, 1}",3.165635,"{1, 9, 10, 7, 8, 4, 3, 2, 5, 6, 1}",3.556135,0.123356,0.000064
"{1, 5, 8, 4, 7, 3, 9, 6, 10, 2, 1}",2.767037,"{1, 5, 9, 8, 4, 7, 3, 6, 10, 2, 1}",3.150373,0.138537,0.000068
"{1, 4, 8, 10, 9, 5, 6, 2, 7, 3, 1}",3.604168,"{1, 8, 2, 7, 3, 4, 10, 5, 9, 6, 1}",4.064990,0.127858,0.000067
"{1, 3, 8, 6, 2, 7, 10, 9, 5, 4, 1}",2.726178,"{1, 5, 9, 10, 7, 2, 6, 8, 3, 4, 1}",2.786010,0.021947,0.000067
"{1, 7, 10, 6, 8, 9, 5, 4, 2, 3, 1}",3.114066,"{1, 3, 9, 8, 6, 10, 5, 4, 2, 7, 1}",3.533550,0.134706,0.000068
"{1, 3, 5, 6, 4, 10, 7, 2, 8, 9, 1}",2.711083,"{1, 9, 8, 2, 7, 10, 4, 6, 5, 3, 1}",2.711083,0.000000,0.000064
"{1, 10, 8, 5, 7, 2, 3, 4, 9, 6, 1}",2.647927,"{1, 10, 5, 8, 7, 2, 3, 6, 9, 4, 1}",2.985740,0.127576,0.000067
"{1, 7, 3, 4, 8, 5, 10, 2, 9, 6, 1}",2.566190,"{1, 6, 9, 2, 8, 5, 10, 7, 4, 3, 1}",3.016627,0.175527,0.000070
"{1, 3, 10, 7, 8, 6, 5, 9, 2, 4, 1}",2.034314,"{1, 9, 5, 6, 8, 7, 10, 3, 2, 4, 1}",2.077003,0.020984,0.000065
"{1, 10, 4, 3, 8, 9, 6, 7, 2, 5, 1}",2.193325,"{1, 5, 9, 4, 3, 8, 10, 6, 7, 2, 1}",2.373700,0.082238,0.000067
"{1, 4, 6, 2, 5, 8, 10, 7, 9, 3, 1}",3.552299,"{1, 3, 9, 10, 7, 6, 2, 5, 8, 4, 1}",3.877574,0.091567,0.000067
"{1, 4, 8, 5, 10, 9, 7, 3, 6, 2, 1}",2.839710,"{1, 2, 3, 6, 7, 9, 5, 10, 8, 4, 1}",3.068156,0.080447,0.000073
