optimal_tour,optimal_tour_length,nearest_neighbor_tour,nearest_neighbor_tour_length,score,time
"{1, 8, 10, 5, 6, 9, 4, 2, 7, 3, 1}",2.740230,"{1, 8, 3, 7, 2, 4, 9, 5, 10, 6, 1}",3.450126,0.259064,0.000017
"{1, 7, 9, 6, 4, 8, 3, 2, 5, 10, 1}",3.212420,"{1, 10, 2, 3, 7, 6, 9, 4, 8, 5, 1}",3.515170,0.094244,0.000017
"{1, 4, 7, 9, 8, 3, 6, 2, 5, 10, 1}",3.384067,"{1, 4, 7, 9, 5, 10, 2, 6, 8, 3, 1}",3.561865,0.052540,0.000018
"{1, 8, 2, 7, 6, 5, 4, 3, 10, 9, 1}",3.166754,"{1, 2, 8, 4, 3, 5, 6, 7, 9, 10, 1}",3.423705,0.081140,0.000018
"{1, 7, 9, 4, 10, 3, 8, 6, 2, 5, 1}",2.842452,"{1, 5, 6, 4, 9, 7, 10, 3, 8, 2, 1}",2.914990,0.025520,0.000018
"{1, 5, 10, 6, 3, 4, 9, 2, 8, 7, 1}",3.554389,"{1, 7, 2, 8, 5, 10, 6, 3, 4, 9, 1}",3.789678,0.066197,0.000018
"{1, 3, 5, 4, 7, 8, 2, 10, 9, 6, 1}",2.670652,"{1, 6, 9, 5, 3, 4, 7, 8, 10, 2, 1}",2.925675,0.095491,0.000018
"{1, 2, 4, 3, 7, 8, 6, 9, 5, 10, 1}",3.171116,"{1, 2, 3, 7, 8, 6, 9, 5, 10, 4, 1}",3.589863,0.132051,0.000018
"{1, 2, 5, 10, 8, 9, 4, 6, 3, 7, 1}",3.168555,"{1, 7, 3, 6, 4, 9, 8, 10, 5, 2, 1}",3.168555,0.000000,0.000018
"{1, 8, 3, 9, 4, 2, 10, 6, 5, 7, 1}",2.932965,"{1, 8, 7, 6, 10, 2, 9, 4, 3, 5, 1}",3.745039,0.276878,0.000018
"{1, 6, 3, 8, 4, 9, 5, 2, 7, 10, 1}",3.093590,"{1, 6, 3, 5, 9, 4, 8, 10, 7, 2, 1}",3.784350,0.223288,0.000019
"{1, 4, 2, 3, 6, 8, 10, 7, 9, 5, 1}",3.147574,"{1, 5, 9, 7, 4, 10, 8, 6, 3, 2, 1}",3.368635,0.070232,0.000018
"{1, 3, 10, 2, 5, 7, 4, 9, 8, 6, 1}",2.703321,"{1, 3, 6, 5, 7, 4, 9, 8, 10, 2, 1}",3.149389,0.165007,0.000018
"{1, 3, 2, 8, 6, 5, 4, 7, 10, 9, 1}",2.338143,"{1, 2, 8, 6, 5, 4, 7, 10, 9, 3, 1}",2.521447,0.078397,0.000019
"{1, 9, 6, 4, 8, 7, 2, 5, 10, 3, 1}",2.882341,"{1, 3, 10, 5, 9, 4, 6, 8, 2, 7, 1}",3.448282,0.196347,0.000018
"{1, 7, 4, 6, 8, 9, 2, 10, 3, 5, 1}",2.724777,"{1, 7, 4, 6, 8, 9, 2, 5, 3, 10, 1}",2.782514,0.021190,0.000037
"{1, 9, 4, 6, 7, 5, 10, 8, 3, 2, 1}",2.756346,"{1, 9, 4, 2, 10, 7, 5, 8, 3, 6, 1}",3.442494,0.248934,0.000018
"{1, 9, 2, 10, 5, 8, 4, 7, 3, 6, 1}",2.717865,"{1, 6, 9, 2, 10, 7, 4, 8, 3, 5, 1}",3.280981,0.207190,0.000019
"{1, 10, 4, 5, 8, 7, 3, 9, 6, 2, 1}",2.668841,"{1, 2, 10, 6, 9, 3, 7, 8, 5, 4, 1}",2.824731,0.058411,0.000019
"{1, 9, 8, 3, 4, 5, 2, 7, 6, 10, 1}",2.689100,"{1, 10, 9, 3, 4, 5, 2, 7, 6, 8, 1}",3.125722,0.162367,0.000018
"{1, 10, 2, 8, 9, 4, 5, 3, 6, 7, 1}",2.276706,"{1, 2, 10, 7, 8, 3, 6, 9, 5, 4, 1}",2.926064,0.285219,0.000018
"{1, 6, 7, 9, 10, 2, 4, 5, 3, 8, 1}",2.630477,"{1, 8, 3, 5, 4, 2, 10, 9, 7, 6, 1}",2.630477,0.000000,0.001251
"{1, 7, 10, 5, 6, 8, 4, 3, 2, 9, 1}",3.301248,"{1, 9, 7, 6, 10, 5, 8, 3, 2, 4, 1}",4.304762,0.303980,0.000021
"{1, 6, 8, 2, 4, 10, 3, 9, 5, 7, 1}",3.444483,"{1, 7, 5, 9, 3, 10, 4, 2, 8, 6, 1}",3.444483,0.000000,0.000019
"{1, 2, 3, 6, 4, 10, 9, 5, 8, 7, 1}",2.867459,"{1, 7, 5, 8, 9, 2, 3, 6, 4, 10, 1}",3.172114,0.106246,0.000019
"{1, 6, 5, 10, 9, 3, 4, 8, 2, 7, 1}",2.954084,"{1, 7, 2, 8, 4, 3, 9, 10, 5, 6, 1}",2.954085,0.000000,0.000019
"{1, 4, 9, 3, 8, 6, 10, 7, 2, 5, 1}",2.599947,"{1, 5, 7, 10, 6, 8, 3, 9, 4, 2, 1}",3.303861,0.270741,0.000030
"{1, 9, 8, 10, 7, 3, 2, 4, 5, 6, 1}",2.506923,"{1, 5, 6, 4, 9, 8, 7, 10, 3, 2, 1}",2.900632,0.157049,0.000019
"{1, 5, 3, 4, 7, 10, 8, 2, 6, 9, 1}",2.779511,"{1, 9, 3, 5, 4, 7, 10, 6, 2, 8, 1}",3.149848,0.133238,0.000019
"{1, 10, 9, 8, 2, 5, 3, 4, 6, 7, 1}",2.370405,"{1, 7, 6, 10, 9, 8, 2, 5, 3, 4, 1}",2.868316,0.210053,0.000019
"{1, 6, 8, 9, 2, 5, 4, 3, 10, 7, 1}",3.168828,"{1, 10, 3, 7, 6, 8, 9, 2, 4, 5, 1}",3.782400,0.193627,0.000029
"{1, 7, 3, 9, 6, 5, 4, 2, 8, 10, 1}",2.202134,"{1, 10, 8, 2, 7, 3, 9, 6, 5, 4, 1}",2.207644,0.002502,0.000018
"{1, 4, 2, 3, 9, 10, 8, 6, 7, 5, 1}",3.085428,"{1, 2, 3, 9, 8, 5, 4, 7, 6, 10, 1}",4.065051,0.317500,0.000018
"{1, 6, 2, 7, 4, 8, 10, 5, 3, 9, 1}",2.915750,"{1, 9, 7, 4, 10, 3, 5, 8, 6, 2, 1}",3.302118,0.132511,0.000019
"{1, 10, 2, 8, 5, 4, 6, 3, 7, 9, 1}",2.486133,"{1, 10, 2, 9, 7, 6, 3, 4, 5, 8, 1}",2.637267,0.060791,0.000018
"{1, 6, 7, 4, 3, 8, 5, 9, 10, 2, 1}",3.111141,"{1, 6, 2, 10, 9, 3, 4, 7, 8, 5, 1}",3.698126,0.188672,0.000018
"{1, 6, 10, 2, 5, 3, 8, 4, 9, 7, 1}",3.012399,"{1, 6, 10, 7, 9, 4, 3, 8, 5, 2, 1}",3.322630,0.102985,0.000018
"{1, 6, 5, 10, 3, 8, 7, 9, 2, 4, 1}",2.732122,"{1, 4, 2, 9, 7, 8, 3, 10, 5, 6, 1}",2.732122,0.000000,0.000027
"{1, 4, 7, 2, 8, 3, 6, 5, 10, 9, 1}",3.104159,"{1, 4, 7, 2, 8, 3, 9, 10, 6, 5, 1}",3.284479,0.058090,0.000018
"{1, 2, 4, 7, 9, 10, 5, 3, 8, 6, 1}",2.562726,"{1, 6, 8, 3, 5, 10, 9, 7, 4, 2, 1}",2.562727,0.000000,0.000018
"{1, 2, 5, 8, 3, 4, 7, 6, 9, 10, 1}",2.437675,"{1, 10, 6, 9, 7, 4, 3, 5, 8, 2, 1}",2.590688,0.062770,0.000018
"{1, 9, 8, 5, 7, 2, 10, 4, 3, 6, 1}",3.001004,"{1, 6, 9, 8, 2, 7, 5, 3, 4, 10, 1}",3.743487,0.247411,0.000018
"{1, 3, 7, 5, 8, 10, 2, 9, 4, 6, 1}",2.789304,"{1, 3, 6, 4, 9, 2, 10, 8, 5, 7, 1}",2.893090,0.037209,0.000018
"{1, 2, 3, 8, 9, 7, 6, 5, 10, 4, 1}",2.745043,"{1, 4, 2, 8, 9, 7, 6, 3, 10, 5, 1}",3.368197,0.227011,0.000018
"{1, 9, 2, 6, 10, 8, 4, 3, 7, 5, 1}",2.432221,"{1, 5, 3, 4, 7, 8, 10, 6, 2, 9, 1}",2.574361,0.058440,0.000018
"{1, 6, 9, 4, 5, 2, 10, 8, 3, 7, 1}",3.048020,"{1, 7, 3, 8, 2, 10, 4, 9, 5, 6, 1}",3.238103,0.062363,0.000018
"{1, 6, 3, 8, 7, 2, 5, 10, 4, 9, 1}",2.931628,"{1, 9, 4, 5, 2, 7, 3, 8, 6, 10, 1}",3.211884,0.095597,0.000018
"{1, 9, 7, 2, 3, 6, 10, 5, 4, 8, 1}",2.704319,"{1, 5, 4, 8, 10, 6, 9, 7, 2, 3, 1}",2.901278,0.072831,0.000018
"{1, 7, 5, 2, 9, 8, 6, 4, 10, 3, 1}",2.578952,"{1, 3, 10, 4, 5, 2, 9, 8, 6, 7, 1}",2.721010,0.055084,0.000018
"{1, 5, 9, 10, 8, 3, 4, 6, 2, 7, 1}",2.888807,"{1, 5, 9, 10, 8, 3, 4, 6, 2, 7, 1}",2.888807,0.000000,0.000017
"{1, 10, 2, 4, 9, 7, 6, 8, 5, 3, 1}",3.212434,"{1, 10, 2, 4, 9, 7, 6, 8, 3, 5, 1}",3.532327,0.099580,0.000017
"{1, 2, 8, 9, 4, 7, 5, 6, 10, 3, 1}",2.607793,"{1, 2, 8, 9, 4, 5, 6, 10, 7, 3, 1}",2.929644,0.123419,0.000018
"{1, 2, 5, 9, 7, 8, 3, 4, 6, 10, 1}",3.182516,"{1, 10, 8, 7, 3, 4, 6, 5, 2, 9, 1}",4.014652,0.261471,0.000018
"{1, 7, 3, 10, 4, 9, 8, 2, 5, 6, 1}",2.590861,"{1, 5, 2, 6, 7, 3, 10, 4, 8, 9, 1}",2.988404,0.153440,0.000018
"{1, 3, 7, 4, 8, 6, 10, 9, 2, 5, 1}",3.124765,"{1, 5, 2, 9, 10, 6, 8, 4, 7, 3, 1}",3.124765,0.000000,0.000017
"{1, 6, 3, 5, 10, 7, 8, 9, 4, 2, 1}",3.052000,"{1, 3, 6, 5, 10, 7, 8, 9, 4, 2, 1}",3.073564,0.007066,0.000018
"{1, 9, 2, 3, 8, 6, 10, 4, 5, 7, 1}",2.293536,"{1, 7, 5, 4, 10, 6, 8, 3, 9, 2, 1}",2.517622,0.097704,0.000018
"{1, 9, 10, 4, 8, 7, 3, 2, 5, 6, 1}",2.568359,"{1, 9, 8, 7, 10, 4, 6, 5, 2, 3, 1}",2.797815,0.089340,0.000018
"{1, 6, 4, 7, 5, 2, 3, 9, 8, 10, 1}",2.617407,"{1, 10, 6, 3, 2, 9, 5, 7, 4, 8, 1}",3.264838,0.247356,0.000018
"{1, 5, 8, 3, 7, 6, 4, 2, 10, 9, 1}",2.829988,"{1, 10, 9, 5, 8, 3, 7, 6, 4, 2, 1}",2.955410,0.044319,0.000018
"{1, 7, 6, 3, 5, 9, 4, 10, 8, 2, 1}",2.732507,"{1, 2, 8, 10, 4, 9, 5, 3, 6, 7, 1}",2.732507,0.000000,0.000018
"{1, 6, 10, 2, 4, 5, 9, 8, 3, 7, 1}",3.038446,"{1, 6, 10, 2, 4, 5, 9, 7, 8, 3, 1}",3.050115,0.003840,0.000018
"{1, 5, 9, 10, 8, 4, 6, 3, 7, 2, 1}",3.165644,"{1, 2, 7, 10, 6, 3, 4, 8, 9, 5, 1}",3.447091,0.088907,0.000018
"{1, 8, 9, 3, 5, 10, 4, 2, 6, 7, 1}",3.049752,"{1, 8, 9, 3, 5, 10, 2, 4, 7, 6, 1}",3.556443,0.166142,0.000018
"{1, 9, 5, 3, 6, 10, 2, 8, 4, 7, 1}",3.211863,"{1, 7, 9, 5, 3, 6, 10, 2, 8, 4, 1}",3.322933,0.034581,0.000018
"{1, 8, 10, 7, 5, 4, 9, 3, 2, 6, 1}",3.135786,"{1, 8, 3, 9, 4, 2, 6, 5, 7, 10, 1}",4.177998,0.332361,0.000017
"{1, 7, 3, 5, 4, 8, 2, 10, 6, 9, 1}",2.745927,"{1, 9, 6, 2, 3, 5, 7, 8, 4, 10, 1}",3.440454,0.252930,0.000018
"{1, 2, 4, 10, 3, 8, 6, 5, 7, 9, 1}",2.951075,"{1, 2, 4, 10, 9, 7, 5, 6, 8, 3, 1}",3.148221,0.066805,0.000017
"{1, 9, 2, 7, 10, 8, 5, 6, 3, 4, 1}",3.030015,"{1, 9, 2, 7, 10, 8, 5, 6, 4, 3, 1}",3.254611,0.074124,0.000018
"{1, 5, 2, 3, 6, 4, 9, 7, 10, 8, 1}",3.238254,"{1, 8, 5, 3, 6, 4, 9, 10, 7, 2, 1}",3.764254,0.162433,0.000018
"{1, 10, 3, 7, 5, 4, 2, 6, 8, 9, 1}",2.934962,"{1, 10, 9, 8, 6, 2, 4, 5, 7, 3, 1}",2.997026,0.021147,0.000018
"{1, 3, 9, 6, 2, 4, 7, 10, 8, 5, 1}",2.659631,"{1, 9, 3, 5, 8, 10, 7, 4, 6, 2, 1}",2.933402,0.102936,0.000017
"{1, 9, 5, 7, 3, 8, 2, 10, 6, 4, 1}",2.960645,"{1, 9, 5, 8, 2, 10, 6, 4, 3, 7, 1}",3.685400,0.244796,0.000018
"{1, 10, 7, 2, 8, 3, 4, 9, 6, 5, 1}",2.989608,"{1, 10, 7, 2, 8, 4, 9, 6, 5, 3, 1}",3.969722,0.327840,0.000018
"{1, 7, 9, 2, 10, 8, 4, 5, 3, 6, 1}",3.147973,"{1, 7, 6, 3, 5, 4, 8, 10, 2, 9, 1}",3.391555,0.077377,0.000018
"{1, 8, 5, 9, 6, 3, 2, 10, 7, 4, 1}",2.241634,"{1, 4, 7, 8, 10, 2, 3, 6, 9, 5, 1}",2.424244,0.081463,0.000018
"{1, 5, 2, 7, 10, 6, 9, 4, 3, 8, 1}",2.757425,"{1, 8, 3, 4, 9, 5, 10, 6, 7, 2, 1}",3.059753,0.109641,0.000018
"{1, 4, 3, 10, 5, 8, 7, 9, 2, 6, 1}",2.806955,"{1, 6, 4, 3, 10, 5, 8, 7, 9, 2, 1}",2.835974,0.010338,0.000017
"{1, 6, 7, 5, 10, 4, 2, 8, 9, 3, 1}",2.853860,"{1, 6, 7, 5, 9, 3, 8, 2, 4, 10, 1}",3.414507,0.196452,0.000018
"{1, 3, 8, 5, 10, 4, 9, 7, 2, 6, 1}",2.836848,"{1, 3, 6, 2, 7, 9, 4, 10, 5, 8, 1}",2.904237,0.023755,0.000018
"{1, 4, 10, 3, 7, 2, 5, 6, 8, 9, 1}",2.801711,"{1, 9, 8, 6, 4, 10, 3, 5, 2, 7, 1}",3.149489,0.124130,0.000018
"{1, 10, 2, 8, 3, 5, 7, 4, 9, 6, 1}",2.919245,"{1, 6, 10, 2, 3, 5, 7, 4, 9, 8, 1}",3.721061,0.274665,0.000018
"{1, 5, 9, 2, 10, 3, 4, 7, 8, 6, 1}",2.924334,"{1, 5, 9, 6, 8, 7, 4, 3, 2, 10, 1}",3.293906,0.126378,0.000094
"{1, 3, 9, 2, 6, 7, 10, 5, 8, 4, 1}",3.242471,"{1, 3, 9, 2, 6, 7, 10, 5, 8, 4, 1}",3.242471,0.000000,0.000018
"{1, 5, 10, 4, 7, 9, 2, 8, 6, 3, 1}",3.185784,"{1, 6, 3, 5, 10, 4, 9, 7, 2, 8, 1}",3.387282,0.063249,0.000018
"{1, 7, 5, 6, 2, 3, 9, 10, 8, 4, 1}",2.953066,"{1, 10, 3, 2, 9, 6, 7, 5, 4, 8, 1}",3.456498,0.170478,0.000018
"{1, 4, 7, 9, 2, 8, 10, 3, 6, 5, 1}",3.108458,"{1, 5, 6, 4, 7, 8, 10, 3, 9, 2, 1}",3.784626,0.217525,0.000019
"{1, 4, 7, 8, 2, 5, 9, 3, 10, 6, 1}",2.714132,"{1, 6, 10, 3, 9, 5, 2, 8, 7, 4, 1}",2.714132,0.000000,0.000018
"{1, 4, 2, 10, 3, 9, 8, 7, 6, 5, 1}",3.170743,"{1, 4, 10, 3, 9, 5, 6, 7, 8, 2, 1}",3.735800,0.178210,0.000017
"{1, 4, 10, 3, 6, 5, 7, 2, 9, 8, 1}",2.532792,"{1, 4, 10, 3, 7, 5, 6, 2, 9, 8, 1}",2.637990,0.041534,0.000029
"{1, 4, 7, 10, 3, 2, 5, 9, 8, 6, 1}",2.583245,"{1, 4, 9, 5, 2, 3, 10, 7, 6, 8, 1}",2.839137,0.099058,0.000028
"{1, 7, 3, 10, 5, 4, 9, 8, 6, 2, 1}",2.741632,"{1, 7, 3, 2, 6, 8, 9, 4, 5, 10, 1}",2.912854,0.062453,0.000018
"{1, 9, 7, 3, 8, 10, 6, 5, 2, 4, 1}",2.997545,"{1, 4, 2, 9, 7, 3, 10, 8, 5, 6, 1}",3.555027,0.185979,0.000045
"{1, 2, 9, 10, 4, 3, 6, 7, 5, 8, 1}",3.595985,"{1, 5, 8, 7, 6, 3, 4, 10, 2, 9, 1}",3.849149,0.070402,0.000018
"{1, 3, 9, 10, 8, 5, 7, 4, 2, 6, 1}",2.633650,"{1, 6, 2, 4, 7, 5, 10, 8, 9, 3, 1}",2.774742,0.053573,0.000018
"{1, 4, 5, 8, 3, 6, 10, 7, 9, 2, 1}",3.387334,"{1, 9, 2, 7, 5, 8, 3, 6, 4, 10, 1}",4.536888,0.339368,0.000018
"{1, 7, 5, 6, 8, 9, 3, 10, 2, 4, 1}",2.201225,"{1, 4, 10, 2, 7, 5, 6, 8, 9, 3, 1}",2.593708,0.178302,0.000018
"{1, 3, 10, 2, 8, 5, 6, 4, 9, 7, 1}",3.104925,"{1, 3, 6, 8, 5, 4, 9, 7, 10, 2, 1}",3.524495,0.135131,0.000018
"{1, 9, 5, 3, 4, 8, 10, 6, 7, 2, 1}",2.726580,"{1, 2, 7, 5, 4, 3, 9, 8, 10, 6, 1}",3.223746,0.182340,0.000018
"{1, 7, 8, 9, 10, 4, 5, 6, 2, 3, 1}",2.879711,"{1, 3, 2, 8, 7, 9, 4, 5, 6, 10, 1}",3.818687,0.326066,0.000026
"{1, 10, 3, 9, 6, 5, 7, 8, 2, 4, 1}",2.803856,"{1, 2, 4, 10, 3, 9, 6, 5, 7, 8, 1}",2.993730,0.067719,0.000018
"{1, 6, 2, 7, 9, 4, 8, 10, 3, 5, 1}",3.056886,"{1, 5, 6, 2, 7, 9, 4, 8, 10, 3, 1}",3.300284,0.079623,0.000018
"{1, 2, 10, 9, 4, 7, 5, 3, 8, 6, 1}",2.845831,"{1, 2, 8, 3, 6, 4, 7, 9, 10, 5, 1}",3.654213,0.284058,0.000018
"{1, 6, 8, 9, 7, 10, 4, 5, 3, 2, 1}",2.779156,"{1, 2, 3, 8, 6, 9, 7, 10, 5, 4, 1}",3.331519,0.198752,0.000018
"{1, 5, 10, 6, 3, 4, 7, 9, 2, 8, 1}",2.767503,"{1, 8, 2, 9, 7, 4, 3, 6, 10, 5, 1}",2.767503,0.000000,0.000018
"{1, 3, 10, 2, 9, 4, 6, 5, 7, 8, 1}",2.406891,"{1, 3, 9, 4, 6, 5, 7, 8, 10, 2, 1}",3.006499,0.249121,0.000018
"{1, 9, 4, 3, 5, 7, 6, 2, 8, 10, 1}",2.927042,"{1, 7, 5, 3, 4, 9, 10, 8, 6, 2, 1}",3.503501,0.196942,0.000018
"{1, 4, 3, 6, 8, 2, 9, 7, 5, 10, 1}",2.332890,"{1, 10, 5, 7, 9, 2, 8, 6, 3, 4, 1}",2.332890,0.000000,0.000018
"{1, 5, 6, 10, 8, 3, 9, 7, 2, 4, 1}",2.363491,"{1, 4, 2, 7, 9, 3, 8, 10, 6, 5, 1}",2.363491,0.000000,0.000018
"{1, 7, 3, 4, 8, 9, 10, 2, 5, 6, 1}",2.770039,"{1, 7, 3, 4, 9, 8, 10, 2, 5, 6, 1}",2.825245,0.019930,0.000018
"{1, 3, 7, 9, 5, 6, 8, 4, 10, 2, 1}",3.142663,"{1, 2, 4, 10, 8, 6, 9, 7, 3, 5, 1}",3.514410,0.118290,0.000018
"{1, 10, 9, 4, 3, 7, 6, 2, 5, 8, 1}",2.570342,"{1, 7, 3, 4, 10, 9, 5, 8, 2, 6, 1}",3.258412,0.267696,0.000018
"{1, 7, 3, 5, 9, 8, 10, 4, 6, 2, 1}",3.034932,"{1, 7, 2, 3, 5, 9, 8, 10, 4, 6, 1}",3.067118,0.010605,0.000018
"{1, 6, 10, 9, 5, 3, 7, 2, 4, 8, 1}",2.767943,"{1, 6, 10, 8, 4, 5, 7, 3, 9, 2, 1}",3.676559,0.328264,0.000018
"{1, 9, 2, 3, 5, 8, 10, 4, 7, 6, 1}",2.800441,"{1, 6, 7, 4, 8, 9, 2, 3, 5, 10, 1}",3.209090,0.145923,0.000018
"{1, 8, 5, 10, 6, 4, 7, 9, 3, 2, 1}",3.048316,"{1, 2, 9, 7, 3, 6, 10, 5, 8, 4, 1}",3.992109,0.309611,0.000018
"{1, 2, 5, 4, 9, 10, 7, 6, 3, 8, 1}",2.960798,"{1, 8, 3, 6, 7, 10, 9, 4, 2, 5, 1}",3.100484,0.047179,0.000018
"{1, 6, 2, 10, 8, 5, 9, 7, 4, 3, 1}",2.737730,"{1, 4, 7, 9, 5, 10, 8, 2, 6, 3, 1}",2.926383,0.068909,0.000018
"{1, 9, 8, 3, 6, 2, 7, 4, 5, 10, 1}",3.136703,"{1, 9, 8, 3, 6, 2, 4, 7, 10, 5, 1}",3.285250,0.047358,0.000018
"{1, 9, 4, 8, 7, 10, 5, 3, 6, 2, 1}",2.916656,"{1, 2, 6, 3, 5, 10, 7, 8, 4, 9, 1}",2.916655,0.000000,0.000017
"{1, 4, 6, 7, 2, 10, 3, 5, 9, 8, 1}",3.316991,"{1, 4, 6, 7, 2, 10, 5, 9, 3, 8, 1}",3.372769,0.016816,0.000018
"{1, 9, 5, 6, 4, 8, 7, 3, 10, 2, 1}",2.801552,"{1, 9, 6, 4, 5, 8, 7, 3, 10, 2, 1}",2.958617,0.056064,0.000018
"{1, 6, 3, 4, 2, 10, 8, 5, 9, 7, 1}",2.612641,"{1, 10, 8, 5, 7, 9, 6, 3, 4, 2, 1}",2.762922,0.057521,0.000018
"{1, 6, 2, 10, 5, 8, 3, 7, 4, 9, 1}",2.323791,"{1, 6, 5, 10, 2, 8, 3, 7, 4, 9, 1}",2.634236,0.133595,0.000018
"{1, 7, 10, 4, 8, 5, 9, 2, 3, 6, 1}",2.231675,"{1, 6, 3, 5, 8, 10, 7, 4, 9, 2, 1}",2.770469,0.241430,0.000018
"{1, 5, 9, 8, 6, 2, 7, 3, 4, 10, 1}",3.149305,"{1, 10, 4, 3, 7, 8, 6, 2, 5, 9, 1}",3.581043,0.137090,0.000018
"{1, 5, 7, 8, 3, 6, 9, 2, 4, 10, 1}",2.839111,"{1, 5, 7, 8, 3, 6, 9, 2, 4, 10, 1}",2.839111,0.000000,0.000018
"{1, 8, 3, 10, 5, 2, 7, 4, 6, 9, 1}",2.840673,"{1, 8, 3, 10, 7, 2, 4, 6, 9, 5, 1}",3.914097,0.377877,0.000018
"{1, 4, 10, 3, 5, 8, 6, 9, 2, 7, 1}",3.085763,"{1, 7, 9, 6, 8, 2, 3, 5, 10, 4, 1}",3.137476,0.016758,0.000018
"{1, 5, 9, 4, 2, 3, 7, 10, 8, 6, 1}",3.322729,"{1, 6, 7, 3, 2, 4, 10, 8, 9, 5, 1}",3.770466,0.134750,0.000018
"{1, 2, 7, 9, 4, 8, 3, 10, 5, 6, 1}",2.599885,"{1, 6, 5, 10, 3, 8, 4, 9, 7, 2, 1}",2.599885,0.000000,0.000018
"{1, 7, 8, 5, 9, 3, 2, 4, 10, 6, 1}",2.878653,"{1, 6, 10, 4, 2, 3, 9, 5, 8, 7, 1}",2.878653,0.000000,0.000018
"{1, 3, 8, 10, 4, 9, 2, 5, 7, 6, 1}",2.831751,"{1, 3, 8, 6, 5, 7, 9, 4, 2, 10, 1}",3.406961,0.203129,0.000019
"{1, 10, 4, 8, 9, 5, 3, 7, 6, 2, 1}",2.829760,"{1, 2, 6, 7, 3, 5, 9, 8, 4, 10, 1}",2.829760,0.000000,0.000018
"{1, 6, 10, 4, 7, 9, 8, 3, 2, 5, 1}",2.992479,"{1, 6, 5, 2, 3, 8, 9, 4, 7, 10, 1}",3.370775,0.126416,0.000019
"{1, 8, 3, 7, 9, 4, 10, 6, 2, 5, 1}",3.015876,"{1, 8, 3, 2, 5, 6, 4, 10, 7, 9, 1}",3.614279,0.198418,0.000018
"{1, 10, 7, 4, 6, 8, 3, 2, 5, 9, 1}",2.630368,"{1, 10, 2, 3, 8, 6, 4, 7, 9, 5, 1}",2.639745,0.003565,0.000018
"{1, 3, 10, 4, 5, 7, 8, 6, 9, 2, 1}",2.937551,"{1, 2, 9, 8, 6, 7, 5, 4, 10, 3, 1}",2.972886,0.012029,0.000018
"{1, 6, 9, 8, 2, 10, 3, 5, 7, 4, 1}",2.635902,"{1, 6, 9, 8, 2, 10, 3, 5, 7, 4, 1}",2.635902,0.000000,0.000018
"{1, 7, 2, 3, 4, 8, 10, 6, 9, 5, 1}",2.667738,"{1, 9, 5, 6, 10, 8, 4, 3, 2, 7, 1}",2.709984,0.015836,0.000018
"{1, 5, 3, 2, 10, 7, 9, 8, 4, 6, 1}",2.694105,"{1, 6, 5, 2, 3, 10, 7, 9, 8, 4, 1}",2.855670,0.059970,0.000018
"{1, 8, 7, 9, 2, 4, 5, 3, 6, 10, 1}",2.701440,"{1, 6, 3, 4, 2, 9, 7, 8, 5, 10, 1}",3.186872,0.179694,0.000018
"{1, 5, 2, 9, 8, 4, 6, 10, 3, 7, 1}",3.051917,"{1, 5, 2, 9, 8, 4, 6, 10, 3, 7, 1}",3.051917,0.000000,0.000018
"{1, 4, 8, 3, 10, 9, 5, 2, 7, 6, 1}",2.386177,"{1, 4, 6, 8, 7, 2, 5, 9, 3, 10, 1}",2.517596,0.055075,0.000018
"{1, 6, 9, 7, 2, 10, 4, 3, 8, 5, 1}",2.552535,"{1, 6, 5, 4, 10, 2, 7, 9, 8, 3, 1}",3.044286,0.192652,0.000018
"{1, 2, 9, 5, 8, 7, 10, 4, 3, 6, 1}",3.363990,"{1, 2, 8, 5, 7, 10, 4, 3, 6, 9, 1}",3.902987,0.160226,0.000018
"{1, 6, 3, 7, 8, 9, 10, 4, 5, 2, 1}",2.885592,"{1, 2, 5, 10, 4, 9, 8, 7, 3, 6, 1}",2.943229,0.019974,0.000018
"{1, 4, 3, 6, 8, 9, 5, 10, 2, 7, 1}",3.165437,"{1, 7, 9, 8, 6, 3, 4, 2, 10, 5, 1}",3.695948,0.167595,0.000018
"{1, 3, 9, 5, 4, 2, 7, 6, 8, 10, 1}",2.704602,"{1, 10, 8, 3, 9, 5, 2, 4, 7, 6, 1}",2.998731,0.108751,0.000018
"{1, 2, 5, 8, 7, 10, 9, 3, 6, 4, 1}",2.810256,"{1, 2, 5, 8, 10, 9, 3, 6, 4, 7, 1}",3.717000,0.322655,0.000033
"{1, 4, 5, 3, 9, 2, 10, 6, 7, 8, 1}",2.323169,"{1, 4, 5, 8, 7, 9, 2, 3, 6, 10, 1}",3.063525,0.318684,0.000018
"{1, 4, 9, 3, 8, 7, 10, 6, 5, 2, 1}",3.248276,"{1, 2, 5, 6, 10, 7, 8, 3, 9, 4, 1}",3.248276,0.000000,0.000018
"{1, 9, 5, 4, 2, 8, 10, 3, 7, 6, 1}",2.437010,"{1, 6, 3, 7, 9, 5, 8, 10, 2, 4, 1}",2.766201,0.135080,0.000018
"{1, 6, 7, 5, 3, 10, 4, 2, 9, 8, 1}",2.842869,"{1, 8, 6, 3, 10, 4, 9, 2, 7, 5, 1}",3.294778,0.158962,0.000018
"{1, 9, 6, 5, 7, 3, 10, 2, 8, 4, 1}",3.049461,"{1, 8, 4, 10, 3, 7, 5, 6, 9, 2, 1}",3.688736,0.209635,0.000018
