optimal_tour,optimal_tour_length,nearest_neighbor_tour,nearest_neighbor_tour_length,score,time
"{1, 4, 7, 5, 10, 6, 9, 8, 3, 2, 1}",3.095168,"{1, 2, 3, 8, 9, 6, 10, 5, 7, 4, 1}",3.095168,0.000000,0.000017
"{1, 6, 8, 5, 10, 7, 4, 3, 2, 9, 1}",3.073271,"{1, 6, 8, 5, 2, 3, 7, 4, 9, 10, 1}",3.835295,0.247952,0.000018
"{1, 5, 3, 2, 7, 8, 6, 4, 10, 9, 1}",2.982185,"{1, 3, 2, 4, 10, 9, 6, 8, 7, 5, 1}",3.276675,0.098750,0.000018
"{1, 2, 6, 5, 4, 9, 10, 3, 8, 7, 1}",3.245754,"{1, 2, 6, 10, 9, 3, 8, 7, 5, 4, 1}",3.763682,0.159571,0.000018
"{1, 8, 2, 4, 9, 3, 6, 5, 10, 7, 1}",3.382628,"{1, 9, 4, 8, 2, 3, 6, 5, 10, 7, 1}",3.764695,0.112950,0.000019
"{1, 9, 3, 7, 2, 8, 10, 4, 5, 6, 1}",3.062840,"{1, 9, 3, 7, 6, 5, 10, 4, 8, 2, 1}",3.292534,0.074994,0.000029
"{1, 3, 8, 4, 6, 10, 7, 9, 5, 2, 1}",2.647763,"{1, 6, 4, 8, 2, 5, 9, 7, 10, 3, 1}",3.091957,0.167762,0.000018
"{1, 2, 9, 8, 10, 4, 5, 3, 7, 6, 1}",2.889813,"{1, 6, 7, 3, 5, 4, 10, 9, 8, 2, 1}",3.127115,0.082117,0.000021
"{1, 8, 3, 4, 2, 7, 6, 9, 10, 5, 1}",2.619857,"{1, 8, 3, 4, 2, 7, 6, 9, 10, 5, 1}",2.619857,0.000000,0.000021
"{1, 8, 5, 7, 6, 2, 9, 10, 3, 4, 1}",2.892111,"{1, 8, 5, 7, 6, 9, 2, 10, 3, 4, 1}",3.023859,0.045554,0.000019
"{1, 8, 7, 10, 9, 6, 2, 5, 3, 4, 1}",3.015133,"{1, 4, 3, 5, 2, 6, 9, 10, 8, 7, 1}",3.204641,0.062852,0.000018
"{1, 7, 6, 8, 4, 5, 9, 2, 3, 10, 1}",2.558339,"{1, 7, 10, 2, 3, 9, 5, 4, 8, 6, 1}",2.585422,0.010586,0.000019
"{1, 3, 4, 2, 7, 6, 8, 5, 9, 10, 1}",2.978304,"{1, 9, 10, 5, 6, 7, 8, 4, 2, 3, 1}",3.152644,0.058536,0.000019
"{1, 3, 6, 7, 8, 10, 2, 9, 4, 5, 1}",3.199390,"{1, 3, 5, 4, 2, 9, 6, 7, 8, 10, 1}",3.520592,0.100395,0.000018
"{1, 2, 3, 9, 8, 10, 4, 6, 5, 7, 1}",2.907791,"{1, 7, 5, 6, 4, 10, 8, 9, 2, 3, 1}",3.033759,0.043321,0.000019
"{1, 7, 3, 8, 9, 6, 5, 10, 2, 4, 1}",2.160768,"{1, 7, 3, 9, 8, 4, 2, 10, 5, 6, 1}",2.560525,0.185007,0.000027
"{1, 8, 6, 2, 9, 4, 7, 5, 3, 10, 1}",2.823244,"{1, 8, 6, 2, 9, 7, 5, 3, 10, 4, 1}",3.828984,0.356236,0.000018
"{1, 2, 10, 9, 5, 7, 6, 3, 4, 8, 1}",3.101991,"{1, 8, 7, 5, 9, 10, 2, 4, 3, 6, 1}",3.930862,0.267206,0.000022
"{1, 2, 7, 10, 3, 9, 4, 6, 8, 5, 1}",2.919075,"{1, 2, 7, 10, 3, 9, 4, 5, 8, 6, 1}",3.360008,0.151052,0.000018
"{1, 2, 3, 9, 8, 4, 7, 10, 6, 5, 1}",2.648615,"{1, 5, 6, 10, 7, 4, 8, 9, 3, 2, 1}",2.648615,0.000000,0.000019
"{1, 5, 6, 10, 2, 3, 7, 4, 8, 9, 1}",3.068053,"{1, 5, 3, 2, 10, 6, 7, 4, 9, 8, 1}",3.748670,0.221840,0.000019
"{1, 9, 8, 3, 10, 6, 5, 2, 4, 7, 1}",2.594045,"{1, 7, 4, 8, 9, 3, 10, 5, 2, 6, 1}",3.218113,0.240577,0.000019
"{1, 9, 7, 8, 10, 3, 6, 5, 4, 2, 1}",3.059028,"{1, 9, 2, 4, 5, 6, 3, 10, 8, 7, 1}",3.182336,0.040310,0.000018
"{1, 3, 7, 6, 9, 4, 8, 2, 5, 10, 1}",3.131602,"{1, 3, 10, 6, 7, 9, 4, 8, 2, 5, 1}",3.211249,0.025433,0.000018
"{1, 6, 10, 5, 8, 9, 2, 4, 3, 7, 1}",2.725716,"{1, 6, 7, 3, 4, 2, 9, 8, 10, 5, 1}",2.882177,0.057402,0.000020
"{1, 6, 7, 9, 8, 2, 3, 4, 10, 5, 1}",2.942340,"{1, 6, 7, 9, 8, 2, 3, 4, 10, 5, 1}",2.942340,0.000000,0.000019
"{1, 3, 10, 4, 9, 8, 2, 5, 7, 6, 1}",2.725582,"{1, 6, 3, 10, 9, 4, 7, 5, 2, 8, 1}",3.080723,0.130299,0.000019
"{1, 8, 9, 2, 10, 7, 5, 6, 4, 3, 1}",2.898320,"{1, 3, 9, 2, 10, 7, 8, 5, 4, 6, 1}",3.146782,0.085726,0.000019
"{1, 10, 7, 5, 2, 4, 8, 6, 3, 9, 1}",2.726849,"{1, 9, 3, 7, 10, 5, 2, 4, 8, 6, 1}",3.108133,0.139826,0.000019
"{1, 4, 6, 9, 5, 10, 3, 2, 8, 7, 1}",2.930335,"{1, 4, 7, 8, 2, 3, 6, 9, 5, 10, 1}",3.179377,0.084988,0.000020
"{1, 9, 2, 5, 7, 3, 6, 4, 10, 8, 1}",2.149771,"{1, 2, 9, 5, 3, 6, 4, 8, 10, 7, 1}",2.770459,0.288723,0.000019
"{1, 4, 6, 7, 2, 8, 10, 3, 5, 9, 1}",3.366596,"{1, 9, 5, 3, 10, 8, 2, 7, 6, 4, 1}",3.366596,0.000000,0.000019
"{1, 6, 8, 4, 2, 7, 9, 10, 3, 5, 1}",3.254875,"{1, 6, 7, 9, 3, 5, 10, 2, 4, 8, 1}",3.284160,0.008997,0.000018
"{1, 3, 2, 4, 5, 7, 8, 10, 9, 6, 1}",2.561825,"{1, 3, 2, 10, 6, 9, 8, 7, 5, 4, 1}",2.734954,0.067580,0.000018
"{1, 6, 9, 3, 8, 4, 5, 2, 10, 7, 1}",2.422029,"{1, 6, 9, 5, 3, 2, 10, 7, 4, 8, 1}",3.057896,0.262535,0.000018
"{1, 5, 8, 2, 10, 6, 9, 7, 3, 4, 1}",2.210531,"{1, 5, 8, 2, 10, 9, 7, 3, 4, 6, 1}",3.027931,0.369775,0.000018
"{1, 5, 8, 3, 4, 9, 7, 2, 6, 10, 1}",2.125286,"{1, 5, 8, 10, 6, 2, 7, 4, 3, 9, 1}",2.483532,0.168564,0.000018
"{1, 9, 3, 7, 4, 5, 10, 8, 6, 2, 1}",3.086914,"{1, 2, 9, 5, 10, 8, 6, 3, 7, 4, 1}",3.740475,0.211720,0.000018
"{1, 6, 7, 8, 3, 9, 4, 5, 2, 10, 1}",2.478044,"{1, 6, 10, 2, 9, 3, 8, 7, 4, 5, 1}",3.135597,0.265351,0.000018
"{1, 7, 2, 9, 4, 5, 8, 3, 10, 6, 1}",2.999587,"{1, 7, 6, 10, 2, 9, 8, 3, 4, 5, 1}",3.595454,0.198650,0.000018
"{1, 6, 7, 5, 8, 4, 9, 10, 3, 2, 1}",2.789156,"{1, 7, 6, 5, 8, 2, 3, 10, 4, 9, 1}",3.030926,0.086682,0.000018
"{1, 7, 4, 9, 5, 8, 2, 10, 3, 6, 1}",3.140048,"{1, 7, 4, 5, 9, 6, 3, 10, 2, 8, 1}",3.520334,0.121108,0.000018
"{1, 3, 10, 2, 5, 9, 7, 8, 4, 6, 1}",2.861611,"{1, 7, 8, 4, 6, 3, 10, 2, 5, 9, 1}",3.105732,0.085309,0.000018
"{1, 2, 7, 4, 9, 8, 6, 3, 5, 10, 1}",2.517511,"{1, 10, 5, 3, 6, 8, 2, 7, 4, 9, 1}",2.736415,0.086953,0.000017
"{1, 9, 10, 7, 3, 5, 8, 4, 2, 6, 1}",2.712193,"{1, 9, 10, 7, 3, 8, 5, 4, 2, 6, 1}",2.789139,0.028370,0.000018
"{1, 5, 10, 4, 9, 8, 6, 2, 3, 7, 1}",2.770821,"{1, 5, 10, 6, 9, 8, 2, 3, 7, 4, 1}",3.107672,0.121571,0.000018
"{1, 6, 8, 2, 5, 10, 3, 9, 4, 7, 1}",2.338981,"{1, 7, 4, 9, 3, 10, 5, 2, 6, 8, 1}",2.385424,0.019856,0.000017
"{1, 10, 2, 3, 5, 6, 8, 7, 4, 9, 1}",2.599603,"{1, 9, 3, 2, 4, 5, 6, 8, 7, 10, 1}",2.909100,0.119055,0.000018
"{1, 4, 5, 6, 10, 3, 2, 8, 7, 9, 1}",3.775382,"{1, 9, 2, 3, 10, 6, 5, 4, 7, 8, 1}",3.884801,0.028982,0.000017
"{1, 9, 7, 5, 6, 4, 10, 2, 3, 8, 1}",2.494285,"{1, 8, 2, 3, 4, 10, 6, 9, 7, 5, 1}",2.777928,0.113717,0.000018
"{1, 9, 3, 8, 10, 2, 6, 4, 5, 7, 1}",2.871572,"{1, 7, 9, 3, 8, 10, 2, 6, 4, 5, 1}",2.878916,0.002557,0.000017
"{1, 2, 7, 8, 9, 5, 10, 6, 4, 3, 1}",3.076469,"{1, 3, 4, 6, 10, 5, 9, 8, 7, 2, 1}",3.076469,0.000000,0.000017
"{1, 10, 5, 4, 6, 8, 2, 7, 9, 3, 1}",2.639429,"{1, 10, 5, 4, 8, 6, 2, 7, 9, 3, 1}",2.785499,0.055342,0.000018
"{1, 2, 6, 10, 9, 3, 4, 7, 8, 5, 1}",3.409029,"{1, 2, 6, 10, 9, 7, 8, 5, 4, 3, 1}",4.262505,0.250357,0.000017
"{1, 10, 3, 2, 5, 8, 6, 7, 4, 9, 1}",3.053708,"{1, 10, 3, 2, 8, 6, 7, 4, 9, 5, 1}",3.427217,0.122314,0.000017
"{1, 2, 8, 9, 5, 7, 6, 10, 4, 3, 1}",3.115985,"{1, 2, 4, 8, 9, 5, 7, 6, 10, 3, 1}",3.196209,0.025746,0.000018
"{1, 4, 7, 5, 6, 2, 8, 3, 10, 9, 1}",2.792146,"{1, 4, 7, 5, 6, 2, 8, 3, 10, 9, 1}",2.792146,0.000000,0.000017
"{1, 5, 4, 10, 9, 7, 8, 6, 2, 3, 1}",2.728071,"{1, 3, 2, 6, 5, 4, 10, 9, 7, 8, 1}",2.956469,0.083721,0.000017
"{1, 6, 10, 2, 3, 8, 4, 5, 7, 9, 1}",3.082340,"{1, 7, 9, 5, 6, 10, 3, 2, 8, 4, 1}",3.419518,0.109391,0.000018
"{1, 9, 3, 7, 8, 10, 6, 4, 5, 2, 1}",2.484957,"{1, 9, 3, 7, 6, 10, 8, 5, 4, 2, 1}",2.782333,0.119670,0.000018
"{1, 7, 5, 2, 10, 3, 8, 4, 9, 6, 1}",2.809032,"{1, 6, 9, 8, 3, 10, 2, 5, 7, 4, 1}",2.977566,0.059997,0.000028
"{1, 3, 10, 2, 7, 8, 5, 4, 9, 6, 1}",3.316830,"{1, 8, 5, 4, 9, 6, 3, 10, 2, 7, 1}",3.620668,0.091605,0.000019
"{1, 10, 8, 6, 3, 2, 9, 4, 7, 5, 1}",3.058533,"{1, 10, 8, 9, 6, 3, 2, 4, 7, 5, 1}",3.152516,0.030728,0.000019
"{1, 3, 5, 2, 6, 8, 4, 7, 10, 9, 1}",2.448467,"{1, 9, 10, 7, 3, 4, 6, 8, 2, 5, 1}",2.493336,0.018325,0.000018
"{1, 9, 7, 4, 2, 8, 10, 3, 6, 5, 1}",3.081202,"{1, 9, 4, 2, 8, 6, 5, 10, 3, 7, 1}",3.910199,0.269050,0.000018
"{1, 5, 10, 9, 7, 6, 3, 4, 2, 8, 1}",2.954638,"{1, 5, 7, 10, 9, 6, 3, 4, 2, 8, 1}",2.983581,0.009796,0.000018
"{1, 10, 5, 8, 9, 4, 3, 6, 2, 7, 1}",2.770020,"{1, 10, 6, 5, 9, 4, 8, 3, 2, 7, 1}",3.127187,0.128940,0.000033
"{1, 2, 9, 10, 8, 5, 7, 6, 4, 3, 1}",2.578407,"{1, 3, 4, 6, 2, 9, 10, 8, 5, 7, 1}",2.788556,0.081504,0.000018
"{1, 2, 9, 6, 8, 3, 7, 4, 5, 10, 1}",3.072898,"{1, 10, 5, 4, 7, 3, 8, 6, 9, 2, 1}",3.072898,0.000000,0.000018
"{1, 2, 8, 3, 10, 5, 6, 4, 9, 7, 1}",2.694083,"{1, 7, 8, 3, 10, 6, 4, 9, 5, 2, 1}",3.333990,0.237523,0.000019
"{1, 2, 7, 5, 10, 3, 6, 8, 9, 4, 1}",2.557229,"{1, 4, 2, 7, 5, 10, 3, 6, 8, 9, 1}",2.598545,0.016156,0.000018
"{1, 5, 10, 7, 4, 3, 8, 9, 2, 6, 1}",2.663736,"{1, 6, 2, 9, 8, 3, 4, 7, 10, 5, 1}",2.663736,0.000000,0.000018
"{1, 10, 9, 8, 3, 4, 6, 2, 7, 5, 1}",2.903057,"{1, 7, 5, 2, 6, 4, 3, 8, 9, 10, 1}",2.922639,0.006745,0.000018
"{1, 7, 6, 8, 10, 9, 4, 5, 2, 3, 1}",2.886893,"{1, 2, 3, 5, 4, 9, 10, 8, 6, 7, 1}",2.925144,0.013250,0.000019
"{1, 6, 3, 2, 8, 5, 9, 4, 7, 10, 1}",2.920806,"{1, 10, 6, 3, 2, 8, 5, 9, 4, 7, 1}",3.094940,0.059619,0.000019
"{1, 6, 3, 4, 8, 2, 10, 5, 7, 9, 1}",3.274484,"{1, 3, 6, 9, 5, 7, 10, 2, 8, 4, 1}",3.430984,0.047794,0.000019
"{1, 4, 5, 3, 8, 2, 10, 6, 7, 9, 1}",2.610490,"{1, 9, 7, 6, 3, 5, 8, 2, 10, 4, 1}",3.062603,0.173191,0.000018
"{1, 5, 6, 4, 7, 8, 3, 2, 10, 9, 1}",2.410282,"{1, 5, 6, 10, 2, 3, 8, 7, 4, 9, 1}",2.673655,0.109271,0.000019
"{1, 5, 7, 9, 8, 2, 4, 10, 3, 6, 1}",3.465584,"{1, 6, 3, 10, 4, 2, 8, 9, 7, 5, 1}",3.465584,0.000000,0.000029
"{1, 6, 9, 5, 2, 7, 4, 10, 8, 3, 1}",2.681026,"{1, 3, 8, 10, 4, 7, 2, 5, 9, 6, 1}",2.681026,0.000000,0.000019
"{1, 8, 6, 10, 2, 5, 4, 7, 3, 9, 1}",2.812131,"{1, 8, 6, 10, 2, 5, 4, 7, 3, 9, 1}",2.812131,0.000000,0.000019
"{1, 5, 6, 7, 3, 10, 8, 9, 2, 4, 1}",2.945709,"{1, 4, 2, 9, 8, 10, 3, 7, 6, 5, 1}",2.945709,0.000000,0.000019
"{1, 5, 4, 7, 8, 10, 9, 2, 3, 6, 1}",2.636858,"{1, 6, 3, 7, 5, 4, 8, 10, 9, 2, 1}",3.151946,0.195342,0.000018
"{1, 5, 8, 10, 7, 6, 2, 9, 4, 3, 1}",3.090674,"{1, 5, 8, 10, 7, 6, 2, 9, 3, 4, 1}",3.134485,0.014175,0.000018
"{1, 2, 3, 8, 10, 6, 9, 4, 7, 5, 1}",2.642555,"{1, 2, 3, 8, 10, 6, 9, 4, 7, 5, 1}",2.642555,0.000000,0.000018
"{1, 7, 2, 8, 9, 3, 4, 5, 6, 10, 1}",2.932111,"{1, 10, 6, 7, 8, 9, 2, 5, 4, 3, 1}",3.222390,0.099000,0.000018
"{1, 10, 4, 5, 9, 2, 6, 8, 3, 7, 1}",2.665310,"{1, 7, 8, 3, 6, 2, 5, 9, 4, 10, 1}",2.789500,0.046595,0.000019
"{1, 9, 6, 10, 3, 5, 8, 2, 7, 4, 1}",2.656749,"{1, 4, 7, 2, 8, 3, 10, 5, 6, 9, 1}",2.844460,0.070654,0.000018
"{1, 2, 7, 4, 6, 5, 9, 8, 3, 10, 1}",3.125729,"{1, 10, 3, 2, 7, 4, 6, 5, 9, 8, 1}",3.430215,0.097413,0.000019
"{1, 4, 6, 10, 9, 7, 5, 8, 2, 3, 1}",2.652684,"{1, 3, 2, 8, 5, 7, 9, 10, 6, 4, 1}",2.652684,0.000000,0.000017
"{1, 6, 7, 2, 10, 4, 9, 8, 5, 3, 1}",3.100401,"{1, 6, 2, 9, 8, 5, 4, 10, 3, 7, 1}",3.991196,0.287316,0.000018
"{1, 8, 4, 6, 3, 2, 5, 10, 7, 9, 1}",2.787528,"{1, 9, 7, 10, 5, 2, 3, 6, 4, 8, 1}",2.787528,0.000000,0.000018
"{1, 5, 7, 8, 3, 6, 9, 10, 2, 4, 1}",2.224239,"{1, 4, 2, 5, 6, 3, 8, 7, 9, 10, 1}",2.602184,0.169921,0.000018
"{1, 4, 7, 9, 2, 10, 5, 6, 3, 8, 1}",2.382284,"{1, 4, 8, 3, 6, 7, 9, 2, 10, 5, 1}",2.815052,0.181661,0.000018
"{1, 10, 5, 2, 7, 6, 3, 9, 4, 8, 1}",2.353926,"{1, 8, 4, 3, 9, 6, 2, 5, 7, 10, 1}",2.551117,0.083771,0.000018
"{1, 2, 9, 3, 10, 4, 8, 6, 5, 7, 1}",2.730414,"{1, 5, 7, 6, 8, 4, 10, 9, 3, 2, 1}",2.925548,0.071467,0.000018
"{1, 9, 10, 6, 7, 2, 4, 5, 8, 3, 1}",2.760929,"{1, 9, 3, 8, 5, 7, 2, 4, 6, 10, 1}",3.082129,0.116338,0.000018
"{1, 9, 2, 10, 4, 7, 5, 6, 3, 8, 1}",2.865611,"{1, 8, 3, 6, 4, 7, 5, 10, 2, 9, 1}",3.130632,0.092483,0.000018
"{1, 3, 5, 7, 10, 9, 6, 8, 2, 4, 1}",3.028430,"{1, 5, 7, 10, 9, 6, 8, 4, 2, 3, 1}",3.362012,0.110150,0.000018
"{1, 4, 8, 3, 2, 5, 6, 7, 9, 10, 1}",2.826445,"{1, 4, 10, 9, 8, 3, 2, 5, 6, 7, 1}",3.107658,0.099494,0.000018
"{1, 10, 7, 3, 5, 6, 9, 8, 4, 2, 1}",2.664269,"{1, 2, 4, 8, 9, 6, 5, 3, 7, 10, 1}",2.664269,0.000000,0.000027
"{1, 6, 9, 3, 5, 2, 10, 8, 4, 7, 1}",2.601151,"{1, 7, 6, 4, 8, 10, 2, 5, 3, 9, 1}",2.683466,0.031646,0.000018
"{1, 4, 3, 8, 6, 2, 10, 9, 7, 5, 1}",2.602730,"{1, 5, 7, 9, 4, 3, 8, 6, 2, 10, 1}",3.032716,0.165206,0.000018
"{1, 10, 3, 9, 5, 4, 6, 8, 2, 7, 1}",3.103057,"{1, 10, 3, 5, 9, 7, 2, 8, 6, 4, 1}",3.531335,0.138018,0.000018
"{1, 2, 6, 7, 5, 9, 10, 8, 3, 4, 1}",2.905395,"{1, 2, 6, 7, 5, 9, 10, 3, 4, 8, 1}",3.529576,0.214835,0.000018
"{1, 9, 7, 10, 2, 8, 4, 5, 6, 3, 1}",3.074174,"{1, 3, 6, 5, 4, 8, 2, 10, 7, 9, 1}",3.074173,0.000000,0.000018
"{1, 2, 5, 10, 9, 3, 7, 4, 6, 8, 1}",2.765525,"{1, 10, 5, 2, 8, 6, 9, 3, 7, 4, 1}",3.297444,0.192339,0.000018
"{1, 5, 6, 2, 7, 3, 8, 10, 4, 9, 1}",2.040931,"{1, 9, 4, 8, 10, 3, 7, 2, 6, 5, 1}",2.058227,0.008474,0.000019
"{1, 8, 5, 7, 4, 6, 10, 3, 2, 9, 1}",2.711120,"{1, 5, 8, 9, 2, 6, 3, 10, 4, 7, 1}",3.031431,0.118147,0.000018
"{1, 7, 9, 10, 2, 3, 8, 5, 6, 4, 1}",3.156409,"{1, 7, 9, 4, 6, 8, 5, 3, 10, 2, 1}",3.386567,0.072918,0.000018
"{1, 3, 2, 9, 5, 4, 10, 6, 8, 7, 1}",2.795634,"{1, 3, 7, 2, 8, 6, 10, 4, 9, 5, 1}",3.160285,0.130436,0.000018
"{1, 8, 2, 9, 4, 7, 3, 6, 5, 10, 1}",3.893924,"{1, 10, 5, 3, 6, 8, 2, 9, 4, 7, 1}",4.204608,0.079787,0.000018
"{1, 2, 5, 7, 10, 4, 6, 3, 8, 9, 1}",2.838102,"{1, 2, 9, 8, 3, 6, 4, 10, 7, 5, 1}",2.870615,0.011456,0.000018
"{1, 6, 3, 5, 9, 4, 2, 10, 7, 8, 1}",3.006378,"{1, 6, 8, 7, 10, 3, 5, 9, 4, 2, 1}",3.463606,0.152086,0.000018
"{1, 4, 7, 8, 6, 3, 10, 5, 9, 2, 1}",2.740654,"{1, 2, 6, 8, 4, 7, 9, 5, 10, 3, 1}",3.271392,0.193654,0.000018
"{1, 5, 4, 10, 2, 6, 9, 3, 7, 8, 1}",2.612786,"{1, 5, 8, 7, 3, 6, 9, 2, 10, 4, 1}",2.748263,0.051852,0.000028
"{1, 9, 3, 2, 6, 5, 8, 10, 4, 7, 1}",3.171263,"{1, 10, 4, 8, 5, 6, 9, 3, 2, 7, 1}",3.471504,0.094676,0.000019
"{1, 8, 10, 4, 6, 2, 5, 3, 7, 9, 1}",3.499696,"{1, 8, 10, 6, 2, 5, 3, 7, 9, 4, 1}",4.447714,0.270886,0.000019
"{1, 2, 4, 8, 3, 5, 10, 7, 9, 6, 1}",2.504174,"{1, 6, 2, 4, 8, 3, 5, 10, 7, 9, 1}",2.533294,0.011629,0.000037
"{1, 4, 9, 8, 7, 10, 3, 5, 6, 2, 1}",2.041722,"{1, 2, 4, 7, 8, 9, 10, 5, 3, 6, 1}",2.141485,0.048863,0.000018
"{1, 4, 2, 8, 6, 5, 7, 3, 10, 9, 1}",2.562659,"{1, 9, 10, 6, 5, 7, 3, 4, 8, 2, 1}",3.127395,0.220371,0.000018
"{1, 4, 3, 10, 8, 7, 5, 9, 2, 6, 1}",3.009443,"{1, 2, 9, 4, 7, 5, 8, 10, 3, 6, 1}",3.539749,0.176214,0.000018
"{1, 6, 8, 9, 4, 10, 7, 2, 5, 3, 1}",2.905775,"{1, 5, 2, 7, 10, 4, 9, 8, 6, 3, 1}",3.185623,0.096308,0.000018
"{1, 2, 3, 4, 5, 6, 10, 7, 8, 9, 1}",3.103390,"{1, 9, 8, 10, 7, 6, 4, 3, 5, 2, 1}",3.967567,0.278463,0.000027
"{1, 9, 4, 10, 6, 3, 5, 7, 8, 2, 1}",3.326199,"{1, 9, 4, 10, 3, 5, 6, 2, 8, 7, 1}",3.942917,0.185412,0.000018
"{1, 10, 8, 6, 4, 9, 5, 2, 7, 3, 1}",2.811441,"{1, 3, 10, 8, 4, 6, 9, 5, 7, 2, 1}",3.440589,0.223781,0.000018
"{1, 2, 10, 5, 8, 6, 7, 3, 4, 9, 1}",2.041955,"{1, 2, 10, 5, 8, 9, 4, 6, 7, 3, 1}",2.421443,0.185845,0.000018
"{1, 8, 2, 3, 6, 5, 7, 9, 4, 10, 1}",2.672487,"{1, 10, 4, 9, 7, 5, 6, 3, 2, 8, 1}",2.672487,0.000000,0.000017
"{1, 9, 8, 2, 3, 6, 10, 7, 4, 5, 1}",2.553614,"{1, 9, 2, 8, 3, 6, 10, 7, 4, 5, 1}",2.616361,0.024572,0.000018
"{1, 4, 2, 3, 6, 9, 10, 8, 7, 5, 1}",2.938257,"{1, 5, 4, 2, 8, 7, 10, 9, 6, 3, 1}",3.219218,0.095622,0.000018
"{1, 6, 9, 2, 7, 10, 4, 5, 3, 8, 1}",3.059971,"{1, 8, 3, 4, 5, 6, 9, 2, 7, 10, 1}",3.669133,0.199075,0.000019
"{1, 9, 4, 3, 2, 5, 6, 10, 8, 7, 1}",2.048888,"{1, 7, 9, 4, 6, 10, 5, 2, 3, 8, 1}",2.470048,0.205556,0.000018
"{1, 3, 2, 6, 10, 8, 7, 9, 5, 4, 1}",2.628832,"{1, 3, 2, 6, 10, 8, 7, 9, 5, 4, 1}",2.628832,0.000000,0.000018
"{1, 9, 6, 2, 5, 3, 10, 8, 4, 7, 1}",3.282217,"{1, 7, 4, 8, 10, 3, 5, 2, 9, 6, 1}",3.438211,0.047527,0.000019
"{1, 2, 8, 3, 9, 5, 6, 4, 10, 7, 1}",3.018098,"{1, 7, 10, 4, 6, 5, 9, 3, 8, 2, 1}",3.018098,0.000000,0.000019
"{1, 2, 6, 5, 4, 8, 9, 7, 3, 10, 1}",2.506914,"{1, 10, 7, 9, 8, 2, 3, 4, 5, 6, 1}",3.002122,0.197537,0.000018
"{1, 5, 2, 3, 8, 6, 9, 4, 10, 7, 1}",2.722486,"{1, 7, 6, 8, 3, 2, 5, 10, 4, 9, 1}",3.144405,0.154976,0.000018
"{1, 10, 6, 2, 4, 7, 9, 3, 5, 8, 1}",2.971155,"{1, 10, 2, 6, 4, 3, 5, 8, 9, 7, 1}",3.637168,0.224159,0.000018
"{1, 3, 8, 5, 4, 9, 2, 7, 6, 10, 1}",2.718368,"{1, 10, 7, 6, 3, 8, 5, 4, 9, 2, 1}",2.963370,0.090128,0.000037
"{1, 10, 4, 7, 8, 3, 2, 6, 5, 9, 1}",2.249694,"{1, 10, 9, 5, 6, 2, 3, 8, 7, 4, 1}",2.475518,0.100380,0.000018
"{1, 8, 10, 4, 9, 7, 6, 5, 2, 3, 1}",2.447591,"{1, 3, 2, 5, 9, 6, 7, 4, 10, 8, 1}",2.452978,0.002201,0.000018
"{1, 3, 7, 6, 10, 2, 4, 5, 9, 8, 1}",2.853877,"{1, 3, 7, 4, 5, 9, 8, 6, 10, 2, 1}",3.684007,0.290878,0.000018
"{1, 3, 8, 5, 9, 2, 10, 6, 7, 4, 1}",3.047459,"{1, 4, 7, 6, 3, 8, 5, 9, 2, 10, 1}",3.259879,0.069704,0.000019
"{1, 6, 7, 3, 5, 10, 8, 2, 9, 4, 1}",2.728274,"{1, 9, 4, 6, 7, 3, 5, 10, 8, 2, 1}",2.792039,0.023372,0.000018
"{1, 7, 4, 8, 6, 5, 2, 10, 9, 3, 1}",3.103553,"{1, 7, 4, 8, 9, 3, 6, 5, 2, 10, 1}",3.316842,0.068724,0.000017
"{1, 3, 10, 5, 7, 9, 8, 6, 4, 2, 1}",2.666781,"{1, 3, 10, 9, 7, 5, 6, 8, 2, 4, 1}",3.208670,0.203200,0.000017
"{1, 5, 8, 7, 4, 2, 9, 3, 10, 6, 1}",2.488655,"{1, 5, 8, 7, 4, 6, 10, 3, 9, 2, 1}",2.703389,0.086285,0.000038
"{1, 9, 5, 7, 10, 4, 6, 2, 8, 3, 1}",3.007318,"{1, 3, 8, 6, 10, 4, 7, 9, 5, 2, 1}",3.976631,0.322318,0.000018
"{1, 6, 9, 7, 5, 3, 4, 2, 8, 10, 1}",2.701735,"{1, 10, 4, 3, 5, 7, 9, 6, 2, 8, 1}",2.948013,0.091156,0.000018
"{1, 7, 5, 9, 2, 6, 10, 4, 3, 8, 1}",2.853255,"{1, 7, 2, 9, 5, 6, 10, 3, 8, 4, 1}",3.500968,0.227008,0.000018
"{1, 4, 9, 5, 7, 2, 10, 8, 3, 6, 1}",2.719507,"{1, 4, 9, 5, 7, 2, 10, 8, 3, 6, 1}",2.719507,0.000000,0.000018
"{1, 2, 10, 5, 6, 8, 4, 7, 9, 3, 1}",2.773408,"{1, 2, 10, 7, 9, 3, 4, 8, 6, 5, 1}",3.139720,0.132080,0.000018
"{1, 10, 5, 8, 7, 3, 6, 9, 4, 2, 1}",3.427307,"{1, 10, 2, 4, 3, 9, 6, 7, 8, 5, 1}",3.685227,0.075255,0.000017
"{1, 9, 5, 8, 10, 6, 2, 7, 4, 3, 1}",3.200767,"{1, 3, 9, 5, 10, 7, 2, 4, 6, 8, 1}",3.982417,0.244207,0.000018
"{1, 3, 10, 5, 6, 7, 8, 9, 2, 4, 1}",2.840845,"{1, 4, 2, 8, 7, 9, 6, 5, 3, 10, 1}",2.968690,0.045002,0.000018
